	title	page_length	last_touched	lastrevid	geneid	proteinID	wikilink	counts	pubcount	median_pub_year	max_pub_year	priority_score
8200	AHNAK	8705	2022-03-11T23:05:01Z	1039383184	79026	Q21116466	https://en.wikipedia.org/wiki/AHNAK	1	164	2016	2022	1.2073365061130712
8411	CBFB	8979	2022-03-11T23:04:13Z	1046506765	865	Q21097521	https://en.wikipedia.org/wiki/CBFB	1	164	2014	2022	1.1722811958060873
9117	ROBO1	9870	2022-03-11T23:04:58Z	1044572570	6091	Q21134300	https://en.wikipedia.org/wiki/ROBO1	1	164	2015	2022	1.071742654508612
6431	USP15	6832	2022-03-11T23:05:17Z	1045925110	9958	Q21139839	https://en.wikipedia.org/wiki/USP15	1	163	2016	2022	1.5219145199063233
7848	SYVN1	8316	2022-03-11T23:05:00Z	1044844088	84447	Q7395294	https://en.wikipedia.org/wiki/SYVN1	1	163	2013	2022	1.2607154882154883
7092	RPS17	7557	2022-03-11T23:05:05Z	1044574835	6218	Q21134222	https://en.wikipedia.org/wiki/RPS17	1	163	2015	2022	1.3814907181610239
7929	PPM1D	8417	2022-03-11T23:04:57Z	1043949288	8493	Q21131513	https://en.wikipedia.org/wiki/PPM1D	1	163	2014	2022	1.2462860452485616
7847	SYVN1	8316	2022-03-11T23:05:00Z	1044844088	84447	Q21149670	https://en.wikipedia.org/wiki/SYVN1	1	163	2013	2022	1.2607154882154883
7930	PPM1D	8417	2022-03-11T23:04:57Z	1043949288	8493	Q21151226	https://en.wikipedia.org/wiki/PPM1D	1	163	2014	2022	1.2462860452485616
5394	SLC2A9	5835	2022-03-15T12:38:42Z	1044815656	56606	Q21106286	https://en.wikipedia.org/wiki/SLC2A9	1	163	2013	2021	1.7720103439833517
6430	USP15	6832	2022-03-11T23:05:17Z	1045925110	9958	Q21112955	https://en.wikipedia.org/wiki/USP15	1	163	2016	2022	1.5219145199063233
8509	Phospholamban	9064	2022-03-22T20:00:13Z	1044131420	5350	Q410105	https://en.wikipedia.org/wiki/Phospholamban	1	163	2013	2021	1.1614799520867483
5651	IARS	6074	2022-03-11T23:05:20Z	1067712293	3376	Q21122164	https://en.wikipedia.org/wiki/IARS	1	162	2015	2022	1.7042186838515452
5652	IARS	6074	2022-03-11T23:05:20Z	1067712293	3376	Q21140546	https://en.wikipedia.org/wiki/IARS	1	162	2015	2022	1.7042186838515452
8876	E2F4	9526	2022-03-11T23:04:09Z	1065476749	1874	Q21145931	https://en.wikipedia.org/wiki/E2F4	1	162	2007	2021	1.1076156983893704
8875	E2F4	9526	2022-03-11T23:04:09Z	1065476749	1874	Q21105842	https://en.wikipedia.org/wiki/E2F4	1	162	2007	2021	1.1076156983893704
