	QID	label	geneID	proteinID
4473	Q18052536	ZNF600	162966	Q21174388
4479	Q18052542	DEDD2	162989	Q21101082
4481	Q18052546	ZNF579	163033	Q21136763
4483	Q18052548	ZNF564	163050	Q21173297
4485	Q18052549	ZNF709	163051	Q21174111
4491	Q18052552	ZNF567	163081	Q21173246
4493	Q18052555	ZNF781	163115	Q21136734
4495	Q18052556	EID2	163126	Q21110073
4497	Q18052558	PRR22	163154	Q21122574
4503	Q18052561	SYNE4	163183	Q21111155
4513	Q18052565	DENND2C	163259	Q21115757
4515	Q18052567	FNDC7	163479	Q21118155
4517	Q18052568	DENND1B	163486	Q21115759
4519	Q18052569	TDRD5	163589	Q21125324
4525	Q18052571	CALML6	163688	Q21111869
4527	Q18052574	CITED4	163732	Q21114167
4528	Q18052576	LEXM	163747	Q21481679
4530	Q18052577	SPRR4	163778	Q21133842
4532	Q18052580	SDE2	163859	Q21127172
4534	Q18052582	FAM43B	163933	Q21106065
4536	Q18052585	TTC24	164118	Q21123491
4538	Q18037222	BICRAL	23506	Q21119014
4540	Q18037224	TTC9	23508	Q21123514
4542	Q18037226	KCTD2	23510	Q21173392
4552	Q18037235	R3HDM1	23518	Q21124979
4560	Q18037262	SYNGR4	23546	Q21127236
4562	Q18037265	TTC33	23548	Q21127378
4568	Q18037269	CDK20	23552	Q21132572
4573	Q18037273	TSPAN15	23555	Q21127325
4576	Q18037282	DDAH2	23564	Q21110856
4578	Q18037286	ARL2BP	23568	Q21106518
4580	Q18037288	DDAH1	23576	Q21110855
4582	Q18037333	KLHDC2	23588	Q21118615
4588	Q18037497	MKRN2	23609	Q21105586
4590	Q18037515	PHLDA3	23612	Q21122524
4592	Q18037543	ZIM2	23619	Q21136836
4594	Q18037545	RUSC1	23623	Q21117220
4596	Q18037547	FAM89B	23625	Q21105971
4598	Q18037556	DNAAF11	23639	Q21136260
4600	Q18037561	EDC4	23644	Q21106782
4603	Q18037577	CEMIP2	23670	Q21174957
4605	Q18037581	SMPX	23676	Q21123437
4607	Q18037606	TMEM245	23731	Q21136408
4609	Q18037607	FRRS1L	23732	Q21107503
4611	Q18037611	NPAP1	23742	Q21124901
4617	Q18037622	SDF2L1	23753	Q21127174
4619	Q18037642	BRD1	23774	Q21100443
4621	Q18037649	POTEH	23784	Q21124943
4623	Q18037657	IFIT5	24138	Q21131535
4629	Q18037660	LAMP5	24141	Q21119287
4631	Q18037668	TP53TG3	24150	Q21136235
4633	Q18037672	H2AP	25763	Q21114082
4635	Q18037673	HYPK	25764	Q21103412
4637	Q18037675	SLC24A2	25769	Q21109040
4638	Q18041701	TYW1	55253	Q21135156
4643	Q18041705	MRGBP	55257	Q21120729
4645	Q18041706	THNSL2	55258	Q21174066
4651	Q18041711	PRR34	55267	Q21122586
4653	Q18041712	ECHDC2	55268	Q21132212
4655	Q18041713	PSPC1	55269	Q21133177
4663	Q18041720	FGGY	55277	Q21107334
4665	Q18041722	ZNF654	55279	Q21174396
4667	Q18041723	CWF19L1	55280	Q21115569
4669	Q18041724	TMEM140	55281	Q21135072
4677	Q18041728	RBM41	55285	Q21118950
4679	Q18041731	TMEM40	55287	Q21134645
4681	Q18041733	ACOXL	55289	Q21096344
4686	Q18041739	KLHL26	55295	Q21121521
4688	Q18041740	TBC1D19	55296	Q21123473
4704	Q18041748	SPTLC3	55304	Q21122125
4705	Q18041749	DDX19A	55308	Q21110859
4707	Q18041751	CPPED1	55313	Q21108432
4713	Q18041753	SLC29A3	55315	Q21126273
4715	Q18041755	AP5S1	55317	Q21111505
4717	Q18041757	TMA16	55319	Q21121532
4719	Q18041760	TMEM74B	55321	Q21136412
4721	Q18041763	ABCF3	55324	Q21113680
4722	Q18041768	MNS1	55329	Q21130843
4724	Q18041772	DRAM1	55332	Q21105550
4726	Q18041775	NIPSNAP3B	55335	Q21121735
4740	Q18041787	ABHD10	55347	Q21104890
4745	Q18041789	VNN3	55350	Q21136591
4747	Q18041790	STK32B	55351	Q21122151
4748	Q18041791	COPRS	55352	Q21111425
4756	Q18041801	IMPACT	55364	Q21114724
4758	Q18041802	TMEM176A	55365	Q21134006
4760	Q18041807	LRRC59	55379	Q21119337
4762	Q18041811	NCBP3	55421	Q21481341
4764	Q18041816	YOD1	55432	Q21122452
4766	Q18041822	CSGALNACT2	55454	Q21154683
4767	Q18041828	ETNK1	55500	Q21155840
4769	Q18041832	NOP10	55505	Q21123617
4775	Q18041836	BATF3	55509	Q21116839
4777	Q18041838	SAGE1	55511	Q21133966
4783	Q18041845	PIP4P2	55529	Q21136309
4785	Q18041846	SVOP	55530	Q21135750
4787	Q18041847	ELMOD1	55531	Q21114390
4789	Q18041853	RBM38	55544	Q21125048
4791	Q18041855	ZNF823	55552	Q21136710
4797	Q18041860	HAUS7	55559	Q21103331
4798	Q18041861	CDC42BPG	55561	Q21119491
4799	Q18041864	DNAH3	55567	Q21114317
4801	Q18041865	GALNT10	55568	Q21154236
4802	Q18041872	KIF27	55582	Q21119902
4803	Q18041874	UBE2Q1	55585	Q21117217
4804	Q18041876	MED29	55588	Q21118704
4810	Q18041884	DDX60	55601	Q21204347
4812	Q18041885	CDKN2AIP	55602	Q21204262
4818	Q18046790	TMEM177	80775	Q21134323
4820	Q18046792	B9D2	80776	Q21112781
4822	Q18046795	CYB5B	80777	Q21132798
4823	Q18046802	CMIP	80790	Q21111942
4825	Q18046804	CEP44	80817	Q21104876
4827	Q18046808	DDHD1	80821	Q21112156
4829	Q18046809	BHLHB9	80823	Q21115502
4831	Q18046813	APOL5	80831	Q21112689
4834	Q18046819	SH3BP5L	80851	Q21111130
4840	Q18046826	PRRT1	80863	Q21133945
4846	Q18046830	NPL	80896	Q22676834
4848	Q18046831	TMPRSS5	80975	Q21126613
4849	Q18046832	GJA9	81025	Q21113161
4850	Q18046839	SLC25A32	81034	Q21119449
4852	Q18046854	OR4F17	81099	Q21120268
4853	Q18052586	CCDC185	164127	Q21117014
4855	Q18052587	UBL4B	164153	Q21122225
4865	Q18048534	RASL10B	91608	Q21125101
4871	Q18048539	NEXN	91624	Q21134354
4873	Q18048540	TDRD12	91646	Q21125319
4875	Q18048544	ZNF765	91661	Q21130595
4881	Q18048549	SYT12	91683	Q21123933
4883	Q18048551	SMDT1	91689	Q21107276
4889	Q18048554	ACY3	91703	Q21116275
4891	Q18048555	IDI2	91734	Q21132842
4893	Q18037678	TBC1D22A	25771	Q21126502
4895	Q18037680	C22orf24	25775	Q21105722
4897	Q18037690	TMEM59L	25789	Q21136418
4899	Q18037691	CFAP45	25790	Q21100702
4901	Q18037692	NGEF	25791	Q21120117
4903	Q18037697	BRI3	25798	Q21131179
4905	Q18037698	ZNF324	25799	Q21136610
4907	Q18037704	VAX2	25806	Q21174228
4909	Q18041891	ZNF280C	55609	Q21136615
4911	Q18041896	MTMR8	55613	Q21120082
4912	Q18041898	PRR5	55615	Q21122564
4914	Q18041899	ASAP3	55616	Q21108233
4919	Q18041910	TTC27	55622	Q21123503
4921	Q18041911	THUMPD1	55623	Q21124626
4923	Q18041913	ZDHHC7	55625	Q21124775
4924	Q18041915	AMBRA1	55626	Q21097412
4925	Q18041917	ZNF407	55628	Q21136861
4927	Q18041922	TBC1D22B	55633	Q21109510
4929	Q18041923	KRBOX4	55634	Q21113571
4931	Q18041929	RAB20	55647	Q21135265
4933	Q18041932	SLC48A1	55652	Q21113418
4935	Q18050872	GCNT7	140687	Q21110331
4940	Q18050879	CBLN4	140689	Q21115619
4946	Q18050904	ABHD16B	140701	Q21104881
4947	Q18050908	CCM2L	140706	Q21111911
4949	Q18050911	BRI3BP	140707	Q21109638
4951	Q18050916	TLDC2	140711	Q21136261
4953	Q18050713	CARNMT1	138199	Q22680176
4954	Q18050715	C9orf57	138240	Q21102353
4956	Q18050719	LCN8	138307	Q21116112
4958	Q18050720	DIPK1B	138311	Q21105962
4964	Q18050724	PIP5KL1	138429	Q21126822
4966	Q18050725	TAF1L	138474	Q21125296
4968	Q18050727	PTPDC1	138639	Q21123802
4969	Q18050730	ARID3C	138715	Q21101892
4971	Q18050732	RPP25L	138716	Q21101978
4972	Q18050734	C9orf131	138724	Q21102351
4974	Q18050750	SLITRK4	139065	Q21124501
4976	Q18050751	SPANXN3	139067	Q21122116
4978	Q18050753	MAGEC3	139081	Q21107958
4980	Q18050754	BEND2	139105	Q21112833
4982	Q18050757	DCAF12L1	139170	Q21110014
4984	Q18050758	DGKK	139189	Q21130088
4986	Q18050760	DNAAF6	139212	Q21117066
4988	Q18050761	PWWP3B	139221	Q21121691
4990	Q18050762	FAM199X	139231	Q21110243
4992	Q18050765	APOOL	139322	Q21118748
4993	Q18050766	HDX	139324	Q21132253
4995	Q18050771	PTCHD1	139411	Q21123349
4997	Q18050773	MAGEB10	139422	Q21107962
4999	Q18050774	DCAF8L1	139425	Q21100996
5001	Q18050779	OTUD6A	139562	Q21122453
5003	Q18050780	UPRT	139596	Q21124976
5005	Q18050781	MAGEE2	139599	Q21107957
5007	Q18050782	MAGEB16	139604	Q21107936
5009	Q18050783	FOXR2	139628	Q21115910
5013	Q18050787	ACTRT1	139741	Q21130852
5014	Q18050790	PAGE3	139793	Q21101277
5016	Q18050791	RBMXL3	139804	Q21120542
5018	Q18050793	SPIN4	139886	Q21124557
5020	Q18050802	KRTAP13-1	140258	Q21120722
5022	Q18050804	RNF113B	140432	Q21133429
5024	Q18050810	ASB11	140456	Q21108234
5026	Q18050811	ASB5	140458	Q21111621
5028	Q18050813	ASB7	140460	Q21111629
5030	Q18050814	ASB8	140461	Q21111630
5036	Q18050819	ZNF358	140467	Q21136866
5042	Q18050833	TCEAL2	140597	Q21127363
5046	Q18050845	ACTRT2	140625	Q21131448
5047	Q18050863	BPIFA2	140683	Q21105367
5049	Q18050866	ZBTB46	140685	Q21136889
5051	Q18050868	WFDC3	140686	Q21136677
5053	Q18053536	PPP1R35	221908	Q21126003
5055	Q18053541	MMD2	221938	Q28112399
5057	Q18053542	DAGLB	221955	Q21102588
5063	Q18053544	THSD7A	221981	Q21124627
5065	Q18053546	VSTM2A	222008	Q21125759
5067	Q18053549	MTURN	222166	Q22676880
5069	Q18053550	PRR15	222171	Q21207746
5071	Q18053551	SRRM3	222183	Q21134551
5073	Q18053552	RSBN1L	222194	Q21122724
5083	Q18053556	FBXL13	222235	Q21112454
5085	Q18053557	NAPEPLD	222236	Q21122424
5091	Q18053560	BEND7	222389	Q21112828
5093	Q18053561	LNX2	222484	Q21108749
5095	Q18053563	HS3ST5	222537	Q21133352
5096	Q18053567	FAM83B	222584	Q21105958
5098	Q18053569	TSPO2	222642	Q21135130
5103	Q18053572	PXT1	222659	Q21121203
5105	Q18053574	SCUBE3	222663	Q21114946
5107	Q18053575	ZSCAN23	222696	Q21124789
5109	Q18053577	NKAPL	222698	Q21123104
5115	Q18053582	FERD3L	222894	Q21101310
5117	Q18053584	NYAP1	222950	Q21120970
5123	Q18053587	ITPRID1	223075	Q21130046
5129	Q18053589	SEMA3D	223117	Q21122059
5131	Q18053592	MS4A6E	245802	Q21119378
5133	Q18053593	VGLL2	245806	Q21125323
5135	Q18053594	CNPY4	245812	Q21108415
5137	Q18053598	DEFB107A	245910	Q21105745
5139	Q18053599	DEFB108B	245911	Q21130590
5141	Q18053601	DEFB110	245913	Q21112106
5143	Q18053602	DEFB112	245915	Q21112105
5145	Q18053603	DEFB113	245927	Q21112104
5147	Q18053604	DEFB114	245928	Q21112103
5149	Q18053605	DEFB115	245929	Q21112102
5151	Q18053606	DEFB116	245930	Q21112101
5161	Q18037728	HECTD1	25831	Q21118270
5163	Q18037729	NBPF14	25832	Q21202027
5165	Q18037732	MGAT4C	25834	Q21122975
5166	Q18037735	METTL7A	25840	Q21108038
5167	Q18037736	ABTB2	25841	Q21111156
5181	Q18037749	DCAF12	25853	Q21101028
5183	Q18037753	CATSPERZ	25858	Q21122193
5185	Q18037756	USP49	25862	Q21115904
5186	Q18037758	ABHD14A	25864	Q21104866
5187	Q18037767	DCAF13	25879	Q21101043
5189	Q18037768	TMEM186	25880	Q21134337
5191	Q18037769	CHRDL2	25884	Q21110797
5193	Q18037771	POC1A	25886	Q21134913
5195	Q18037774	PAMR1	25891	Q21122471
5196	Q18037775	TRIM58	25893	Q21124669
5198	Q18037777	EEF1AKMT3	25895	Q21108084
5199	Q18037782	CCDC28A	25901	Q21117006
5201	Q18037786	ANAPC15	25906	Q21131713
5203	Q18037789	DPCD	25911	Q21114305
5205	Q18037790	C1orf43	25912	Q21130568
5209	Q18037797	ZDHHC5	25921	Q21124765
5210	Q18037798	ATL3	25923	Q21116755
5212	Q18037802	NOL11	25926	Q21133326
5214	Q18037803	CNRIP1	25927	Q21108419
5215	Q18037809	NIPSNAP3A	25934	Q21114158
5221	Q18037815	TPGS2	25941	Q21134659
5223	Q18037818	DNAAF9	25943	Q21117371
5229	Q18037821	KBTBD2	25948	Q21107846
5231	Q18037823	SYF2	25949	Q21113923
5233	Q18037826	SEC31B	25956	Q21127145
5234	Q18037836	NUDT13	25961	Q21120166
5236	Q18037837	VIRMA	25962	Q21135908
5242	Q18037839	C2CD2	25966	Q21109984
5248	Q18037842	PARS2	25973	Q21135768
5249	Q18037844	EGFL6	25975	Q21118063
5255	Q18037849	AAR2	25980	Q21116296
5257	Q18037851	NGDN	25983	Q21132864
5259	Q18037855	ULK3	25989	Q21124696
5260	Q18037857	SNED1	25992	Q21127199
5262	Q18037860	IBTK	25998	Q21118428
5264	Q18037861	CLIP3	25999	Q21109827
5266	Q18037862	TBC1D10B	26000	Q21126500
5276	Q18037873	RPAP1	26015	Q21127108
5288	Q18037885	ATRNL1	26033	Q21105341
5294	Q18037893	UBXN7	26043	Q21111016
5296	Q18037894	LRRTM2	26045	Q21121603
5302	Q18037899	FAM169A	26049	Q21105943
5304	Q18037901	PPP1R16B	26051	Q21100622
5310	Q18038009	RTL8A	26071	Q21114459
5316	Q18038096	HERC4	26091	Q21120594
5318	Q18038110	CCDC9	26093	Q21172208
5320	Q18038111	DCAF4	26094	Q21171715
5322	Q18038114	EDRF1	26098	Q21112291
5324	Q18038115	SZRD1	26099	Q21122170
5326	Q18038117	LRIT1	26103	Q21113612
5340	Q18041940	ZNF416	55659	Q21159969
5342	Q18041944	ZNF446	55663	Q21151089
5344	Q18041945	CDC37L1	55664	Q21114024
5346	Q18041948	DENND4C	55667	Q21115756
5352	Q18041955	SLC30A6	55676	Q21136809
5354	Q18041962	MREG	55686	Q21133204
5356	Q18041964	YEATS2	55689	Q21136438
5358	Q18041973	IARS2	55699	Q21136200
5363	Q18041975	ARHGEF40	55701	Q21101985
5365	Q18041977	POLR3B	55703	Q21123405
5379	Q18041991	TSR1	55720	Q21135129
5381	Q18041992	IQCC	55721	Q21107698
5383	Q18041998	BTBD7	55727	Q21132149
5389	Q18042002	FAM222B	55731	Q21106083
5401	Q18042021	TMEM184C	55751	Q21134014
5403	Q18042023	OGDHL	55753	Q21118907
5405	Q18042024	TMEM30A	55754	Q21111659
5407	Q18042027	UGGT2	55757	Q21111588
5416	Q18042032	ZNF701	55762	Q21159958
5418	Q18042034	IFT122	55764	Q21119799
5425	Q18042044	SAYSD1	55776	Q21135649
5432	Q18053482	CES5A	221223	Q21130916
5435	Q18053486	NT5DC1	221294	Q21123149
5437	Q18053487	CALHM4	221301	Q21106048
5439	Q18053489	FAM162B	221303	Q21105933
5441	Q18053490	TBC1D32	221322	Q21110492
5443	Q18053491	BEND6	221336	Q21112819
5445	Q18053492	GSTA5	221357	Q21119028
5447	Q18053496	TDRD6	221400	Q21125311
5449	Q18053498	C6orf223	221416	Q21100680
5451	Q18053500	LRRC73	221424	Q21119322
5461	Q18053510	SMIM29	221491	Q21171818
5467	Q18053512	ZBTB9	221504	Q21118022
5469	Q18053513	ZBTB12	221527	Q21136536
5471	Q18053519	RBM24	221662	Q21125047
5473	Q18053520	RNF182	221687	Q21127068
5475	Q18053522	SMIM13	221710	Q21134500
5477	Q18053523	SYCP2L	221711	Q21134315
5479	Q18053526	PXDC1	221749	Q21121189
5481	Q18053528	ZSCAN25	221785	Q21124790
5483	Q18053530	VWDE	221806	Q21125755
5485	Q18053531	PRPS1L1	221823	Q21122561
5487	Q18053532	POLR1F	221830	Q21127105
5489	Q18050937	RIMS4	140730	Q21123365
5491	Q18050940	ANKRD60	140731	Q21105209
5493	Q18050946	MACROD2	140733	Q21113613
5499	Q18050981	ADAMTS14	140766	Q21105361
5500	Q18050989	SMCR8	140775	Q21135644
5503	Q18050996	ROMO1	140823	Q21174002
5505	Q18051000	WFDC10A	140832	Q21136687
5511	Q18051007	NANP	140838	Q22676629
5513	Q18051017	SCP2D1	140856	Q21135438
5515	Q18051019	ISM1	140862	Q21114748
5517	Q18051022	WFDC6	140870	Q21136686
5519	Q18051025	C20orf173	140873	Q21117381
5521	Q18051027	RIPOR3	140876	Q21105983
5523	Q18051038	RBBP8NL	140893	Q21125023
5525	Q18051039	CNBD2	140894	Q21105685
5527	Q18051049	DCANP1	140947	Q21108527
5529	Q18051055	ASB15	142685	Q21111623
5531	Q18051056	ASB14	142686	Q21108222
5533	Q18051057	ASB12	142689	Q21108237
5535	Q18051058	ACSM6	142827	Q21130678
5536	Q18051059	SAMD8	142891	Q21125148
5538	Q18051060	LIPJ	142910	Q21120785
5540	Q18051062	TRUB1	142940	Q21125497
5542	Q18051063	MPP7	143098	Q21120053
5552	Q18051069	FGFBP3	143282	Q21118144
5554	Q18051072	C10orf82	143379	Q21110671
5556	Q18051075	LDLRAD3	143458	Q21122326
5558	Q18051078	C11orf40	143501	Q21110673
5560	Q18051083	XRRA1	143570	Q21135929
5562	Q18051084	UBQLNL	143630	Q21136467
5564	Q18051085	MUC15	143662	Q21123581
5566	Q18051086	C11orf94	143678	Q21110605
5574	Q18051092	KBTBD3	143879	Q21107849
5576	Q18051093	CWF19L2	143884	Q21115566
5578	Q18051094	POGLUT3	143888	Q21119226
5580	Q18051096	TTC36	143941	Q21123492
5582	Q18051097	SPINDOC	144097	Q21110698
5584	Q18051100	SPTY2D1	144108	Q21135672
5586	Q18051101	TMEM86A	144110	Q21136307
5588	Q18051105	DNHD1	144132	Q21117964
5594	Q18042049	RIOK2	55781	Q21125078
5599	Q18042052	FGD6	55785	Q21106103
5601	Q18042053	ZNF415	55786	Q21201313
5603	Q18042054	TXLNG	55787	Q21207927
5605	Q18042060	DDX28	55794	Q21115736
5607	Q18042068	LRP2BP	55805	Q21122338
5613	Q18042081	RNF130	55819	Q21118939
5617	Q18042086	DCAF6	55827	Q21101024
5619	Q18042088	GLT8D1	55830	Q21101619
5620	Q18042089	EMC3	55831	Q21132224
5622	Q18042098	WWC3	55841	Q21136694
5624	Q18042099	ARHGAP15	55843	Q21135344
5630	Q18042103	CISD1	55847	Q21114200
5632	Q18042104	PLGRKT	55848	Q21105875
5638	Q18042109	ZC3H15	55854	Q21110877
5640	Q18042134	WSB2	55884	Q21136693
5646	Q18042138	GOLGA6B	55889	Q21103217
5648	Q18042140	LENEP	55891	Q21120773
5654	Q18042146	ZNF302	55900	Q21173456
5656	Q18042156	APOBR	55911	Q21130861
5657	Q18042158	NXT2	55916	Q21114150
5659	Q18042162	INKA2	55924	Q21201534
5661	Q18042164	MYO5C	55930	Q21121708
5663	Q18042168	ZMAT5	55954	Q21136632
5669	Q18042172	KLHL9	55958	Q21121543
5671	Q18042182	AJAP1	55966	Q21105113
5672	Q18042192	RAB5IF	55969	Q21117386
5674	Q18042196	SLC25A40	55972	Q21121334
5676	Q18053388	MRPL21	219927	Q21134219
5677	Q18053390	SPATA19	219938	Q21135675
5679	Q18053394	OR9Q2	219957	Q21124159
5680	Q18053399	OR5B21	219968	Q21124099
5681	Q18053401	MPEG1	219972	Q21119488
5683	Q18053406	PATL1	219988	Q21130406
5685	Q18053407	OOSP2	219990	Q21133333
5687	Q18053408	MS4A15	219995	Q21117874
5695	Q18053411	PPP1R32	220004	Q21124318
5697	Q18053412	GDPD4	220032	Q21103120
5699	Q18053414	DDIAS	220042	Q21112154
5701	Q18053415	CCDC83	220047	Q21113958
5703	Q18053416	LTO1	220064	Q21124228
5705	Q18053419	ERICH6B	220081	Q21105918
5711	Q18053421	DLEU7	220107	Q21114898
5713	Q18053422	FAM124A	220108	Q21116387
5715	Q18053425	SKA1	220134	Q21111723
5717	Q18053428	GTSCR1	220158	Q21106279
5719	Q18053430	ATOH7	220202	Q21106547
5721	Q18053433	OAF	220323	Q21121005
5723	Q18053434	TIGD3	220359	Q21122852
5725	Q18053435	FAM181B	220382	Q21110213
5727	Q18053436	CCDC89	220388	Q21113961
5729	Q18053437	LRRC63	220416	Q21119320
5731	Q18053440	RNF152	220441	Q21135207
5739	Q18053454	MARCHF8	220972	Q21108001
5741	Q18053456	ZNF22-AS1	220979	Q21110632
5743	Q18053459	ZNF485	220992	Q21136644
5749	Q18053464	UCMA	221044	Q21135884
5751	Q18053465	RPP38-DT	221060	Q21110661
5753	Q18053466	FAM171A1	221061	Q21110237
5755	Q18053469	NSUN6	221078	Q21123162
5756	Q18053470	ARL5B	221079	Q21097453
5758	Q18053471	LRRN4CL	221091	Q21113608
5760	Q18053472	HNRNPUL2	221092	Q21119112
5762	Q18053474	EEF1AKMT1	221143	Q21123022
5763	Q18053475	SKA3	221150	Q21135617
5776	Q18040331	TRMT112	51504	Q21131660
5778	Q18040361	TMEM14C	51522	Q21133256
5786	Q18040382	ZNF581	51545	Q21132761
5806	Q18040403	GDE1	51573	Q21133120
5812	Q18040412	PCF11	51585	Q21121077
5818	Q18040430	CUTA	51596	Q21100994
5820	Q18040440	LIPT1	51601	Q21120788
5822	Q18040453	TRMT6	51605	Q21122876
5824	Q18040459	UBE2D4	51619	Q21131939
5829	Q18040462	DYNC2LI1	51626	Q21110019
5831	Q18040468	RBMX2	51634	Q21108310
5835	Q18040475	YPEL5	51646	Q21136502
5837	Q18040476	CIAO2B	51647	Q21117232
5839	Q18040477	MRPS23	51649	Q21125118
5840	Q18040480	PTRH2	51651	Q21116437
5842	Q18040488	MPC1	51660	Q21173777
5844	Q18040493	ASB4	51666	Q21111644
5846	Q18040495	HSPB11	51668	Q21111074
5848	Q18040507	OAZ3	51686	Q21173536
5850	Q18040512	TRAPPC2L	51693	Q21117139
5852	Q18040513	HECA	51696	Q21113383
5855	Q18040548	RTEL1	51750	Q21202226
5857	Q18040555	SYT17	51760	Q21112559
5859	Q18040560	ATP8A2	51761	Q21115361
5864	Q18040598	GALNT7	51809	Q21110314
5865	Q18040603	CPXCR1	53336	Q21113059
5867	Q18040608	IL17D	53342	Q21120646
5868	Q18040610	CHIC1	53344	Q21100742
5870	Q18040644	STX18	53407	Q21126304
5874	Q18040673	RIPPLY3	53820	Q21110045
5876	Q18038120	TANC2	26115	Q21121442
5878	Q18038126	FGFR1OP2	26127	Q21245838
5880	Q18038133	IRF2BP1	26145	Q21103394
5882	Q18038134	TRAF3IP1	26146	Q21112193
5888	Q18038137	C10orf12	26148	Q21204187
5890	Q18038138	ZNF658	26149	Q21174381
5892	Q18038139	RIBC2	26150	Q21121225
5894	Q18038142	KIF26A	26153	Q21119925
5895	Q18038145	GIMAP2	26157	Q21118219
5901	Q18038147	MTG2	26164	Q21130956
5903	Q18038149	SPATA31A7	26165	Q21121280
5909	Q18053609	DEFB121	245934	Q21112109
5911	Q18053611	DEFB123	245936	Q21112116
5913	Q18053612	DEFB124	245937	Q21112118
5915	Q18053613	DEFB125	245938	Q21112115
5917	Q18053614	DEFB128	245939	Q21112113
5919	Q18053615	DEFB130A	245940	Q21978995
5921	Q18053627	GAS2L2	246176	Q21107539
5931	Q18053659	SPESP1	246777	Q21134830
5937	Q18042206	NXF3	56000	Q21133491
5943	Q18042209	SMG9	56006	Q21118562
5945	Q18042213	UBFD1	56061	Q21135158
5947	Q18042214	KLHL4	56062	Q21174261
5949	Q18042215	TMEM234	56063	Q21132188
5951	Q18042216	PCDHGC5	56097	Q21121112
5953	Q18042217	PCDHGC4	56098	Q21121113
5955	Q18042220	PCDHGB6	56100	Q21133494
5957	Q18042221	PCDHGB5	56101	Q21121116
5963	Q18042225	PCDHGB2	56103	Q21121118
5965	Q18042228	PCDHGB1	56104	Q21121119
5967	Q18042236	PCDHGA10	56106	Q21133495
5969	Q18042238	PCDHGA9	56107	Q21121120
5971	Q18042241	PCDHGA7	56108	Q21121122
5973	Q18042244	PCDHGA6	56109	Q21121123
5975	Q18042248	PCDHGA5	56110	Q21121124
5977	Q18042250	PCDHGA4	56111	Q21121125
5979	Q18042254	PCDHGA1	56114	Q21174048
5984	Q18051111	BCDIN3D	144233	Q21106721
5985	Q18051114	GLIPR1L2	144321	Q21106246
5987	Q18051118	RFLNA	144347	Q22679537
5989	Q18051139	ETFRF1	144363	Q21132712
5995	Q18051159	CFAP251	144406	Q21124734
5997	Q18051165	GLT1D1	144423	Q21101624
5998	Q18052588	WFDC13	164237	Q21136679
6000	Q18052589	APCDD1L	164284	Q21105230
6002	Q18052590	LRRN4	164312	Q21118504
6004	Q18052592	TTLL9	164395	Q21135834
6006	Q18052594	CABP7	164633	Q21116936
6008	Q18052597	WBP2NL	164684	Q21122954
6014	Q18052600	LONRF2	164832	Q21108887
6016	Q18052605	TEX44	165100	Q21110578
6018	Q18052608	TOGARAM2	165186	Q21110247
6019	Q18052609	FAM171B	165215	Q21110242
6021	Q18052610	C1QL2	165257	Q21116915
6023	Q18052612	UBXN2A	165324	Q21136456
6029	Q18052615	PARP15	165631	Q21125771
6031	Q18052616	SPTSSB	165679	Q21122120
6033	Q18052617	DNAJB8	165721	Q21117960
6035	Q18052634	XIRP1	165904	Q21114534
6037	Q18052644	RNF168	165918	Q21127053
6039	Q18052670	KBTBD12	166348	Q21107844
6041	Q18052700	DCLK2	166614	Q21113191
6042	Q18052719	TRIM60	166655	Q21134424
6044	Q18052730	FREM3	166752	Q21107473
6050	Q18052758	TIGD2	166815	Q21122850
6052	Q18052767	RASSF6	166824	Q21120515
6054	Q18052773	RBM46	166863	Q21125043
6060	Q18052789	MIER3	166968	Q21133198
6062	Q18052800	CDC20B	166979	Q21112994
6064	Q18052807	UGT3A2	167127	Q21123558
6065	Q18052822	NIM1K	167359	Q21119581
6066	Q18052823	LIX1	167410	Q21120801
6068	Q18052825	FAM151B	167555	Q21112397
6070	Q18052827	PRSS35	167681	Q21122575
6071	Q18052830	OLIG3	167826	Q21132876
6074	Q18052833	C6orf118	168090	Q21100664
6076	Q18052835	ZNF92	168374	Q21202307
6078	Q18052836	GALNTL5	168391	Q21114619
6079	Q18052839	RNF133	168433	Q21127087
6081	Q18052841	THAP5	168451	Q21124615
6083	Q18052842	CCDC71L	168455	Q21117053
6085	Q18052845	GIMAP7	168537	Q21118211
6087	Q18052846	ZNF467	168544	Q21134855
6093	Q18052854	CNBD1	168975	Q21105676
6098	Q18053678	STXBP4	252983	Q21124575
6101	Q18053682	TECRL	253017	Q21174062
6103	Q18053686	PRR14L	253143	Q21122534
6105	Q18053687	EPHX4	253152	Q21131502
6107	Q18053689	CDY1B	253175	Q21117175
6108	Q18053690	SERHL2	253190	Q21127178
6110	Q18053695	IPMK	253430	Q21173492
6116	Q18053697	SLC25A30	253512	Q21108810
6118	Q18053699	CADM2	253559	Q21173386
6120	Q18053700	TMEM244	253582	Q21136295
6122	Q18053703	ANKRD18A	253650	Q21131041
6128	Q18053708	WDR27	253769	Q21110453
6136	Q18053714	ANGPTL5	253935	Q21097297
6137	Q18053718	SFTA3	253970	Q21121394
6139	Q18053720	ASPHD1	253982	Q21109492
6143	Q18053723	METAP1D	254042	Q21119975
6152	Q18053729	EHBP1L1	254102	Q21110128
6154	Q18053730	SNX32	254122	Q21125236
6160	Q18053733	FBXO33	254170	Q21101349
6162	Q18053734	TTLL10	254173	Q21114112
