	title	page_length	last_touched	lastrevid	geneID	proteinID	wikilink	counts
0	FAM234A	19	2021-09-27T20:11:03Z	848630202	83986	Q21437672	https://en.wikipedia.org/wiki/FAM234A	1
1	Granulysin	35	2022-02-14T06:10:27Z	902999968	10578	Q5596842	https://en.wikipedia.org/wiki/Granulysin	1
2	AMICA1	35	2022-01-16T13:26:16Z	805503068	120425	Q21108774	https://en.wikipedia.org/wiki/AMICA1	1
3	CYP46A1	40	2021-12-31T19:33:44Z	935776696	10858	Q22676602	https://en.wikipedia.org/wiki/CYP46A1	1
4	GZMA	42	2022-01-27T22:13:28Z	958442512	3001	Q22680275	https://en.wikipedia.org/wiki/GZMA	1
5	LL37	43	2021-12-31T19:33:57Z	897661952	820	Q1798192	https://en.wikipedia.org/wiki/LL37	1
6	HAMP	45	2022-03-09T19:49:17Z	861465670	57817	Q419983	https://en.wikipedia.org/wiki/HAMP	1
7	MPST	50	2021-08-20T17:46:18Z	809414694	4357	Q22679696	https://en.wikipedia.org/wiki/MPST	1
8	TUBB3	51	2022-01-16T13:26:13Z	811006093	10381	Q21135787	https://en.wikipedia.org/wiki/TUBB3	1
9	TUBB3	51	2022-01-16T13:26:13Z	811006093	10381	Q21151823	https://en.wikipedia.org/wiki/TUBB3	1
10	GHRL	54	2022-03-13T17:17:06Z	952851841	51738	Q422269	https://en.wikipedia.org/wiki/GHRL	1
11	GHRL	54	2022-03-13T17:17:06Z	952851841	51738	Q66216544	https://en.wikipedia.org/wiki/GHRL	1
12	GHRL	54	2022-03-13T17:17:06Z	952851841	51738	Q66218716	https://en.wikipedia.org/wiki/GHRL	1
13	GHRL	54	2022-03-13T17:17:06Z	952851841	51738	Q905680	https://en.wikipedia.org/wiki/GHRL	1
14	NUDT1	59	2022-01-16T13:26:13Z	841483714	4521	Q21115125	https://en.wikipedia.org/wiki/NUDT1	1
15	RETSAT	65	2022-01-27T00:26:44Z	978081126	54884	Q21141569	https://en.wikipedia.org/wiki/RETSAT	1
16	RETSAT	65	2022-01-27T00:26:44Z	978081126	54884	Q22676580	https://en.wikipedia.org/wiki/RETSAT	1
17	DPYD	70	2022-01-16T13:26:13Z	942597259	1806	Q21118006	https://en.wikipedia.org/wiki/DPYD	1
18	CCDC166	72	2022-03-02T14:01:06Z	887103364	100130274	Q21116978	https://en.wikipedia.org/wiki/CCDC166	1
19	NRARP	77	2022-01-27T01:14:35Z	1038532010	441478	Q21121739	https://en.wikipedia.org/wiki/NRARP	1
20	NFATC2IP	96	2021-12-17T22:13:32Z	1038445101	84901	Q21124066	https://en.wikipedia.org/wiki/NFATC2IP	1
21	PNPO	101	2022-02-26T17:53:18Z	1074149607	55163	Q21123307	https://en.wikipedia.org/wiki/PNPO	1
22	PNPO	101	2022-02-26T17:53:18Z	1074149607	55163	Q21139740	https://en.wikipedia.org/wiki/PNPO	1
23	MED20	257	2022-03-02T16:25:26Z	1062337417	9477	Q21118702	https://en.wikipedia.org/wiki/MED20	1
24	TRIM52	285	2022-03-20T01:08:17Z	998764268	84851	Q21124670	https://en.wikipedia.org/wiki/TRIM52	1
25	TRIM52	285	2022-03-20T01:08:17Z	998764268	84851	Q21137256	https://en.wikipedia.org/wiki/TRIM52	1
26	ZNF3	325	2022-03-11T23:04:04Z	1006480028	7551	Q21108976	https://en.wikipedia.org/wiki/ZNF3	1
27	ZNF3	325	2022-03-11T23:04:04Z	1006480028	7551	Q21141071	https://en.wikipedia.org/wiki/ZNF3	1
28	ZNF3	325	2022-03-11T23:04:04Z	1006480028	7551	Q21173345	https://en.wikipedia.org/wiki/ZNF3	1
29	KRT24	336	2022-03-13T19:52:18Z	848996641	192666	Q21113489	https://en.wikipedia.org/wiki/KRT24	1
30	KRT39	336	2022-03-13T19:52:18Z	848999287	390792	Q21118529	https://en.wikipedia.org/wiki/KRT39	1
31	KRT72	337	2022-03-13T19:52:18Z	848997247	140807	Q21118523	https://en.wikipedia.org/wiki/KRT72	1
32	SNTG2	337	2022-03-13T19:52:18Z	849011537	54221	Q21127248	https://en.wikipedia.org/wiki/SNTG2	1
33	Mannosyltransferase	339	2022-02-21T21:04:53Z	917518881	80235	Q16866853	https://en.wikipedia.org/wiki/Mannosyltransferase	1
34	KRT35	339	2022-03-13T19:52:18Z	848999917	3886	Q21113576	https://en.wikipedia.org/wiki/KRT35	1
35	KRT38	341	2022-03-13T19:52:18Z	848999915	8687	Q21115075	https://en.wikipedia.org/wiki/KRT38	1
36	KRT27	342	2022-03-13T19:52:18Z	1072676057	342574	Q21118538	https://en.wikipedia.org/wiki/KRT27	1
37	KRT25	342	2022-03-13T19:52:18Z	848996691	147183	Q21113497	https://en.wikipedia.org/wiki/KRT25	1
38	KRT28	342	2022-03-13T19:52:18Z	848997292	162605	Q21118537	https://en.wikipedia.org/wiki/KRT28	1
39	PDE9	343	2022-02-21T23:13:04Z	1014902176	5152	Q5864342	https://en.wikipedia.org/wiki/PDE9	1
40	HEMK1	349	2022-03-11T23:44:45Z	798187941	51409	Q21131277	https://en.wikipedia.org/wiki/HEMK1	1
41	Kiaa1024	352	2022-03-11T23:51:55Z	798529622	23251	Q21204281	https://en.wikipedia.org/wiki/Kiaa1024	1
42	Kiaa1755	352	2022-03-11T23:55:09Z	846465186	85449	Q21118463	https://en.wikipedia.org/wiki/Kiaa1755	1
43	GAGE2A	356	2022-03-11T23:56:05Z	998536387	729447	Q21133113	https://en.wikipedia.org/wiki/GAGE2A	1
44	COQ3	358	2022-03-11T23:33:54Z	1029371774	51805	Q21111984	https://en.wikipedia.org/wiki/COQ3	1
45	PRR9	359	2022-03-11T23:47:58Z	1003877350	574414	Q21122567	https://en.wikipedia.org/wiki/PRR9	1
46	GAGE12F	362	2022-03-11T23:53:11Z	1005550904	100008586	Q21132828	https://en.wikipedia.org/wiki/GAGE12F	1
47	GAGE12F	362	2022-03-11T23:53:11Z	1005550904	100008586	Q21132829	https://en.wikipedia.org/wiki/GAGE12F	1
48	GAGE12F	362	2022-03-11T23:53:11Z	1005550904	100008586	Q21132831	https://en.wikipedia.org/wiki/GAGE12F	1
49	GAGE12F	362	2022-03-11T23:53:11Z	1005550904	100008586	Q21133106	https://en.wikipedia.org/wiki/GAGE12F	1
50	CREBRF	363	2022-03-11T23:48:51Z	837031052	153222	Q21131494	https://en.wikipedia.org/wiki/CREBRF	1
51	CTRB2	372	2022-03-11T23:55:12Z	846471612	440387	Q21173235	https://en.wikipedia.org/wiki/CTRB2	1
52	PAGE2B	374	2022-03-11T23:54:35Z	1037372703	389860	Q21101593	https://en.wikipedia.org/wiki/PAGE2B	1
53	CT55	377	2022-03-11T23:54:49Z	1040809627	54967	Q21132965	https://en.wikipedia.org/wiki/CT55	1
54	SPANXN5	377	2022-03-11T23:52:02Z	1044597497	494197	Q21122114	https://en.wikipedia.org/wiki/SPANXN5	1
55	HID1	377	2022-03-11T23:51:28Z	798188347	283987	Q21100993	https://en.wikipedia.org/wiki/HID1	1
56	HID1	377	2022-03-11T23:51:28Z	798188347	283987	Q21140253	https://en.wikipedia.org/wiki/HID1	1
57	LMTK3	378	2022-03-11T23:44:49Z	798575270	114783	Q21121585	https://en.wikipedia.org/wiki/LMTK3	1
58	ZNF830	379	2022-03-11T23:51:01Z	1050126584	91603	Q21130695	https://en.wikipedia.org/wiki/ZNF830	1
59	ZNF843	380	2022-03-11T23:51:01Z	1050603008	283933	Q21131243	https://en.wikipedia.org/wiki/ZNF843	1
60	GOLGA8B	381	2022-03-11T23:51:31Z	912193636	440270	Q21103221	https://en.wikipedia.org/wiki/GOLGA8B	1
61	CBWD2	381	2022-03-11T23:54:18Z	824870367	150472	Q21102239	https://en.wikipedia.org/wiki/CBWD2	1
62	TMEM72	381	2022-03-11T23:49:00Z	1037345670	643236	Q21134605	https://en.wikipedia.org/wiki/TMEM72	1
63	ANKRD31	381	2022-03-11T23:47:21Z	797878118	256006	Q21105193	https://en.wikipedia.org/wiki/ANKRD31	1
64	ZNF497	382	2022-03-11T23:53:38Z	1001817529	162968	Q21136638	https://en.wikipedia.org/wiki/ZNF497	1
65	Secretogranin-1	382	2022-03-12T00:02:03Z	928203790	1114	Q21139551	https://en.wikipedia.org/wiki/Secretogranin-1	1
66	Secretogranin-1	382	2022-03-12T00:02:03Z	928203790	1114	Q63398	https://en.wikipedia.org/wiki/Secretogranin-1	1
67	ANKRD33	382	2022-03-11T23:55:12Z	1037346480	341405	Q21130501	https://en.wikipedia.org/wiki/ANKRD33	1
68	ANKRD33	382	2022-03-11T23:55:12Z	1037346480	341405	Q21151875	https://en.wikipedia.org/wiki/ANKRD33	1
69	TMEM196	383	2022-03-11T23:47:14Z	812718325	256130	Q21134324	https://en.wikipedia.org/wiki/TMEM196	1
70	TMEM160	383	2022-03-11T23:48:27Z	800744884	54958	Q21134345	https://en.wikipedia.org/wiki/TMEM160	1
71	METTL24	385	2022-03-11T23:56:06Z	851344005	728464	Q21119429	https://en.wikipedia.org/wiki/METTL24	1
72	MYEF2	385	2022-03-16T10:26:40Z	798862254	50804	Q21133479	https://en.wikipedia.org/wiki/MYEF2	1
73	MEGF6	386	2022-03-11T23:56:43Z	1003700820	1953	Q21132120	https://en.wikipedia.org/wiki/MEGF6	1
74	IGFLR1	386	2022-03-11T23:53:13Z	817511793	79713	Q21132846	https://en.wikipedia.org/wiki/IGFLR1	1
75	IGFLR1	386	2022-03-11T23:53:13Z	817511793	79713	Q21140133	https://en.wikipedia.org/wiki/IGFLR1	1
76	KRBA2	386	2022-03-11T23:55:45Z	1069043197	124751	Q21113573	https://en.wikipedia.org/wiki/KRBA2	1
77	TMC3	387	2022-03-11T23:49:25Z	800744625	342125	Q21127415	https://en.wikipedia.org/wiki/TMC3	1
78	KAAG1	387	2022-03-11T23:49:13Z	798480600	353219	Q21118566	https://en.wikipedia.org/wiki/KAAG1	1
79	TCTEX1D4	387	2022-03-11T23:54:58Z	1049195060	343521	Q21124316	https://en.wikipedia.org/wiki/TCTEX1D4	1
80	LINC01420	388	2022-03-11T23:46:42Z	1044596893	550643	Q30015889	https://en.wikipedia.org/wiki/LINC01420	1
81	ASTL	389	2022-03-11T23:41:32Z	936198349	431705	Q21132116	https://en.wikipedia.org/wiki/ASTL	1
82	RASA4B	391	2022-03-11T23:48:55Z	1055701534	100271927	Q21121205	https://en.wikipedia.org/wiki/RASA4B	1
83	MAB21L3	391	2022-03-12T00:03:34Z	1003864225	126868	Q21113252	https://en.wikipedia.org/wiki/MAB21L3	1
84	LYPD8	392	2022-03-11T23:47:34Z	1003707279	646627	Q21118668	https://en.wikipedia.org/wiki/LYPD8	1
85	CEACAM4	394	2022-03-13T19:49:45Z	848995580	1089	Q21132934	https://en.wikipedia.org/wiki/CEACAM4	1
86	SOGA3	395	2022-03-11T23:34:59Z	808203247	387104	Q21136139	https://en.wikipedia.org/wiki/SOGA3	1
87	SOGA3	395	2022-03-11T23:34:59Z	808203247	387104	Q21142890	https://en.wikipedia.org/wiki/SOGA3	1
88	CEACAM21	395	2022-03-13T19:49:45Z	848996010	90273	Q21132940	https://en.wikipedia.org/wiki/CEACAM21	1
89	CEACAM19	396	2022-03-13T19:49:45Z	848995909	56971	Q21132942	https://en.wikipedia.org/wiki/CEACAM19	1
90	CEACAM19	396	2022-03-13T19:49:45Z	848995909	56971	Q21141304	https://en.wikipedia.org/wiki/CEACAM19	1
91	CEACAM20	397	2022-03-13T19:49:45Z	848995956	125931	Q21132941	https://en.wikipedia.org/wiki/CEACAM20	1
92	CEACAM20	397	2022-03-13T19:49:45Z	848995956	125931	Q21139140	https://en.wikipedia.org/wiki/CEACAM20	1
93	RAB44	397	2022-03-11T23:47:43Z	1049830602	401258	Q21126896	https://en.wikipedia.org/wiki/RAB44	1
94	CEACAM16	398	2022-03-13T19:49:45Z	848995805	388551	Q21132939	https://en.wikipedia.org/wiki/CEACAM16	1
95	LRRC25	399	2022-03-11T23:55:54Z	1076321147	126364	Q21122328	https://en.wikipedia.org/wiki/LRRC25	1
96	HSF5	399	2022-03-11T23:57:07Z	880442923	124535	Q21116005	https://en.wikipedia.org/wiki/HSF5	1
97	NUDT17	400	2022-03-11T23:51:48Z	1003700013	200035	Q21120150	https://en.wikipedia.org/wiki/NUDT17	1
98	KRT77	400	2022-03-13T19:52:18Z	959326709	374454	Q21118540	https://en.wikipedia.org/wiki/KRT77	1
99	KRT77	400	2022-03-13T19:52:18Z	959326709	374454	Q21132264	https://en.wikipedia.org/wiki/KRT77	1
100	TRMT13	400	2022-03-11T23:55:03Z	1003857687	54482	Q21122243	https://en.wikipedia.org/wiki/TRMT13	1
101	TMPRSS11F	401	2022-03-11T23:54:50Z	1074842301	389208	Q21126593	https://en.wikipedia.org/wiki/TMPRSS11F	1
102	SAPCD1	402	2022-03-11T23:55:52Z	877907525	401251	Q21125135	https://en.wikipedia.org/wiki/SAPCD1	1
103	C9orf16	404	2022-03-11T23:34:57Z	808202746	79095	Q21117136	https://en.wikipedia.org/wiki/C9orf16	1
104	FAM122C	405	2022-03-11T23:44:31Z	798127640	159091	Q21106063	https://en.wikipedia.org/wiki/FAM122C	1
105	C11orf87	407	2022-03-11T23:56:27Z	927041123	399947	Q21110636	https://en.wikipedia.org/wiki/C11orf87	1
106	TMCO2	410	2022-03-11T23:49:59Z	1049195082	127391	Q21125341	https://en.wikipedia.org/wiki/TMCO2	1
107	ZNF383	411	2022-03-11T23:46:23Z	1001779377	163087	Q21174452	https://en.wikipedia.org/wiki/ZNF383	1
108	FBXO38	411	2022-03-12T00:00:49Z	914202420	81545	Q21101346	https://en.wikipedia.org/wiki/FBXO38	1
109	TMEM215	412	2022-03-11T23:46:27Z	800744928	401498	Q21136298	https://en.wikipedia.org/wiki/TMEM215	1
110	ARL13A	412	2022-03-11T23:50:13Z	797879791	392509	Q21106481	https://en.wikipedia.org/wiki/ARL13A	1
111	ARL13A	412	2022-03-11T23:50:13Z	797879791	392509	Q21140374	https://en.wikipedia.org/wiki/ARL13A	1
112	CATSPERE	417	2022-03-11T23:54:58Z	1049195144	257044	Q21105513	https://en.wikipedia.org/wiki/CATSPERE	1
113	FAM104B	420	2022-03-11T23:51:34Z	1044477328	90736	Q21114429	https://en.wikipedia.org/wiki/FAM104B	1
114	PPP1R3G	421	2022-03-11T23:52:55Z	816314766	648791	Q21124939	https://en.wikipedia.org/wiki/PPP1R3G	1
115	VSIG8	422	2022-03-11T23:56:52Z	1003894535	391123	Q21135912	https://en.wikipedia.org/wiki/VSIG8	1
116	FAM106A	423	2022-03-11T23:53:42Z	822894534	80039	Q21114424	https://en.wikipedia.org/wiki/FAM106A	1
117	MAP3K19	424	2022-03-11T23:53:40Z	1023652671	80122	Q21130456	https://en.wikipedia.org/wiki/MAP3K19	1
118	C10orf99	426	2022-03-11T23:37:26Z	821779291	387695	Q21110643	https://en.wikipedia.org/wiki/C10orf99	1
119	LDOC1L	428	2022-03-11T23:50:19Z	798570393	84247	Q21119290	https://en.wikipedia.org/wiki/LDOC1L	1
120	TTPAL	428	2022-03-11T23:35:42Z	1022822426	79183	Q21135841	https://en.wikipedia.org/wiki/TTPAL	1
121	DNAJA4	430	2022-03-11T23:51:24Z	798055150	55466	Q21117961	https://en.wikipedia.org/wiki/DNAJA4	1
122	RSAD1	430	2022-03-12T00:04:02Z	957663772	55316	Q21122729	https://en.wikipedia.org/wiki/RSAD1	1
123	RSAD1	430	2022-03-12T00:04:02Z	957663772	55316	Q21141602	https://en.wikipedia.org/wiki/RSAD1	1
124	TANGO6	432	2022-03-11T23:39:25Z	800742037	79613	Q21124653	https://en.wikipedia.org/wiki/TANGO6	1
125	GREB1L	434	2022-03-11T23:44:54Z	798155833	80000	Q21118221	https://en.wikipedia.org/wiki/GREB1L	1
126	RTKN2	434	2022-03-11T23:33:13Z	1071716365	219790	Q21135406	https://en.wikipedia.org/wiki/RTKN2	1
127	JAKMIP3	436	2022-03-11T23:51:31Z	798341511	282973	Q21113452	https://en.wikipedia.org/wiki/JAKMIP3	1
128	EHD4	438	2022-03-11T23:07:38Z	997881434	30844	Q21110137	https://en.wikipedia.org/wiki/EHD4	1
129	PRR35	442	2022-03-11T23:39:33Z	799437293	146325	Q21122560	https://en.wikipedia.org/wiki/PRR35	1
130	PEX11G	449	2022-03-11T23:18:57Z	849018636	92960	Q21121194	https://en.wikipedia.org/wiki/PEX11G	1
131	CAPN8	449	2022-03-11T23:33:16Z	1003708709	388743	Q21112902	https://en.wikipedia.org/wiki/CAPN8	1
132	CAPN8	449	2022-03-11T23:33:16Z	1003708709	388743	Q21137252	https://en.wikipedia.org/wiki/CAPN8	1
133	NKG7	450	2022-03-11T23:46:33Z	799069434	4818	Q21105337	https://en.wikipedia.org/wiki/NKG7	1
134	NKG7	450	2022-03-11T23:46:33Z	799069434	4818	Q21150976	https://en.wikipedia.org/wiki/NKG7	1
135	PVRIG	450	2022-03-11T23:46:46Z	799439181	79037	Q21121190	https://en.wikipedia.org/wiki/PVRIG	1
136	KRT84	451	2022-03-13T19:52:18Z	849000308	3890	Q21133263	https://en.wikipedia.org/wiki/KRT84	1
137	PWWP2A	452	2022-03-11T23:49:02Z	985607916	114825	Q21115984	https://en.wikipedia.org/wiki/PWWP2A	1
138	TMEM51	452	2022-03-11T23:32:42Z	1003704685	55092	Q21120493	https://en.wikipedia.org/wiki/TMEM51	1
139	TMEM51	452	2022-03-11T23:32:42Z	1003704685	55092	Q21133424	https://en.wikipedia.org/wiki/TMEM51	1
140	LAMTOR4	453	2022-03-11T23:53:56Z	822962248	389541	Q21122342	https://en.wikipedia.org/wiki/LAMTOR4	1
141	LAMTOR4	453	2022-03-11T23:53:56Z	822962248	389541	Q21151908	https://en.wikipedia.org/wiki/LAMTOR4	1
142	FOLR3	454	2022-03-11T23:39:11Z	1076322179	2352	Q16911993	https://en.wikipedia.org/wiki/FOLR3	1
143	NAA35	455	2022-03-11T23:35:41Z	808236776	60560	Q21123011	https://en.wikipedia.org/wiki/NAA35	1
144	DPF1	457	2022-03-11T23:46:12Z	1076320887	8193	Q21114297	https://en.wikipedia.org/wiki/DPF1	1
145	DPF1	457	2022-03-11T23:46:12Z	1076320887	8193	Q21139649	https://en.wikipedia.org/wiki/DPF1	1
146	DPF1	457	2022-03-11T23:46:12Z	1076320887	8193	Q21145589	https://en.wikipedia.org/wiki/DPF1	1
147	AADACL3	462	2022-03-11T23:32:42Z	1029063549	126767	Q4649847	https://en.wikipedia.org/wiki/AADACL3	1
148	SIX6OS1	462	2022-03-11T23:49:15Z	821780466	317761	Q21140484	https://en.wikipedia.org/wiki/SIX6OS1	1
149	SIX6OS1	462	2022-03-11T23:49:15Z	821780466	317761	Q21483711	https://en.wikipedia.org/wiki/SIX6OS1	1
150	WNT8A	469	2022-03-11T23:45:05Z	1022830588	7478	Q21135926	https://en.wikipedia.org/wiki/WNT8A	1
151	GFRAL	469	2022-03-11T23:52:32Z	929695814	389400	Q21101594	https://en.wikipedia.org/wiki/GFRAL	1
152	VPS35L	469	2022-03-11T23:46:43Z	944581468	57020	Q21112008	https://en.wikipedia.org/wiki/VPS35L	1
153	FRMPD3	471	2022-03-11T23:40:15Z	798129984	84443	Q21107492	https://en.wikipedia.org/wiki/FRMPD3	1
154	ZFR	474	2022-03-11T23:35:20Z	1001706157	51663	Q21207993	https://en.wikipedia.org/wiki/ZFR	1
155	ZNF207	477	2022-03-11T23:33:09Z	1001805302	7756	Q21136839	https://en.wikipedia.org/wiki/ZNF207	1
156	ZNF207	477	2022-03-11T23:33:09Z	1001805302	7756	Q21138704	https://en.wikipedia.org/wiki/ZNF207	1
157	SLFN12	481	2022-03-11T23:34:46Z	861095543	55106	Q21133590	https://en.wikipedia.org/wiki/SLFN12	1
158	EBLN1	486	2022-03-11T23:50:24Z	1055381699	340900	Q21132622	https://en.wikipedia.org/wiki/EBLN1	1
159	KRT71	490	2022-03-11T23:14:04Z	991457060	112802	Q21113490	https://en.wikipedia.org/wiki/KRT71	1
160	NOA1	492	2022-03-11T23:32:57Z	1052672637	84273	Q21123063	https://en.wikipedia.org/wiki/NOA1	1
161	ZNF707	493	2022-03-11T23:34:04Z	1001783480	286075	Q21137009	https://en.wikipedia.org/wiki/ZNF707	1
162	ZNF707	493	2022-03-11T23:34:04Z	1001783480	286075	Q21173439	https://en.wikipedia.org/wiki/ZNF707	1
163	ZNF676	495	2022-03-11T23:32:58Z	1001779433	163223	Q21174400	https://en.wikipedia.org/wiki/ZNF676	1
164	FAM118B	499	2022-03-11T23:36:23Z	798127604	79607	Q21115463	https://en.wikipedia.org/wiki/FAM118B	1
165	FAM118B	499	2022-03-11T23:36:23Z	798127604	79607	Q21140474	https://en.wikipedia.org/wiki/FAM118B	1
166	R3HDML	500	2022-03-11T23:34:27Z	808186231	140902	Q21117328	https://en.wikipedia.org/wiki/R3HDML	1
167	ASCC1	501	2022-03-12T00:02:22Z	1040008433	51008	Q21201654	https://en.wikipedia.org/wiki/ASCC1	1
168	CTDNEP1	502	2022-03-11T23:33:08Z	808149497	23399	Q21143357	https://en.wikipedia.org/wiki/CTDNEP1	1
169	CTDNEP1	502	2022-03-11T23:33:08Z	808149497	23399	Q21245835	https://en.wikipedia.org/wiki/CTDNEP1	1
170	FAM181A	504	2022-03-11T23:36:51Z	798127808	90050	Q21110257	https://en.wikipedia.org/wiki/FAM181A	1
171	ARL15	506	2022-03-11T23:34:17Z	808180415	54622	Q21097466	https://en.wikipedia.org/wiki/ARL15	1
172	UNC5CL	512	2022-03-11T23:35:38Z	808234714	222643	Q21122916	https://en.wikipedia.org/wiki/UNC5CL	1
173	AADACL4	515	2022-03-11T23:32:42Z	1003722354	343066	Q4649848	https://en.wikipedia.org/wiki/AADACL4	1
174	ARHGEF35	517	2022-03-11T23:33:59Z	1045876772	445328	Q21110435	https://en.wikipedia.org/wiki/ARHGEF35	1
175	LZTS3	520	2022-03-11T23:35:14Z	808214574	9762	Q21122343	https://en.wikipedia.org/wiki/LZTS3	1
176	PPP1R27	521	2022-03-11T23:32:55Z	861094965	116729	Q21124322	https://en.wikipedia.org/wiki/PPP1R27	1
177	GFRA4	524	2022-03-11T23:40:03Z	993317378	64096	Q21101604	https://en.wikipedia.org/wiki/GFRA4	1
178	RNF183	525	2022-03-11T23:34:08Z	1043733041	138065	Q21132653	https://en.wikipedia.org/wiki/RNF183	1
179	HJURP	526	2022-03-11T23:35:02Z	1001743349	55355	Q21154959	https://en.wikipedia.org/wiki/HJURP	1
180	KYAT3	526	2022-03-12T00:01:48Z	1010411125	56267	Q21119214	https://en.wikipedia.org/wiki/KYAT3	1
181	RBMS3	527	2022-03-11T23:58:49Z	898194849	27303	Q21125040	https://en.wikipedia.org/wiki/RBMS3	1
182	RANBP3L	529	2022-03-11T23:32:42Z	1050764668	202151	Q21123847	https://en.wikipedia.org/wiki/RANBP3L	1
183	CLUH	529	2022-03-11T23:34:38Z	808192148	23277	Q21111944	https://en.wikipedia.org/wiki/CLUH	1
184	CLUH	529	2022-03-11T23:34:38Z	808192148	23277	Q21142469	https://en.wikipedia.org/wiki/CLUH	1
185	VSIG2	534	2022-03-11T23:34:40Z	808193077	23584	Q21135913	https://en.wikipedia.org/wiki/VSIG2	1
186	LACC1	546	2022-03-11T23:35:39Z	1076322912	144811	Q21107906	https://en.wikipedia.org/wiki/LACC1	1
187	LRP11	546	2022-03-11T23:33:00Z	808145872	84918	Q21113607	https://en.wikipedia.org/wiki/LRP11	1
188	SLC15A4	553	2022-03-11T23:35:38Z	1002390789	121260	Q21124422	https://en.wikipedia.org/wiki/SLC15A4	1
189	SLC15A4	553	2022-03-11T23:35:38Z	1002390789	121260	Q21150447	https://en.wikipedia.org/wiki/SLC15A4	1
190	ACTL8	555	2022-03-11T23:32:44Z	1003897876	81569	Q21096451	https://en.wikipedia.org/wiki/ACTL8	1
191	MMTP2	560	2022-03-11T23:34:15Z	1003874057	79169	Q21481844	https://en.wikipedia.org/wiki/MMTP2	1
192	RALGPS1	561	2022-03-11T23:33:06Z	808148672	9649	Q21122680	https://en.wikipedia.org/wiki/RALGPS1	1
193	ARHGAP44	562	2022-03-11T23:35:00Z	808204008	9912	Q21135332	https://en.wikipedia.org/wiki/ARHGAP44	1
194	FAM105B	566	2022-03-11T23:32:57Z	1049974935	90268	Q21112127	https://en.wikipedia.org/wiki/FAM105B	1
195	EIF4E1B	566	2022-03-11T23:33:26Z	1049936315	253314	Q21103362	https://en.wikipedia.org/wiki/EIF4E1B	1
196	EIF4E1B	566	2022-03-11T23:33:26Z	1049936315	253314	Q21150810	https://en.wikipedia.org/wiki/EIF4E1B	1
197	CACHD1	566	2022-03-14T04:31:01Z	1077016172	57685	Q21116952	https://en.wikipedia.org/wiki/CACHD1	1
198	B3GNT7	567	2022-03-11T23:34:35Z	808190358	93010	Q21245844	https://en.wikipedia.org/wiki/B3GNT7	1
199	Syndetin	567	2022-03-11T23:16:41Z	845120067	55610	Q21138279	https://en.wikipedia.org/wiki/Syndetin	1
200	Syndetin	567	2022-03-11T23:16:41Z	845120067	55610	Q21483184	https://en.wikipedia.org/wiki/Syndetin	1
201	ZBTB11	569	2022-03-11T23:29:31Z	998034816	27107	Q21136513	https://en.wikipedia.org/wiki/ZBTB11	1
202	GRINA	581	2022-03-11T23:35:38Z	993494375	2907	Q21113588	https://en.wikipedia.org/wiki/GRINA	1
203	ZNF320	582	2022-03-11T23:47:03Z	1076321275	162967	Q21143664	https://en.wikipedia.org/wiki/ZNF320	1
204	ZNF320	582	2022-03-11T23:47:03Z	1076321275	162967	Q21173806	https://en.wikipedia.org/wiki/ZNF320	1
205	ATXN7L2	584	2022-03-14T04:26:24Z	1077015574	127002	Q21115351	https://en.wikipedia.org/wiki/ATXN7L2	1
206	LOC642658	586	2022-03-11T23:07:40Z	891435556	642658	Q21135986	https://en.wikipedia.org/wiki/LOC642658	1
207	PSAPL1	591	2022-03-11T23:34:36Z	903619792	768239	Q21125138	https://en.wikipedia.org/wiki/PSAPL1	1
208	NOVA2	604	2022-03-11T23:56:23Z	905098720	4858	Q21124903	https://en.wikipedia.org/wiki/NOVA2	1
209	ARMC5	609	2022-03-11T23:33:01Z	1031406818	79798	Q21116725	https://en.wikipedia.org/wiki/ARMC5	1
210	ARMC5	609	2022-03-11T23:33:01Z	1031406818	79798	Q21139847	https://en.wikipedia.org/wiki/ARMC5	1
211	BARHL2	610	2022-03-14T04:28:34Z	1077015869	343472	Q21100422	https://en.wikipedia.org/wiki/BARHL2	1
212	XKR5	616	2022-03-11T23:39:27Z	1074960116	389610	Q21123992	https://en.wikipedia.org/wiki/XKR5	1
213	HFM1	620	2022-03-11T23:24:53Z	830837061	164045	Q21106294	https://en.wikipedia.org/wiki/HFM1	1
214	HFM1	620	2022-03-11T23:24:53Z	830837061	164045	Q21148245	https://en.wikipedia.org/wiki/HFM1	1
215	RIMBP2	625	2022-03-11T23:46:24Z	905164429	23504	Q21122708	https://en.wikipedia.org/wiki/RIMBP2	1
216	UBL7	629	2022-03-11T23:35:39Z	929091598	84993	Q21116571	https://en.wikipedia.org/wiki/UBL7	1
217	UBL7	629	2022-03-11T23:35:39Z	929091598	84993	Q21138691	https://en.wikipedia.org/wiki/UBL7	1
218	UEVLD	632	2022-03-11T23:55:06Z	906946408	55293	Q21123564	https://en.wikipedia.org/wiki/UEVLD	1
219	HMGXB3	637	2022-03-11T23:46:55Z	798190808	22993	Q21119092	https://en.wikipedia.org/wiki/HMGXB3	1
220	HMGXB3	637	2022-03-11T23:46:55Z	798190808	22993	Q21145144	https://en.wikipedia.org/wiki/HMGXB3	1
221	ETM1	639	2022-03-13T19:39:44Z	1053938494	1814	Q21110872	https://en.wikipedia.org/wiki/ETM1	1
222	PAQR6	639	2022-03-11T23:49:22Z	1003712152	79957	Q21134263	https://en.wikipedia.org/wiki/PAQR6	1
