	title	page_length	last_touched	lastrevid	geneid	proteinID	wikilink	counts	pubcount	median_pub_year	max_pub_year	priority_score
673	AKR1C2	1644	2022-03-11T23:59:04Z	1075475384	1646	Q21105063	https://en.wikipedia.org/wiki/AKR1C2	1	82	2009	2021	6.112010775112965
678	SLC41A1	1663	2022-03-11T23:34:59Z	1029817977	254428	Q21135966	https://en.wikipedia.org/wiki/SLC41A1	1	31	2013	2022	6.024300532600292
701	ATP2A2	1698	2022-03-13T19:40:12Z	1074081797	488	Q21115319	https://en.wikipedia.org/wiki/ATP2A2	1	338	2014	2022	6.009995793370352
695	YTHDC2	1688	2022-03-11T23:37:46Z	1046178826	64848	Q21118457	https://en.wikipedia.org/wiki/YTHDC2	1	93	2018	2022	5.95738490182803
696	CCL25	1688	2022-03-13T19:36:14Z	723123469	6370	Q21113920	https://en.wikipedia.org/wiki/CCL25	1	53	2011	2021	5.943099187542316
698	KSR2	1692	2022-03-11T23:38:06Z	917415954	283455	Q21173772	https://en.wikipedia.org/wiki/KSR2	1	35	2012	2021	5.92266548463357
705	OXA1L	1711	2022-03-18T00:33:20Z	1048222192	5018	Q21122444	https://en.wikipedia.org/wiki/OXA1L	1	48	2016	2021	5.861678216581781
704	TMEM127	1711	2022-03-11T23:54:43Z	1071180460	55654	Q21134837	https://en.wikipedia.org/wiki/TMEM127	1	32	2011	2021	5.855963930867496
711	KMT2E	1726	2022-03-11T23:47:34Z	994877079	55904	Q21103453	https://en.wikipedia.org/wiki/KMT2E	1	49	2013	2021	5.811242757821553
712	KMT2E	1726	2022-03-11T23:47:34Z	994877079	55904	Q21139571	https://en.wikipedia.org/wiki/KMT2E	1	49	2013	2021	5.811242757821553
710	LCA5	1725	2022-03-11T23:07:54Z	993342601	167691	Q21172655	https://en.wikipedia.org/wiki/LCA5	1	35	2011	2021	5.8096014492753625
713	TRIM38	1727	2022-03-16T10:34:00Z	1045675198	10475	Q21114635	https://en.wikipedia.org/wiki/TRIM38	1	37	2012	2021	5.803602241707337
715	CCL23	1729	2022-03-13T19:36:28Z	1037449167	6368	Q21113933	https://en.wikipedia.org/wiki/CCL23	1	52	2010	2022	5.802261422787739
727	ATP11C	1779	2022-03-11T23:39:06Z	1039406227	286410	Q21097536	https://en.wikipedia.org/wiki/ATP11C	1	41	2016	2022	5.635778326507669
728	ATP11C	1779	2022-03-11T23:39:06Z	1039406227	286410	Q21151212	https://en.wikipedia.org/wiki/ATP11C	1	41	2016	2022	5.635778326507669
774	CFLAR	1834	2022-03-11T23:04:11Z	1032129008	8837	Q18417540	https://en.wikipedia.org/wiki/CFLAR	1	384	2010	2021	5.589705561613958
775	CFLAR	1834	2022-03-11T23:04:11Z	1032129008	8837	Q21151736	https://en.wikipedia.org/wiki/CFLAR	1	384	2010	2021	5.589705561613958
737	KRT80	1794	2022-03-11T23:14:04Z	1042824052	144501	Q21113496	https://en.wikipedia.org/wiki/KRT80	1	33	2016	2021	5.585921723204332
771	CCL26	1828	2022-03-13T19:36:28Z	723123209	10344	Q21114000	https://en.wikipedia.org/wiki/CCL26	1	102	2010	2021	5.506888090028133
776	MYL12B	1838	2022-03-11T23:28:48Z	951331973	103910	Q22679931	https://en.wikipedia.org/wiki/MYL12B	1	65	2014	2021	5.463910694854655
781	METTL14	1854	2022-03-11T23:54:49Z	995274064	57721	Q21120849	https://en.wikipedia.org/wiki/METTL14	1	78	2020	2022	5.421600400678071
801	FXYD6	1867	2022-03-13T19:38:04Z	910922905	53826	Q21132190	https://en.wikipedia.org/wiki/FXYD6	1	32	2010	2021	5.367614966715127
822	HSD17B13	1907	2022-03-11T23:52:00Z	1041650407	345275	Q21117487	https://en.wikipedia.org/wiki/HSD17B13	1	40	2019	2021	5.25812420406023
835	SEPT10	1915	2022-03-11T23:40:23Z	1023441928	151011	Q21143546	https://en.wikipedia.org/wiki/SEPT10	1	35	2015	2021	5.234432114882507
834	SEPT10	1915	2022-03-11T23:40:23Z	1023441928	151011	Q21125170	https://en.wikipedia.org/wiki/SEPT10	1	35	2015	2021	5.234432114882507
833	SEPT10	1915	2022-03-11T23:40:23Z	1023441928	151011	Q21125161	https://en.wikipedia.org/wiki/SEPT10	1	35	2015	2021	5.234432114882507
838	ZNF408	1917	2022-03-11T23:38:18Z	1032321807	79797	Q21132601	https://en.wikipedia.org/wiki/ZNF408	1	33	2013	2021	5.228269804009241
841	HMGCS2	1921	2022-03-16T11:08:44Z	1077447546	3158	Q21118284	https://en.wikipedia.org/wiki/HMGCS2	1	52	2014	2021	5.224193500409013
865	NH41	1975	2022-03-02T16:40:05Z	1014902770	3164	Q21117793	https://en.wikipedia.org/wiki/NH41	1	276	2013	2022	5.161862567811935
864	NH41	1975	2022-03-02T16:40:05Z	1014902770	3164	Q12063746	https://en.wikipedia.org/wiki/NH41	1	276	2013	2022	5.161862567811935
866	NH41	1975	2022-03-02T16:40:05Z	1014902770	3164	Q21141330	https://en.wikipedia.org/wiki/NH41	1	276	2013	2022	5.161862567811935
857	STAG1	1959	2022-03-11T23:07:37Z	1074834934	10274	Q21124916	https://en.wikipedia.org/wiki/STAG1	1	77	2014	2021	5.1321452271567125
854	HMG20A	1958	2022-03-11T23:07:37Z	994766814	10363	Q21108136	https://en.wikipedia.org/wiki/HMG20A	1	67	2015	2022	5.131180869692106
856	CCL13	1959	2022-03-13T19:36:14Z	723123156	6357	Q21113975	https://en.wikipedia.org/wiki/CCL13	1	59	2007	2018	5.125716655728141
860	HAUS3	1965	2022-03-11T23:22:00Z	1041609089	79441	Q21108447	https://en.wikipedia.org/wiki/HAUS3	1	34	2015	2021	5.101201381315885
861	ARL8A	1966	2022-03-11T23:07:39Z	995130279	127829	Q21097452	https://en.wikipedia.org/wiki/ARL8A	1	36	2015	2021	5.099327132684203
880	Adenosylhomocysteinase	1995	2022-03-14T02:48:52Z	1053942610	191	Q21172649	https://en.wikipedia.org/wiki/Adenosylhomocysteinase	1	156	2014	2021	5.068245614035088
885	Golph3	1998	2022-03-11T23:38:52Z	1041519503	64083	Q21202979	https://en.wikipedia.org/wiki/Golph3	1	118	2015	2021	5.047147862147862
873	MTMR3	1991	2022-03-11T23:05:02Z	993213286	8897	Q21120080	https://en.wikipedia.org/wiki/MTMR3	1	67	2013	2021	5.046530279113153
874	MTMR3	1991	2022-03-11T23:05:02Z	993213286	8897	Q21151259	https://en.wikipedia.org/wiki/MTMR3	1	67	2013	2021	5.046530279113153
877	SCAPER	1993	2022-03-11T23:59:30Z	1034230905	49855	Q21151963	https://en.wikipedia.org/wiki/SCAPER	1	34	2017	2021	5.029704322270804
876	SCAPER	1993	2022-03-11T23:59:30Z	1034230905	49855	Q21135427	https://en.wikipedia.org/wiki/SCAPER	1	34	2017	2021	5.029704322270804
881	ARGLU1	1996	2022-03-11T23:29:44Z	1047868850	55082	Q21115297	https://en.wikipedia.org/wiki/ARGLU1	1	55	2017	2022	5.029662897223018
887	TRPM6	2000	2022-03-11T23:00:54Z	983082851	140803	Q14914570	https://en.wikipedia.org/wiki/TRPM6	1	64	2010	2022	5.022857142857143
893	TBX19	2003	2022-03-11T23:03:59Z	991957851	9095	Q7669570	https://en.wikipedia.org/wiki/TBX19	1	32	2007	2021	5.003939804578846
892	TBX19	2003	2022-03-11T23:03:59Z	991957851	9095	Q21144038	https://en.wikipedia.org/wiki/TBX19	1	32	2007	2021	5.003939804578846
904	JMJD1C	2034	2022-03-11T23:47:01Z	995342227	221037	Q21097280	https://en.wikipedia.org/wiki/JMJD1C	1	100	2015	2022	4.952135131338671
902	MCEF	2034	2022-03-14T01:59:19Z	1076994612	27125	Q21116432	https://en.wikipedia.org/wiki/MCEF	1	87	2014	2021	4.947492274195814
898	RFT1	2030	2022-03-11T23:24:18Z	1044555634	91869	Q21123830	https://en.wikipedia.org/wiki/RFT1	1	35	2015	2021	4.938608374384237
899	RFT1	2030	2022-03-11T23:24:18Z	1044555634	91869	Q21150935	https://en.wikipedia.org/wiki/RFT1	1	35	2015	2021	4.938608374384237
909	GAD2	2047	2022-03-11T23:06:10Z	1067063837	2572	Q21147970	https://en.wikipedia.org/wiki/GAD2	1	123	2009	2022	4.929126421941517
905	CACNA1I	2035	2022-03-11T23:13:05Z	1039564537	8911	Q21102152	https://en.wikipedia.org/wiki/CACNA1I	1	31	2012	2019	4.925076342576342
928	CCL15	2064	2022-03-13T19:36:18Z	831994800	6359	Q21113944	https://en.wikipedia.org/wiki/CCL15	1	60	2007	2021	4.866389811738649
930	C12orf43	2075	2022-03-11T23:07:39Z	1032119541	64897	Q21139829	https://en.wikipedia.org/wiki/C12orf43	1	32	2014	2021	4.830705679862307
931	C12orf43	2075	2022-03-11T23:07:39Z	1032119541	64897	Q5007390	https://en.wikipedia.org/wiki/C12orf43	1	32	2014	2021	4.830705679862307
944	PCDH11Y	2095	2022-03-11T23:19:37Z	1049510244	83259	Q21121855	https://en.wikipedia.org/wiki/PCDH11Y	1	35	2007	2019	4.78576968973747
961	WDR8	2115	2022-03-11T23:05:00Z	1056230735	49856	Q21111776	https://en.wikipedia.org/wiki/WDR8	1	33	2015	2021	4.739918101992569
970	Dimethylallyltranstransferase	2125	2022-03-13T19:38:59Z	992649524	2224	Q21107439	https://en.wikipedia.org/wiki/Dimethylallyltranstransferase	1	91	2012	2021	4.738382352941176
980	CNPY2	2136	2022-03-19T20:55:02Z	1045861419	10330	Q21108424	https://en.wikipedia.org/wiki/CNPY2	1	41	2017	2021	4.696290797217764
982	IL22RA2	2140	2022-03-13T19:41:40Z	1007985548	116379	Q21103404	https://en.wikipedia.org/wiki/IL22RA2	1	35	2010	2021	4.6853971962616825
994	NSD1	2157	2022-03-11T23:01:13Z	994469269	64324	Q21121755	https://en.wikipedia.org/wiki/NSD1	1	118	2013	2022	4.678211470958342
986	ARID3B	2147	2022-03-11T23:05:00Z	991836882	10620	Q21151959	https://en.wikipedia.org/wiki/ARID3B	1	54	2016	2022	4.676947568035132
985	ARID3B	2147	2022-03-11T23:05:00Z	991836882	10620	Q21101974	https://en.wikipedia.org/wiki/ARID3B	1	54	2016	2022	4.676947568035132
1005	CHAMP1	2171	2022-03-11T23:07:38Z	1040124549	283489	Q21132785	https://en.wikipedia.org/wiki/CHAMP1	1	68	2016	2021	4.630457985128643
1006	CHAMP1	2171	2022-03-11T23:07:38Z	1040124549	283489	Q21144241	https://en.wikipedia.org/wiki/CHAMP1	1	68	2016	2021	4.630457985128643
1000	ALDH1L2	2166	2022-03-11T23:16:11Z	1039386319	160428	Q21101845	https://en.wikipedia.org/wiki/ALDH1L2	1	33	2015	2021	4.6285908851075055
1002	STARD7	2169	2022-03-11T23:27:58Z	1048281053	56910	Q21148251	https://en.wikipedia.org/wiki/STARD7	1	32	2015	2021	4.6218481196074555
1001	STARD7	2169	2022-03-11T23:27:58Z	1048281053	56910	Q21135701	https://en.wikipedia.org/wiki/STARD7	1	32	2015	2021	4.6218481196074555
1018	ULK2	2182	2022-03-13T19:52:54Z	994872475	9706	Q21124698	https://en.wikipedia.org/wiki/ULK2	1	47	2015	2022	4.599737135000655
1023	ZNF593	2184	2022-03-11T23:05:00Z	1046196440	51042	Q21133269	https://en.wikipedia.org/wiki/ZNF593	1	34	2014	2021	4.5908974358974355
1030	RPL22L1	2202	2022-03-12T00:02:07Z	982965762	200916	Q21125081	https://en.wikipedia.org/wiki/RPL22L1	1	42	2017	2021	4.556326067211626
1052	HBG2	2238	2022-03-11T23:04:08Z	993895747	3048	Q21103344	https://en.wikipedia.org/wiki/HBG2	1	173	1993	2021	4.530060960040853
1044	NLE1	2224	2022-03-11T23:05:00Z	1043634824	54475	Q21123133	https://en.wikipedia.org/wiki/NLE1	1	33	2015	2021	4.508188591983555
1048	ZXDC	2230	2022-03-11T23:33:42Z	832011477	79364	Q21110514	https://en.wikipedia.org/wiki/ZXDC	1	32	2011	2021	4.495733504163997
1057	LGR4	2243	2022-03-11T23:04:30Z	1042912038	55366	Q21121566	https://en.wikipedia.org/wiki/LGR4	1	73	2016	2022	4.484386185593275
1058	LGR4	2243	2022-03-11T23:04:30Z	1042912038	55366	Q21149671	https://en.wikipedia.org/wiki/LGR4	1	73	2016	2022	4.484386185593275
1066	PHLDB2	2255	2022-03-11T23:05:46Z	1032254999	90102	Q21114535	https://en.wikipedia.org/wiki/PHLDB2	1	60	2014	2021	4.45601837187203
1068	MXD3	2258	2022-03-11T23:35:11Z	1043243168	83463	Q21149279	https://en.wikipedia.org/wiki/MXD3	1	35	2008	2021	4.441197962798937
1067	MXD3	2258	2022-03-11T23:35:11Z	1043243168	83463	Q21133456	https://en.wikipedia.org/wiki/MXD3	1	35	2008	2021	4.441197962798937
1072	DHRS7	2265	2022-03-11T23:39:02Z	1023365736	51635	Q21138454	https://en.wikipedia.org/wiki/DHRS7	1	39	2017	2021	4.428939608956165
1071	DHRS7	2265	2022-03-11T23:39:02Z	1023365736	51635	Q21112214	https://en.wikipedia.org/wiki/DHRS7	1	39	2017	2021	4.428939608956165
1076	RBM34	2275	2022-03-11T23:07:38Z	1032164750	23029	Q21125034	https://en.wikipedia.org/wiki/RBM34	1	72	2017	2022	4.421318681318682
1077	RBM34	2275	2022-03-11T23:07:38Z	1032164750	23029	Q21151848	https://en.wikipedia.org/wiki/RBM34	1	72	2017	2022	4.421318681318682
1079	NLRP6	2278	2022-03-11T23:22:32Z	997794672	171389	Q21124027	https://en.wikipedia.org/wiki/NLRP6	1	37	2017	2022	4.40302991345792
1082	PHF20	2291	2022-03-11T23:05:32Z	997280097	51230	Q21144396	https://en.wikipedia.org/wiki/PHF20	1	48	2012	2021	4.382049011660535
1083	PHF20	2291	2022-03-11T23:05:32Z	997280097	51230	Q21245839	https://en.wikipedia.org/wiki/PHF20	1	48	2012	2021	4.382049011660535
1086	RNMTL1	2295	2022-03-11T23:05:00Z	1044571895	55178	Q21103103	https://en.wikipedia.org/wiki/RNMTL1	1	63	2017	2021	4.379798474945534
1093	CYP3A7	2309	2022-03-20T21:51:42Z	983067107	1551	Q21117301	https://en.wikipedia.org/wiki/CYP3A7	1	116	2007	2022	4.372307739899772
1089	CD72	2299	2022-03-19T20:55:01Z	1048868083	971	Q21109692	https://en.wikipedia.org/wiki/CD72	1	37	2008	2021	4.362931554091841
1092	HMCES	2305	2022-03-11T23:55:48Z	1027284075	56941	Q21118298	https://en.wikipedia.org/wiki/HMCES	1	34	2014	2021	4.3505376510691045
1094	UGT1A8	2315	2022-03-11T23:21:36Z	1024794928	54576	Q21134249	https://en.wikipedia.org/wiki/UGT1A8	1	78	2009	2021	4.347511570502931
1106	FAM3B	2353	2022-03-11T23:07:38Z	1075839225	54097	Q21101259	https://en.wikipedia.org/wiki/FAM3B	1	34	2013	2021	4.262036609799041
1136	GZMB	2416	2022-03-11T23:04:10Z	1036674012	3002	Q22677246	https://en.wikipedia.org/wiki/GZMB	1	318	2010	2021	4.252644276253547
1111	TINP1	2374	2022-03-11T23:07:39Z	995812730	10412	Q21133728	https://en.wikipedia.org/wiki/TINP1	1	53	2016	2022	4.231228487182573
1118	CAP2	2390	2022-03-11T23:07:39Z	994497514	10486	Q21096409	https://en.wikipedia.org/wiki/CAP2	1	40	2015	2022	4.198386132695756
1130	TUBGCP4	2408	2022-03-11T23:31:00Z	800747881	27229	Q21148830	https://en.wikipedia.org/wiki/TUBGCP4	1	56	2014	2021	4.17282392026578
1129	TUBGCP4	2408	2022-03-11T23:31:00Z	800747881	27229	Q21110347	https://en.wikipedia.org/wiki/TUBGCP4	1	56	2014	2021	4.17282392026578
1132	IFT74	2412	2022-03-11T23:22:50Z	1032975663	80173	Q21119149	https://en.wikipedia.org/wiki/IFT74	1	51	2016	2021	4.164151267472163
1140	CXCL6	2431	2022-03-13T19:37:53Z	1051475695	6372	Q21113163	https://en.wikipedia.org/wiki/CXCL6	1	63	2009	2021	4.136033525298231
1144	DGKB	2440	2022-03-11T23:07:37Z	1040770440	1607	Q21102597	https://en.wikipedia.org/wiki/DGKB	1	36	2010	2018	4.111217798594847
1146	SUCNR1	2442	2022-03-11T23:04:30Z	1044841569	56670	Q21174011	https://en.wikipedia.org/wiki/SUCNR1	1	38	2016	2022	4.1085755235755235
1153	AEBP2	2453	2022-03-11T23:39:21Z	1064910801	121536	Q21104962	https://en.wikipedia.org/wiki/AEBP2	1	41	2014	2021	4.0912837050841535
1172	HBD	2477	2022-03-11T23:04:14Z	993313841	3045	Q21103339	https://en.wikipedia.org/wiki/HBD	1	143	1989	2021	4.088213132245228
1158	BCL9L	2460	2022-03-11T23:53:08Z	1032182096	283149	Q21113889	https://en.wikipedia.org/wiki/BCL9L	1	36	2014	2022	4.077897793263647
1159	FMNL3	2460	2022-03-11T23:23:49Z	1048078647	91010	Q21101463	https://en.wikipedia.org/wiki/FMNL3	1	32	2015	2022	4.076469221835076
1179	RAB35	2487	2022-03-11T23:07:37Z	1032265219	11021	Q21119450	https://en.wikipedia.org/wiki/RAB35	1	83	2015	2021	4.0505515825147915
1180	RAB35	2487	2022-03-11T23:07:37Z	1032265219	11021	Q21139152	https://en.wikipedia.org/wiki/RAB35	1	83	2015	2021	4.0505515825147915
1171	SOSTDC1	2477	2022-03-11T23:05:33Z	1056820366	25928	Q21124532	https://en.wikipedia.org/wiki/SOSTDC1	1	32	2011	2021	4.048570275102371
1174	RABGAP1	2479	2022-03-11T23:30:23Z	997178334	23637	Q21113340	https://en.wikipedia.org/wiki/RABGAP1	1	40	2013	2021	4.04817034518527
1183	DCP1B	2490	2022-03-11T23:07:37Z	1065391879	196513	Q21110032	https://en.wikipedia.org/wiki/DCP1B	1	49	2014	2022	4.033564257028113
1182	BCL6B	2488	2022-03-11T23:07:38Z	1039893055	255877	Q21113891	https://en.wikipedia.org/wiki/BCL6B	1	32	2014	2022	4.0307211759301795
1181	BCL6B	2488	2022-03-11T23:07:38Z	1039893055	255877	Q21113870	https://en.wikipedia.org/wiki/BCL6B	1	32	2014	2022	4.0307211759301795
1185	NUDCD2	2492	2022-03-11T23:07:39Z	1043645206	134492	Q21111404	https://en.wikipedia.org/wiki/NUDCD2	1	32	2014	2021	4.024269662921348
1188	SSBP3	2496	2022-03-11T23:07:38Z	1044834130	23648	Q21118110	https://en.wikipedia.org/wiki/SSBP3	1	41	2014	2022	4.021053113553114
1193	CCDC8	2507	2022-03-11T23:29:04Z	797985773	83987	Q21172207	https://en.wikipedia.org/wiki/CCDC8	1	41	2015	2022	4.003474129580033
1197	LGALS13	2520	2022-03-11T23:05:21Z	994326531	29124	Q21108757	https://en.wikipedia.org/wiki/LGALS13	1	48	2011	2021	3.9853968253968257
1213	CAB39L	2539	2022-03-11T23:07:39Z	1040084431	81617	Q21111897	https://en.wikipedia.org/wiki/CAB39L	1	32	2013	2021	3.9499870590221122
1217	MSTO1	2550	2022-03-11T23:05:21Z	1043236474	55154	Q21108087	https://en.wikipedia.org/wiki/MSTO1	1	39	2016	2021	3.9354971988795517
1225	CD70	2572	2022-03-19T20:55:01Z	1066752044	970	Q21131196	https://en.wikipedia.org/wiki/CD70	1	107	2010	2022	3.926239169073539
1229	TTC37	2577	2022-03-12T13:59:22Z	1076700575	9652	Q21121823	https://en.wikipedia.org/wiki/TTC37	1	49	2016	2021	3.897981179666279
1228	ISCA1	2576	2022-03-11T23:05:46Z	994719270	81689	Q21119171	https://en.wikipedia.org/wiki/ISCA1	1	33	2012	2021	3.893773291925466
1235	PHF12	2593	2022-03-11T23:07:39Z	1043928488	57649	Q21133811	https://en.wikipedia.org/wiki/PHF12	1	42	2012	2022	3.871536829926726
1236	PHF12	2593	2022-03-11T23:07:39Z	1043928488	57649	Q21147904	https://en.wikipedia.org/wiki/PHF12	1	42	2012	2022	3.871536829926726
1238	CCDC93	2596	2022-03-11T23:05:42Z	1040093241	54520	Q21141572	https://en.wikipedia.org/wiki/CCDC93	1	37	2015	2021	3.8652944089808496
1237	CCDC93	2596	2022-03-11T23:05:42Z	1040093241	54520	Q21113946	https://en.wikipedia.org/wiki/CCDC93	1	37	2015	2021	3.8652944089808496
1240	GPRC5B	2602	2022-03-11T23:04:38Z	1029155272	51704	Q21149869	https://en.wikipedia.org/wiki/GPRC5B	1	39	2013	2021	3.857126111782146
1239	GPRC5B	2602	2022-03-11T23:04:38Z	1029155272	51704	Q21103212	https://en.wikipedia.org/wiki/GPRC5B	1	39	2013	2021	3.857126111782146
1244	GLIS2	2605	2022-03-13T19:49:18Z	992039649	84662	Q21108504	https://en.wikipedia.org/wiki/GLIS2	1	32	2013	2021	3.8502001645187827
1247	ZNF644	2615	2022-03-11T23:26:42Z	1046196533	84146	Q21136773	https://en.wikipedia.org/wiki/ZNF644	1	45	2015	2022	3.8401632067741054
1253	SAMD9	2629	2022-03-11T23:05:32Z	1053247592	54809	Q21112292	https://en.wikipedia.org/wiki/SAMD9	1	50	2015	2021	3.8215847959571807
1260	PEN-2	2644	2022-03-11T22:58:41Z	1032169429	55851	Q21130783	https://en.wikipedia.org/wiki/PEN-2	1	94	2011	2021	3.8157196887832288
1257	EAF1	2636	2022-03-11T23:05:46Z	1040930157	85403	Q21116416	https://en.wikipedia.org/wiki/EAF1	1	36	2012	2021	3.806483849989161
1259	PROSC	2643	2022-03-11T23:07:39Z	1043960331	11212	Q21123781	https://en.wikipedia.org/wiki/PROSC	1	31	2015	2021	3.794650694557051
1270	NPR1	2663	2022-03-11T23:04:48Z	1072484999	4881	Q21105144	https://en.wikipedia.org/wiki/NPR1	1	95	2008	2021	3.7890919210342795
1272	FUT4	2671	2022-03-13T19:52:27Z	992434556	2526	Q21112430	https://en.wikipedia.org/wiki/FUT4	1	107	2013	2022	3.782130421992833
1268	DCTN4	2661	2022-03-11T23:35:43Z	1042838268	51164	Q21111850	https://en.wikipedia.org/wiki/DCTN4	1	56	2016	2021	3.777985719654265
1269	DCTN4	2661	2022-03-11T23:35:43Z	1042838268	51164	Q21139346	https://en.wikipedia.org/wiki/DCTN4	1	56	2016	2021	3.777985719654265
1277	XAB2	2682	2022-03-11T23:05:33Z	1046169448	56949	Q21105807	https://en.wikipedia.org/wiki/XAB2	1	92	2017	2021	3.7614179183977843
1278	DEFA3	2682	2022-03-11T23:22:36Z	1040768910	1668	Q21107111	https://en.wikipedia.org/wiki/DEFA3	1	69	2008	2018	3.7532036326834985
1283	SSFA2	2691	2022-03-11T23:05:33Z	1064089798	6744	Q21126459	https://en.wikipedia.org/wiki/SSFA2	1	57	2015	2021	3.7364478154695546
1281	KDM1B	2690	2022-03-11T23:43:20Z	1048109782	221656	Q21114815	https://en.wikipedia.org/wiki/KDM1B	1	48	2015	2022	3.734614976101965
1282	KDM1B	2690	2022-03-11T23:43:20Z	1048109782	221656	Q21139707	https://en.wikipedia.org/wiki/KDM1B	1	48	2015	2022	3.734614976101965
1284	LTN1	2694	2022-03-11T23:54:10Z	1075842120	26046	Q21118450	https://en.wikipedia.org/wiki/LTN1	1	60	2017	2021	3.7333810584367377
1285	ERLEC1	2694	2022-03-11T23:07:38Z	994825017	27248	Q21154231	https://en.wikipedia.org/wiki/ERLEC1	1	57	2015	2021	3.732309629865309
1286	WDR83	2696	2022-03-11T23:51:39Z	1046068021	84292	Q21119872	https://en.wikipedia.org/wiki/WDR83	1	40	2015	2022	3.723484527342094
1287	WDR83	2696	2022-03-11T23:51:39Z	1046068021	84292	Q21149773	https://en.wikipedia.org/wiki/WDR83	1	40	2015	2022	3.723484527342094
1288	AGR3	2697	2022-03-11T23:05:33Z	994679409	155465	Q21111266	https://en.wikipedia.org/wiki/AGR3	1	31	2012	2021	3.718894936172467
1290	SZT2	2708	2022-03-11T23:36:53Z	997455573	23334	Q21122169	https://en.wikipedia.org/wiki/SZT2	1	35	2015	2021	3.705262186115214
1295	LARP6	2714	2022-03-11T23:27:42Z	1032106754	55323	Q21119270	https://en.wikipedia.org/wiki/LARP6	1	33	2012	2022	3.6963840930624277
1297	MBOAT7	2730	2022-03-11T23:35:42Z	1048126008	79143	Q21141209	https://en.wikipedia.org/wiki/MBOAT7	1	84	2018	2021	3.6930036630036627
1296	MBOAT7	2730	2022-03-11T23:35:42Z	1048126008	79143	Q21118690	https://en.wikipedia.org/wiki/MBOAT7	1	84	2018	2021	3.6930036630036627
1348	Chondrocalcin	2828	2021-12-10T19:25:49Z	813792844	1280	Q48999357	https://en.wikipedia.org/wiki/Chondrocalcin	1	359	2008	2022	3.664282178217822
1307	FMNL2	2758	2022-03-11T23:07:37Z	995365488	114793	Q21101465	https://en.wikipedia.org/wiki/FMNL2	1	61	2015	2021	3.6476015228426393
1310	RAVER1	2761	2022-03-11T23:07:39Z	1044547722	125950	Q21126951	https://en.wikipedia.org/wiki/RAVER1	1	71	2015	2022	3.647233274693434
1309	MEMO1	2760	2022-03-11T23:37:30Z	1047015255	51072	Q28110424	https://en.wikipedia.org/wiki/MEMO1	1	41	2013	2021	3.6378312629399585
1315	Fibrocystin	2776	2022-03-13T19:36:18Z	1041218402	5314	Q905111	https://en.wikipedia.org/wiki/Fibrocystin	1	95	2011	2021	3.6362340469328944
1317	URG4	2779	2022-03-11T23:07:38Z	1045924033	55665	Q21136473	https://en.wikipedia.org/wiki/URG4	1	41	2015	2021	3.6130595537963295
1321	MPHOSPH8	2787	2022-03-11T23:07:38Z	1043230852	54737	Q21131357	https://en.wikipedia.org/wiki/MPHOSPH8	1	47	2015	2021	3.604873263621918
1322	MPHOSPH8	2787	2022-03-11T23:07:38Z	1043230852	54737	Q21143505	https://en.wikipedia.org/wiki/MPHOSPH8	1	47	2015	2021	3.604873263621918
1330	ITPKB	2799	2022-03-11T23:03:58Z	997469421	3707	Q15331777	https://en.wikipedia.org/wiki/ITPKB	1	41	2011	2022	3.5873473944776193
1331	GEMIN8	2799	2022-03-11T23:25:26Z	1041375320	54960	Q21108658	https://en.wikipedia.org/wiki/GEMIN8	1	31	2013	2021	3.5837759659061907
1332	GEMIN8	2799	2022-03-11T23:25:26Z	1041375320	54960	Q21117796	https://en.wikipedia.org/wiki/GEMIN8	1	31	2013	2021	3.5837759659061907
1335	ZNF364	2805	2022-03-11T23:07:38Z	1046195912	27246	Q21112144	https://en.wikipedia.org/wiki/ZNF364	1	49	2013	2021	3.5825623885918003
1334	STYXL1	2803	2022-03-11T23:07:38Z	1044841434	51657	Q21135934	https://en.wikipedia.org/wiki/STYXL1	1	31	2013	2021	3.5786775648539826
1343	ZNF598	2823	2022-03-11T23:54:10Z	1023493969	90850	Q21136753	https://en.wikipedia.org/wiki/ZNF598	1	60	2017	2021	3.563759425130307
1353	HSPA4L	2839	2022-03-11T23:05:33Z	997617391	22824	Q21118346	https://en.wikipedia.org/wiki/HSPA4L	1	90	2017	2022	3.55450988778745
1345	KCNT1	2824	2022-03-11T23:12:12Z	1039583830	57582	Q21118576	https://en.wikipedia.org/wiki/KCNT1	1	37	2014	2021	3.5542907729664104
1347	SOX30	2827	2022-03-11T23:39:23Z	951512681	11063	Q21100652	https://en.wikipedia.org/wiki/SOX30	1	35	2013	2020	3.549818712415989
1358	NOL7	2848	2022-03-11T23:07:38Z	1043638136	51406	Q21133327	https://en.wikipedia.org/wiki/NOL7	1	46	2012	2021	3.527664526484751
1365	SF3B5	2852	2022-03-11T23:07:39Z	1044804675	83443	Q21135506	https://en.wikipedia.org/wiki/SF3B5	1	59	2016	2021	3.5273827890202365
1366	ARL6IP1	2852	2022-03-11T23:07:38Z	997414384	23204	Q21106350	https://en.wikipedia.org/wiki/ARL6IP1	1	48	2014	2021	3.523454217591665
1362	NMD3	2850	2022-03-11T23:07:38Z	982951054	51068	Q21118869	https://en.wikipedia.org/wiki/NMD3	1	41	2015	2021	3.523414786967418
1363	NMD3	2850	2022-03-11T23:07:38Z	982951054	51068	Q21139923	https://en.wikipedia.org/wiki/NMD3	1	41	2015	2021	3.523414786967418
