	QID	label	geneID	proteinID
47470	Q18045797	PCDH20	64881	Q21121850
47475	Q18045862	PCDH15	65217	Q21121853
47482	Q18046260	SMC6	79677	Q21121758
47488	Q18048128	SLC25A21	89874	Q21121772
47493	Q18048422	PAGE5	90737	Q21121832
47495	Q18048925	PIK3IP1	113791	Q21121814
47498	Q18049100	OSBPL5	114879	Q21121790
47504	Q18049101	OSBPL6	114880	Q21121789
47506	Q18049102	OSBPL7	114881	Q21121788
47508	Q18049104	OSBPL8	114882	Q21121786
47514	Q18049105	OSBPL9	114883	Q21121782
47517	Q18049107	OSBPL10	114884	Q21121785
47519	Q18049108	OSBPL11	114885	Q21121784
47521	Q18031577	SLC20A1	6574	Q21126231
47524	Q18031578	SLC20A2	6575	Q21126222
47528	Q18031642	SOD3	6649	Q21126358
47531	Q18031724	ITPRID2	6744	Q21126459
47537	Q18031852	TBX2	6909	Q21125921
47540	Q18032273	UCHL3	7347	Q21126400
47543	Q18032295	UPK3A	7380	Q21126350
47548	Q18032328	VIL1	7429	Q21125862
47550	Q18032662	ALDH5A1	7915	Q21126464
47554	Q18033225	S1PR4	8698	Q21126205
47559	Q18033788	GPRC5A	9052	Q21126085
47563	Q18033876	SLC28A2	9153	Q21126257
47567	Q18033877	SLC28A1	9154	Q21126253
47571	Q18034324	PGS1	9489	Q21125819
47572	Q18034594	PUM1	9698	Q21126061
47578	Q18035004	SNUPN	10073	Q21126439
47585	Q18035373	PGRMC2	10424	Q21125813
47590	Q18036178	PSIP1	11168	Q21125946
47594	Q18036416	PRAF2	11230	Q21126018
47596	Q18036466	RBPJL	11317	Q21126104
47598	Q18036677	XPO7	23039	Q21126106
47600	Q18037015	PLCL2	23228	Q21125902
47601	Q18037133	RRP8	23378	Q21126170
47606	Q18037207	SEC11A	23478	Q21126292
47607	Q18037548	SPO11	23626	Q21126457
47612	Q18038795	RRP7A	27341	Q21126179
47618	Q18038817	PCLO	27445	Q21125803
47623	Q18034418	RNF7	9616	Q21131804
47629	Q18034433	TRAF4	9618	Q21131657
47635	Q18035047	ARL4A	10124	Q21131762
47640	Q18035110	PRMT3	10196	Q21131666
47644	Q18035362	IFITM3	10410	Q21131531
47650	Q18035485	IFI44	10561	Q21131543
47652	Q18035503	IFITM2	10581	Q21131532
47656	Q18035529	ERLIN1	10613	Q21131645
47659	Q18035589	TSBP1	10665	Q21131883
47665	Q18036114	ADAM29	11086	Q21131615
47666	Q18036132	EMILIN1	11117	Q21131832
47673	Q18036440	CHP1	11261	Q21131887
47677	Q18036495	TFEC	22797	Q21131901
47681	Q18036630	TCF25	22980	Q21131746
47683	Q18037203	CAPN7	23473	Q21131701
47684	Q18037541	SH3BP1	23616	Q21131609
47687	Q18037657	IFIT5	24138	Q21131535
47689	Q18037781	IFFO1	25900	Q21131533
47694	Q18037783	MTHFD1L	25902	Q21131857
47697	Q18037786	ANAPC15	25906	Q21131713
47699	Q18037854	HINFP	25988	Q21131526
47702	Q18038553	BEX3	27018	Q21131824
47705	Q18038796	RABGEF1	27342	Q21131853
47706	Q18040071	HAO2	51179	Q21131519
47711	Q18040100	LUZP4	51213	Q21131752
47713	Q18040136	CDKL3	51265	Q21131818
47714	Q18040218	ARL17A	51326	Q21131767
47716	Q18040326	HIKESHI	51501	Q21131524
47720	Q18047749	PSRC1	84722	Q21122595
47723	Q18048526	RSAD2	91543	Q21122728
47726	Q18048624	PRR29	92340	Q21122559
47731	Q18048892	SAAL1	113174	Q21122739
47734	Q18049330	PSTK	118672	Q21122600
47736	Q18049491	ADSS1	122622	Q21122605
47739	Q18049600	SPACA3	124912	Q21122736
47745	Q18049700	TNFAIP8L1	126282	Q21122596
47747	Q18051453	PRR35	146325	Q21122560
47753	Q18051869	RC3H1	149041	Q21122666
47758	Q18051930	RIMBP3C	150221	Q21122706
47760	Q18052524	RHBDL3	162494	Q21122694
47761	Q18052558	PRR22	163154	Q21122574
47763	Q18052827	PRSS35	167681	Q21122575
47764	Q18052869	QSOX2	169714	Q21122647
47766	Q18052992	SPACA4	171169	Q21122737
47768	Q18053531	PRPS1L1	221823	Q21122561
47770	Q18053552	RSBN1L	222194	Q21122724
47772	Q18053716	RALGAPA1	253959	Q21122681
47776	Q18053937	PRSS33	260429	Q21122577
47777	Q18054367	RIMKLA	284716	Q21122716
47779	Q18054414	RGPD4	285190	Q21122683
47781	Q18054586	RGMB	285704	Q21122682
47784	Q18055341	PRR30	339779	Q21122565
47786	Q18056063	PRSS41	360226	Q21122572
47787	Q18056224	RBMY1B	378948	Q21122656
47789	Q18056225	RBMY1D	378949	Q21122659
47791	Q18056226	RBMY1E	378950	Q21122658
47793	Q18056465	PRR25	388199	Q21122582
47795	Q18056646	PSMG4	389362	Q21122594
47797	Q18057636	RGPD1	400966	Q21122672
47799	Q18057665	PRR27	401137	Q21122568
47801	Q18058443	RIMBP3B	440804	Q21122707
47803	Q18059160	PRR9	574414	Q21122567
47809	Q18060619	RGPD3	653489	Q21122668
47811	Q18061224	RGPD8	727851	Q21122669
47813	Q18061754	RGPD6	729540	Q21122689
47815	Q18061826	RGPD2	729857	Q21122673
47817	Q18063436	PET100	100131801	Q21122598
47823	Q18040087	PLCE1	51196	Q21125899
47830	Q18040416	TRIM33	51592	Q21126410
47833	Q18040644	STX18	53407	Q21126304
47835	Q18040670	S1PR5	53637	Q21126242
47840	Q18041139	PARP14	54625	Q21125774
47844	Q18041384	RASIP1	54922	Q21126082
47848	Q18041412	SDHAF2	54949	Q21126347
47853	Q18041419	PARP16	54956	Q21125793
47858	Q18041477	PRPF39	55015	Q21126029
47860	Q18041753	SLC29A3	55315	Q21126273
47862	Q18041784	PLCXD1	55344	Q21125885
47865	Q18042136	ZKSCAN7	55888	Q21126324
47867	Q18042857	TWSG1	57045	Q21126391
47873	Q18044243	RANBP10	57610	Q21126098
47875	Q18045547	SLC28A3	64078	Q21126278
47877	Q18045557	SMOC2	64094	Q21126412
47882	Q18045735	PARP12	64761	Q21125796
47886	Q18045739	S100PBP	64766	Q21126240
47888	Q18045801	RANBP17	64901	Q21126101
47890	Q18046182	SPAG16	79582	Q21126434
47892	Q18046244	PPP1R3B	79660	Q21126002
47894	Q18046514	POF1B	79983	Q21125934
47897	Q18046753	VWA7	80737	Q21125769
47900	Q18047589	PRAC1	84366	Q21126024
47902	Q18047843	SPPL2A	84888	Q21126381
47904	Q18048058	SSH2	85464	Q21126466
47909	Q18048107	PPP1R3F	89801	Q21125996
47911	Q18048123	SEC16B	89866	Q21126294
47914	Q18048417	PPP1R3E	90673	Q21126013
47916	Q18048420	SEC11C	90701	Q21126301
47917	Q18049087	ZBED9	114821	Q21126316
47921	Q18041304	ESRP1	54845	Q21132132
47923	Q18041401	COMMD4	54939	Q21132169
47929	Q18041716	TMEM100	55273	Q21132170
47931	Q18041925	SYBU	55638	Q21132137
47935	Q18041928	LYAR	55646	Q21132147
47941	Q18041998	BTBD7	55727	Q21132149
47943	Q18042215	TMEM234	56063	Q21132188
47945	Q18042877	CASS4	57091	Q21132161
47950	Q18042910	CD177	57126	Q21132175
47954	Q18045707	CTAGE1	64693	Q21132194
47956	Q18045738	CREB3L2	64764	Q21132185
47958	Q18045759	LMF1	64788	Q21132193
47962	Q18045986	DCTPP1	79077	Q21132202
47967	Q18046035	NOL12	79159	Q21132090
47973	Q18046218	FAM184A	79632	Q21132104
47975	Q18046660	PAAF1	80227	Q21131949
47978	Q18047148	ADPGK	83440	Q21132088
47982	Q18047151	INO80B	83444	Q21132089
47985	Q18047212	C18orf21	83608	Q21132184
47987	Q18047866	FAM136A	84908	Q21132036
47993	Q18049125	FLYWCH2	114984	Q21132071
47995	Q18049331	ZNF488	118738	Q21132135
47997	Q18049400	DNAJC24	120526	Q21131977
47999	Q18050041	MIX23	131076	Q21132163
48001	Q18050455	C4orf36	132989	Q21132176
48004	Q18050621	CD109	135228	Q21132174
48009	Q18050822	RNF32	140545	Q21132074
48014	Q18051225	CFAP54	144535	Q21132180
48016	Q18051903	ADIG	149685	Q21132079
48018	Q18052248	SH3RF2	153769	Q21132102
48023	Q18049498	PSMB11	122706	Q21126046
48024	Q18049609	SPNS2	124976	Q21126448
48027	Q18051393	PPP1R36	145376	Q21126010
48029	Q18052615	PARP15	165631	Q21125771
48031	Q18053158	SPAG17	200162	Q21126422
48033	Q18053219	SPNS3	201305	Q21126445
48035	Q18053536	PPP1R35	221908	Q21126003
48037	Q18053873	PLCXD2	257068	Q21125864
48039	Q18054742	PPP1R42	286187	Q21125999
48041	Q18055305	RXFP4	339403	Q21126136
48046	Q18055633	PLCXD3	345557	Q21125882
48048	Q18056172	PTAR1	375743	Q21126056
48049	Q18056182	RAB15	376267	Q21126072
48055	Q18056398	SH2D4B	387694	Q21126371
48057	Q18056703	SPATA31A6	389730	Q21126265
48059	Q18057711	RAB19	401409	Q21126069
48061	Q18059712	SDHAF1	644096	Q21126337
48064	Q18060391	SPATA31A1	647060	Q21126261
48066	Q18061213	SPATA31A3	727830	Q21126267
48068	Q18061233	SPATA31A5	727905	Q21126263
48070	Q18061522	SPANXB1	728695	Q21126450
48073	Q18062000	RELL1	768211	Q21126130
48075	Q18065514	POTEB2	100287399	Q21125973
48077	Q18073731	POTEB	100996331	Q21125973
48080	Q20970168	POTEB3	102724631	Q21125966
48082	Q3063865	ADORA2A	135	Q21137489
48093	Q18026631	GTF2H1	2965	Q21134169
48097	Q18027576	SP110	3431	Q21133977
48102	Q18029906	NDUFA5	4698	Q21134075
48105	Q18029937	NDUFB3	4709	Q21134067
48108	Q18030988	RGL2	5863	Q21134127
48114	Q18031121	RGS13	6003	Q21133965
48122	Q18032608	LUZP1	7798	Q21133864
48124	Q18032964	GPR65	8477	Q21133964
48128	Q18033786	PSTPIP2	9050	Q21133909
48134	Q18033998	TRIP12	9320	Q21133854
48137	Q18034394	PREPL	9581	Q21133904
48140	Q18034830	TRANK1	9881	Q21134021
48146	Q18035118	NUTF2	10204	Q21134139
48149	Q18035407	PPIH	10465	Q21134030
48153	Q18036181	STRAP	11171	Q21134063
48156	Q18036287	NISCH	11188	Q21134092
48161	Q18036570	ZNF365	22891	Q21134019
48166	Q18037138	MAU2	23383	Q21133972
48168	Q18037201	PHF3	23469	Q21133889
48175	Q18037205	QPRT	23475	Q21134054
48177	Q18037725	TMEM184B	25829	Q21134016
48182	Q7389878	SETBP1	26040	Q21122022
48188	Q18028625	VWA5A	4013	Q21122920
48193	Q18029134	MIP	4284	Q21122978
48197	Q18029573	MTNR1A	4543	Q21122995
48204	Q18029577	MTNR1B	4544	Q21122997
48210	Q18029587	MTRR	4552	Q21123004
48216	Q18029898	NDUFA2	4695	Q21123041
48220	Q18029900	NDUFA3	4696	Q21123044
48223	Q18029903	NDUFA4	4697	Q21123035
48226	Q18029925	NDUFA10	4705	Q21123050
48229	Q18029933	NDUFB2	4708	Q21123047
48232	Q18029940	NDUFB4	4710	Q21123045
48235	Q18029942	NDUFB5	4711	Q21123036
48238	Q18029946	NDUFB6	4712	Q21123042
48241	Q18029951	NDUFB8	4714	Q21123046
48244	Q18029959	NDUFC1	4717	Q21123037
48247	Q18030172	NME3	4832	Q21123029
48252	Q18031100	RFC5	5985	Q21123006
48257	Q18031574	SLC18A1	6570	Q21122921
48263	Q18032106	CCT3	7203	Q21122979
48270	Q18032335	VPREB1	7441	Q21122928
48275	Q18033169	UNC5C	8633	Q21122909
48281	Q18033963	WDR46	9277	Q21122945
48284	Q18038581	VPS41	27072	Q21122712
48286	Q18039683	SAC3D1	29901	Q21122730
48292	Q18039901	TPRKB	51002	Q21122588
48294	Q18040303	RHCG	51458	Q21122703
48298	Q18041086	RC3H2	54542	Q21122667
48300	Q18041277	QPCTL	54814	Q21122655
48301	Q18041394	RHBDL2	54933	Q21122702
48304	Q18041549	RALGPS2	55103	Q21122686
48306	Q18041628	RIF1	55183	Q21122714
48312	Q18041711	PRR34	55267	Q21122586
48314	Q18041754	RSAD1	55316	Q21122729
48317	Q18041898	PRR5	55615	Q21122564
48319	Q18042040	PRR11	55771	Q21122581
48322	Q18042716	RGMA	56963	Q21122688
48325	Q18042911	RHBG	57127	Q21122701
48329	Q18042922	RNPEPL1	57140	Q21122721
48330	Q18042965	RALGAPA2	57186	Q21122677
48332	Q18043032	RHBDD2	57414	Q21122695
48333	Q18043070	PRR12	57479	Q21122587
48337	Q18043085	RIMKLB	57494	Q21122720
48340	Q18045628	RHBDF1	64285	Q21122699
48344	Q18045671	POLR1E	64425	Q21122649
48346	Q18045923	PRR14	78994	Q21122585
48348	Q18046235	RHBDF2	79651	Q21122697
48353	Q18046271	QTRT2	79691	Q21122652
48354	Q18046389	QSER1	79832	Q21122645
48359	Q18046452	PRR5L	79899	Q21122569
48363	Q18046765	PRR7	80758	Q21122578
48365	Q18047188	RILP	83547	Q21122718
48368	Q18047312	PRSS27	83886	Q21122584
48369	Q18047425	SLC7A6OS	84138	Q21122738
48371	Q18047474	RGPD5	84220	Q21122689
48376	Q18047486	RHBDD1	84236	Q21122698
48377	Q18047508	PSMG3	84262	Q21122597
48382	Q4652205	AKT2	208	Q21137530
48386	Q4676901	ACTN1	87	Q21137452
48393	Q5945174	APEX1	328	Q21137455
48397	Q7946718	WARS1	7453	Q21136203
48400	Q14908739	CLOCK	9575	Q21137491
48406	Q14913118	ACSL6	23305	Q21137485
48408	Q14913834	SPHK1	8877	Q21137534
48412	Q14914613	STAT6	6778	Q21137520
48420	Q17854856	DDR1	780	Q21137503
48428	Q17855833	CAPS	828	Q21137538
48433	Q17855958	CAV1	857	Q21137492
48442	Q17861973	CHRNA2	1135	Q21137584
48445	Q17913738	DDX3X	1654	Q21137553
48450	Q17913914	DDX11	1663	Q21137499
48453	Q17914042	DYNC1I2	1781	Q21137591
48459	Q18025185	GABRP	2568	Q21137586
48461	Q18026294	GOLGA2	2801	Q21137479
48465	Q18026859	HDAC2	3066	Q21137582
48470	Q18027570	IFI27	3429	Q21137552
48476	Q18028343	KPNB1	3837	Q21137461
48480	Q18028540	LGALS8	3964	Q21137542
48484	Q18033930	RAB11B	9230	Q21125020
48487	Q18034786	URB1	9875	Q21124883
48489	Q18035179	STAG1	10274	Q21124916
48494	Q18035347	NOD1	10392	Q21124880
48505	Q18035549	RAD51AP1	10635	Q21125006
48507	Q18035633	STAG2	10735	Q21124914
48510	Q18035642	RBBP9	10741	Q21125011
48514	Q18035882	PPP1R17	10842	Q21124953
48520	Q18035988	RAB40B	10966	Q21125017
48522	Q18036527	RAB11FIP2	22841	Q21125021
48528	Q18036545	R3HDM2	22864	Q21125008
48530	Q18036602	RAB3GAP1	22930	Q21125019
48533	Q18036604	POMZP3	22932	Q21124942
48535	Q18036667	RBM34	23029	Q21125034
48540	Q18037111	U2SURP	23350	Q21125032
48542	Q18037235	R3HDM1	23518	Q21124979
48544	Q18037611	NPAP1	23742	Q21124901
48546	Q18037649	POTEH	23784	Q21124943
48548	Q18037689	RAD54B	25788	Q21125010
48553	Q18038260	PLEK2	26499	Q21124927
48559	Q18038771	RBMS3	27303	Q21125040
48562	Q18038794	UTP20	27340	Q21124951
48566	Q18041051	RBM47	54502	Q21125031
48572	Q18041248	PPP1R12C	54776	Q21124948
48575	Q18041327	PPP1R14D	54866	Q21124950
48587	Q18049649	OSCAR	126014	Q21121779
48590	Q18049835	OSCP1	127700	Q21121780
48592	Q18050456	PACRGL	133015	Q21121704
48594	Q18050821	MYO3B	140469	Q21121707
48596	Q18051484	ODF4	146852	Q21121771
48598	Q18053298	PAGE2	203569	Q21121829
48600	Q18053493	OPN5	221391	Q21121775
48604	Q18054693	NSMCE2	286053	Q21121757
48606	Q18055403	NRBP2	340371	Q21121744
48607	Q18057634	PAIP2B	400961	Q21121834
48610	Q18058448	ODF3B	440836	Q21121761
48612	Q18059477	NPIPA3	642778	Q21121717
48613	Q18059477	NPIPA3	642778	Q21121720
48614	Q18059477	NPIPA3	642778	Q21121737
48618	Q18059480	NPIPA2	642799	Q21121717
48619	Q18059480	NPIPA2	642799	Q21121737
48622	Q18060760	PCP4L1	654790	Q21121839
48624	Q18061534	NPIPB8	728734	Q21121719
48626	Q18061538	NPIPB6	728741	Q21121718
48628	Q18063340	NEMP2	100131211	Q21121710
48630	Q18073857	NPIPA7	101059938	Q21121724
48632	Q18073859	NPIPA8	101059953	Q21121724
48636	Q18034876	SUPT7L	9913	Q21122133
48641	Q18035055	TRAP1	10131	Q21122218
48647	Q18035097	TENM1	10178	Q21122179
48649	Q18035164	SPRY3	10251	Q21122110
48652	Q18036600	SEPHS2	22928	Q21122100
48655	Q18037100	SZT2	23334	Q21122169
48661	Q18037753	CATSPERZ	25858	Q21122193
48663	Q18037869	SPATS2L	26010	Q21122102
48669	Q18037870	TENM4	26011	Q21122176
48671	Q18038115	SZRD1	26099	Q21122170
48673	Q18038273	TIMM10B	26515	Q21122172
48678	Q18038725	SULT1C4	27233	Q21122130
48681	Q18039664	TFCP2L1	29842	Q21122194
48682	Q18039872	TRAT1	50852	Q21122224
48688	Q18040222	SPTBN5	51332	Q21122123
48693	Q18040709	TRIM34	53840	Q21122227
48696	Q18041027	ZFAND6	54469	Q21122223
48698	Q18041341	ST7L	54879	Q21122148
48700	Q18041748	SPTLC3	55304	Q21122125
48701	Q18041790	STK32B	55351	Q21122151
48702	Q18041985	TENM3	55714	Q21122178
48706	Q18042107	TEX2	55852	Q21122188
48708	Q18042631	SPPL2B	56928	Q21122092
48710	Q18043041	TENM2	57451	Q21122177
48712	Q18044809	SQOR	58472	Q21122127
48714	Q18045912	TRAK2	66008	Q21122212
48719	Q18046688	TRABD	80305	Q21122228
48721	Q18047333	SPRTN	83932	Q21122101
48728	Q18047384	TKTL2	84076	Q21122206
48731	Q18047501	SLC37A3	84255	Q21122119
48733	Q18047886	SPRYD3	84926	Q21122096
48737	Q18041544	SAMD4B	55095	Q21122817
48740	Q18041650	SBNO1	55206	Q21122748
48742	Q18041786	TCP11L1	55346	Q21122833
48744	Q18042607	SEMA3G	56920	Q21122810
48746	Q18042888	TIGAR	57103	Q21122857
48749	Q18043145	SEMA6A	57556	Q21122805
48754	Q18043156	TRMT5	57570	Q21122869
48755	Q18044260	TSHZ3	57616	Q21122898
48760	Q18044518	SFMBT2	57713	Q21122818
48762	Q18044736	SLC46A2	57864	Q21122903
48764	Q18045342	SAV1	60485	Q21122767
48767	Q18045963	TSEN34	79042	Q21122799
48770	Q18046191	SAP130	79595	Q21122822
48773	Q18046418	TREML2	79865	Q21122881
48775	Q18046549	SEMA6D	80031	Q21122794
48777	Q18046761	TSEN2	80746	Q21122793
48780	Q18047013	ITFG1	81533	Q21122860
48782	Q18047093	TIGD6	81789	Q21122849
48784	Q18047102	SPACA1	81833	Q21122741
48786	Q18047529	C2orf88	84281	Q21122820
48788	Q18047909	TIGD5	84948	Q21122851
48790	Q18048729	TJAP1	93643	Q21122859
48796	Q18048849	SAT2	112483	Q21122766
48798	Q18048886	PTH2	113091	Q21122861
48804	Q18049123	TSGA13	114960	Q21122902
48806	Q18049172	TRMT61A	115708	Q21122873
48807	Q18049296	TAGAP	117289	Q21122842
48810	Q18049529	SENP8	123228	Q21122798
48814	Q18049955	TAF8	129685	Q21122841
48819	Q18051629	SPACA6	147650	Q21122747
48821	Q18052197	SCFD2	152579	Q21122776
48823	Q18052217	TRMT44	152992	Q21122871
48825	Q18052356	SBSPON	157869	Q21122759
48827	Q18052513	C16orf82	162083	Q21122866
48830	Q18052758	TIGD2	166815	Q21122850
48832	Q18053185	TIGD1	200765	Q21122854
48837	Q18029097	MGST1	4257	Q21137518
48840	Q18029139	ATXN3	4287	Q21137578
48845	Q18029199	MMP10	4319	Q21137513
48849	Q18030536	SERPINI2	5276	Q21137484
48854	Q18030644	POLE	5426	Q21137555
48857	Q18031045	RARRES2	5919	Q21137472
48862	Q18031246	RPL23A	6147	Q21137460
48865	Q18031284	RPS5	6193	Q21137469
48867	Q18031532	SMTN	6525	Q21137495
48873	Q18031760	STK3	6788	Q21137583
48876	Q18031775	STX5	6811	Q21137527
48881	Q18031885	TCP1	6950	Q21137519
48884	Q18032248	UBB	7314	Q21137462
48888	Q18032298	UQCRC2	7385	Q21137554
48893	Q18032330	VIPR1	7433	Q21137572
48900	Q18032426	ZNF7	7553	Q21137506
48906	Q18032591	ZNF227	7770	Q21137533
48908	Q18032688	ST7	7982	Q21137487
48913	Q18032898	SPARCL1	8404	Q21137580
48916	Q18033268	GPAA1	8733	Q21137508
48921	Q18033917	LRRFIP2	9209	Q21137494
48923	Q18034372	ATP6V1G1	9550	Q21137470
48926	Q18034424	MTRF1	9617	Q21137468
48930	Q18034648	TBKBP1	9755	Q21137516
48932	Q18034995	NR1H3	10062	Q21137571
48936	Q18034382	MINPP1	9562	Q21122988
48939	Q18034413	VPS9D1	9605	Q21122941
48943	Q18036469	MGAT4A	11320	Q21122976
48946	Q18036564	WDR37	22884	Q21122971
48951	Q18036655	SPEN	23013	Q21122982
48960	Q18036854	N4BP3	23138	Q21123005
48962	Q18036952	WDR43	23160	Q21122947
48964	Q18037092	WASHC4	23325	Q21122948
48966	Q18037542	TSSK2	23617	Q21122901
48968	Q18037732	MGAT4C	25834	Q21122975
48969	Q18037841	UNC50	25972	Q21122910
48971	Q18039660	VPREB3	29802	Q21122940
48977	Q18039827	ATP6V0A4	50617	Q21122939
48979	Q18040115	MZB1	51237	Q21123021
48985	Q18040985	UNC93A	54346	Q21122915
48991	Q18041026	MIOS	54468	Q21122984
48993	Q18041069	WDR44	54521	Q21122949
48996	Q18041415	TRNAU1AP	54952	Q21122907
48998	Q18041778	WDR33	55339	Q21122966
49004	Q18043127	WDR35	57539	Q21122969
49006	Q18043167	UNC79	57578	Q21122919
49008	Q18043182	WDFY1	57590	Q21122957
49010	Q18044485	WDFY4	57705	Q21122956
49012	Q18044560	WDR19	57728	Q21122960
49014	Q18044931	PRUNE1	58497	Q21123032
49016	Q18045429	NAA35	60560	Q21123011
49022	Q18045498	ZBED8	63920	Q21123017
49024	Q18045932	MIS12	79003	Q21122983
49029	Q18046129	ULBP3	79465	Q21123025
49032	Q18046203	NAA16	79612	Q21123013
49034	Q18039511	TRIB2	28951	Q21133856
49037	Q18039518	TMEM176B	28959	Q21133989
49042	Q18039546	NTMT1	28989	Q21134164
49043	Q18040025	NAA20	51126	Q21134038
49046	Q18040374	PHF7	51533	Q21133894
49050	Q18041172	TMEM106B	54664	Q21133848
49056	Q18041232	NUTM2F	54754	Q21134109
49058	Q18041390	TMEM161A	54929	Q21134015
49060	Q18041436	TMEM132A	54972	Q21133988
49062	Q18041802	TMEM176A	55365	Q21134006
49064	Q18041838	SAGE1	55511	Q21133966
49066	Q18042021	TMEM184C	55751	Q21134014
49068	Q18045276	TSKS	60385	Q21134022
49070	Q18046014	TMEM185B	79134	Q21134013
49072	Q18046021	PHF23	79142	Q21133876
49074	Q18046501	SCD5	79966	Q21133971
49076	Q18046613	MOGAT2	80168	Q21133866
49080	Q18046788	LIMD2	80774	Q21133858
49082	Q18046826	PRRT1	80863	Q21133945
49084	Q18047078	VMP1	81671	Q21134023
49089	Q18047290	TMEM120A	83862	Q21134009
49091	Q18047485	TMEM126A	84233	Q21134010
49094	Q18047542	PHF6	84295	Q21133878
49098	Q18047656	TMEM185A	84548	Q21134004
49100	Q18047804	PHF5A	84844	Q21133877
49102	Q18048092	RSPH1	89765	Q21133867
49107	Q18048509	ZNF502	91392	Q21133852
49111	Q18048619	TMEM132C	92293	Q21134000
49113	Q18048709	SP140L	93349	Q21133976
49116	Q18048847	PRRT2	112476	Q21133937
49121	Q18049018	LRRC37B	114659	Q21133860
49123	Q18049070	TMEM132B	114795	Q21133986
49125	Q18049077	TMEM200A	114801	Q21133999
49131	Q18049237	TSEN15	116461	Q21133975
49134	Q18038686	SALL3	27164	Q21125151
49137	Q18038736	SESN1	27244	Q21125185
49144	Q18039513	REM1	28954	Q21125062
49146	Q18039532	MRPS18B	28973	Q21125119
49152	Q18039926	MRPS18C	51023	Q21125117
49153	Q18039972	MRPS7	51081	Q21125116
49157	Q18040254	MRPS17	51373	Q21125112
49162	Q18040477	MRPS23	51649	Q21125118
49163	Q18040990	SLC38A2	54407	Q21125086
49167	Q18041003	RBM27	54439	Q21125056
49169	Q18041573	RBM28	55131	Q21125051
49176	Q18041614	MRPS18A	55168	Q21125111
49182	Q18041618	MRPS10	55173	Q21125106
49183	Q18041687	SLC38A7	55238	Q21125096
49185	Q18041853	RBM38	55544	Q21125048
49187	Q18041882	RNPC3	55599	Q21125045
49189	Q18041970	RBM22	55696	Q21125055
49194	Q18042022	SEPTIN11	55752	Q21125169
49200	Q18042049	RIOK2	55781	Q21125078
49201	Q18042664	MRPS22	56945	Q21125105
49207	Q18042947	SALL4	57167	Q21125159
49212	Q18045506	MRPS14	63931	Q21125104
49213	Q18045555	SAMSN1	64092	Q21125157
49216	Q18045566	RTP4	64108	Q21125122
49218	Q18045632	RNF25	64320	Q21125084
49222	Q18045817	MRPS24	64951	Q21125109
49228	Q18045818	MRPS15	64960	Q21125108
49229	Q18045819	MRPS11	64963	Q21125107
49233	Q18045855	UPF3A	65110	Q21125049
49237	Q18035355	ST3GAL6	10402	Q21137569
49238	Q18035432	VAT1	10493	Q21137539
49243	Q18036040	LILRB3	11025	Q21137575
49247	Q18036487	RNF13	11342	Q21137488
49252	Q18036533	AAK1	22848	Q21137557
49256	Q18036836	EPB41L3	23136	Q21137532
49262	Q18037023	PLCB1	23236	Q21137466
49265	Q18037187	SF3B3	23450	Q21137529
49271	Q18037215	HEY2	23493	Q21137464
49278	Q18037223	LRRC8B	23507	Q21137490
49281	Q18037230	SPIDR	23514	Q21137585
49283	Q18037595	CADM1	23705	Q21137522
49287	Q18037633	MAFF	23764	Q21137566
49290	Q18037710	TNFAIP8	25816	Q21137587
49296	Q18037760	SUMF2	25870	Q21137526
49301	Q18037828	KANK2	25959	Q21137537
49306	Q18038763	SMPDL3B	27293	Q21137463
49308	Q18038790	EIF3K	27335	Q21137536
49313	Q18039696	NME7	29922	Q21137471
49315	Q18039757	BAZ2B	29994	Q21137457
49317	Q18039878	SPOCK3	50859	Q21137590
49319	Q18040971	KCNK10	54207	Q21137456
49321	Q18041385	LIME1	54923	Q21137550
49327	Q18041392	TRMT10C	54931	Q21137496
49328	Q18041785	ZGRF1	55345	Q21137528
49333	Q18042174	SULF2	55959	Q21137477
49334	Q18046211	NDNF	79625	Q21123033
49337	Q18046266	MSANTD2	79684	Q21122991
49339	Q18046386	NAA40	79829	Q21123016
49340	Q18046457	NAA60	79903	Q21123028
49341	Q18046539	NAA25	80018	Q21123009
49343	Q18046571	MZT2B	80097	Q21123014
49345	Q18046606	NAA15	80155	Q21123024
49350	Q18046664	WDR26	80232	Q21122968
49355	Q18046717	ULBP2	80328	Q21123026
49358	Q18046718	ULBP1	80329	Q21123027
49361	Q18047027	RCC1L	81554	Q21122964
49363	Q18047068	UNC93B1	81622	Q21122918
49367	Q18047310	TSPAN10	83882	Q21122904
49370	Q18047599	MSANTD4	84437	Q21122993
49375	Q18047770	NAA11	84779	Q21123023
49376	Q18048143	RHOT2	89941	Q21122981
49379	Q18048198	UNC5A	90249	Q21122913
49384	Q18048409	N4BP2L1	90634	Q21123010
49386	Q18048469	MSANTD3	91283	Q21122994
49388	Q18048944	BUD23	114049	Q21122946
49391	Q18049127	WDR31	114987	Q21122959
49393	Q18049180	WDFY2	115825	Q21122965
49395	Q18049265	WDR17	116966	Q21122958
49397	Q18049508	NAA30	122830	Q21123008
49398	Q18049886	TSHZ2	128553	Q21122906
49400	Q18049914	MIR1-1HG	128826	Q21122973
49402	Q18050514	WDR36	134430	Q21122962
49407	Q18050629	RAET1E	135250	Q21123019
49411	Q18050644	TMEM270	135886	Q21122955
49413	Q18050703	UNC5D	137970	Q21122912
