	QID	label	geneID	proteinID
16529	Q18039512	CCDC22	28952	Q21096358
16533	Q18039727	TRHDE	29953	Q20180797
16537	Q18040064	HSD17B14	51171	Q21096238
16540	Q18040275	ACTL6B	51412	Q21096242
16544	Q18040586	MYOZ2	51778	Q21096452
16552	Q18033885	TMSB10	9168	Q21103348
16557	Q18034305	IL27RA	9466	Q21103387
16559	Q18034628	KNTC1	9735	Q21103451
16561	Q18034649	KMT2B	9757	Q21103455
16563	Q18034907	GOLGA5	9950	Q21103261
16568	Q18034949	GNPDA1	10007	Q21103240
16573	Q18035000	IL18BP	10068	Q21103365
16578	Q18035393	PPIE	10450	Q21103456
16582	Q18035714	GRAP	10750	Q21103288
16588	Q18035793	HBS1L	10767	Q21103347
16591	Q18036496	LAMB4	22798	Q21104617
16594	Q18036657	GOLGA8A	23015	Q21103220
16599	Q18036945	GRAMD4	23151	Q21103290
16604	Q18037115	HAUS5	23354	Q21103305
16605	Q18037673	HYPK	25764	Q21103412
16607	Q18037812	HEATR5A	25938	Q21103355
16609	Q18038019	POLDIP2	26073	Q21103350
16613	Q18038133	IRF2BP1	26145	Q21103394
16615	Q18038281	IL36RN	26525	Q21103415
16618	Q18038523	HBP1	26959	Q21103338
16626	Q18038791	HTATSF1	27336	Q21103351
16630	Q18039905	AMDHD2	51005	Q21103272
16631	Q18040129	TBC1D7	51256	Q21103269
16633	Q18040304	SFMBT1	51460	Q21103302
16639	Q18040367	GSKIP	51527	Q21103298
16643	Q18040619	NUP54	53371	Q21103322
16646	Q18040620	TPCN1	53373	Q21103337
16648	Q18040694	IL20RA	53832	Q21103417
16650	Q18040697	IL20RB	53833	Q21103389
16652	Q18041096	GNL3L	54552	Q21103266
16656	Q18041124	GNB1L	54584	Q21103265
16660	Q18041233	IL17RD	54756	Q21103400
16664	Q18041391	HAUS4	54930	Q21103334
16665	Q18041589	HAUS2	55142	Q21103335
16666	Q18041797	STYK1	55359	Q21103296
16669	Q18041852	IL17RB	55540	Q21103411
16671	Q18041860	HAUS7	55559	Q21103331
16672	Q18042138	GOLGA6B	55889	Q21103217
16674	Q18042149	KMT2E	55904	Q21103453
16679	Q18042535	GRIPAP1	56850	Q21103289
16683	Q18045083	IL22RA1	58985	Q21103396
16688	Q18045600	IRF2BPL	64207	Q21103409
16695	Q18047330	HASPIN	83903	Q21103328
16697	Q18047348	IFI27L2	83982	Q21103410
16699	Q18047790	IL17RC	84818	Q21103399
16701	Q18048707	HAUS8	93323	Q21103333
16702	Q18048774	HTRA3	94031	Q21103353
16703	Q18049482	IFI27L1	122509	Q21103406
16705	Q18050280	IL17RE	132014	Q21103401
16707	Q18050446	GNPDA2	132789	Q21103262
16710	Q18052435	H2BW1	158983	Q21103301
16712	Q18052469	TAMALIN	160622	Q21103291
16714	Q18053093	GRAMD2A	196996	Q21103292
16716	Q18053271	HTRA4	203100	Q21103352
16717	Q18053389	TPCN2	219931	Q21103323
16719	Q18053694	EIF4E1B	253314	Q21103362
16725	Q18054797	H2BW2	286436	Q21103300
16727	Q18055402	KLHL38	340359	Q21103251
16729	Q18055494	GOLGA6A	342096	Q21103267
16731	Q18055671	GNAT3	346562	Q21103224
16738	Q18055993	IRF2BP2	359948	Q21103391
16741	Q18057540	GRAPL	400581	Q21103293
16743	Q18057620	IL17REL	400935	Q21103390
16745	Q18057759	GOLGA7B	401647	Q21103250
16750	Q18031867	HNF1A	6927	Q21102696
16755	Q18032699	GLRA3	8001	Q21103146
16758	Q18032933	DYRK3	8444	Q21102693
16762	Q18032935	DYRK2	8445	Q21102725
16766	Q18033221	HYAL2	8692	Q21103082
16769	Q18033396	DYRK4	8798	Q21102738
16770	Q18034267	FHL5	9457	Q21103087
16776	Q18034383	H6PD	9563	Q21103110
16780	Q18034516	NUP155	9631	Q21102751
16783	Q18035011	GPC6	10082	Q21103213
16786	Q18035514	ERN2	10595	Q21103047
16787	Q18035910	CFHR4	10877	Q21103092
16793	Q18035984	ERP29	10961	Q21103042
16797	Q18036433	PACSIN2	11252	Q21102748
16801	Q18036629	EFR3B	22979	Q21102758
16803	Q18036684	FNBP1	23048	Q21102726
16809	Q18036701	ERP44	23071	Q21103054
16812	Q18036960	EFR3A	23167	Q21102752
16814	Q18037684	RASGRP3	25780	Q21102715
16820	Q18037864	MOXD1	26002	Q21103166
16824	Q18037887	GLCE	26035	Q21103133
16828	Q18037903	DNM3	26052	Q21102750
16834	Q18038302	OSTF1	26578	Q21102754
16840	Q18038687	GLS2	27165	Q21103177
16844	Q18039615	FHOD1	29109	Q21103106
16849	Q18039618	SAP30BP	29115	Q21103105
16851	Q18039925	GLRX2	51022	Q21103174
16855	Q18040102	GLRX5	51218	Q21103167
16860	Q18040232	TAOK3	51347	Q21103057
16862	Q18040522	GPRC5B	51704	Q21103212
16866	Q18041044	TMX3	54495	Q21103097
16869	Q18041316	GDPD2	54857	Q21103127
16871	Q18041623	MRM3	55178	Q21103103
16874	Q18041842	TRIM36	55521	Q21103171
16876	Q18042139	GPRC5C	55890	Q21103210
16880	Q18042194	GNG12	55970	Q21103104
16885	Q18042348	GPCPD1	56261	Q21103209
16887	Q18044649	G6PC2	57818	Q21103117
16890	Q18044817	PLEKHB1	58473	Q21103129
16892	Q18045244	GPBP1L1	60313	Q21103208
16894	Q18045639	ARHGAP9	64333	Q21103098
16897	Q18045861	WNK1	65125	Q21103058
16900	Q18046029	GDPD3	79153	Q21103121
16902	Q18046118	GLB1L	79411	Q21103138
16904	Q18046243	DYNC2H1	79659	Q21102721
16909	Q18046642	FHOD3	80206	Q21103086
16912	Q18047008	CFHR5	81494	Q21103099
16918	Q18047021	GDPD5	81544	Q21103125
16920	Q18047202	SOX7	83595	Q21103170
16925	Q18047341	TSSK1B	83942	Q21102756
16927	Q18047371	KIRREL2	84063	Q21103088
16932	Q18047409	PCBD2	84105	Q21102733
16936	Q18048056	FHDC1	85462	Q21103101
16938	Q18048144	GLB1L2	89944	Q21103141
16940	Q18048457	SLC25A46	91137	Q21103093
16943	Q18048561	NEK9	91754	Q21102722
16945	Q18048644	G6PC3	92579	Q21103116
16948	Q18048781	HSPB9	94086	Q21102729
16949	Q18048879	GLB1L3	112937	Q21103142
16955	Q18048883	KTI12	112970	Q21103094
16956	Q18048904	GLCCI1	113263	Q21103139
16962	Q18049009	ERMAP	114625	Q21103053
16970	Q18049095	FHAD1	114827	Q21103060
16973	Q18049470	SLAIN1	122060	Q21103090
16975	Q18052005	GPBAR1	151306	Q21103207
16983	Q18053191	DHFR2	200895	Q21102712
16985	Q18053306	HIPK1	204851	Q21103089
16988	Q18053412	GDPD4	220032	Q21103120
16990	Q18053537	GPC2	221914	Q21103199
16993	Q18053564	GPRC6A	222545	Q21103198
16997	Q18054264	GDPD1	284161	Q21103122
16999	Q18054279	DYNAP	284254	Q21102717
17002	Q18055549	MYBPHL	343263	Q21103059
17004	Q18055890	KRTAP12-1	353332	Q21103073
17006	Q18060551	GOLGA8J	653073	Q21103218
17008	Q18060651	GOLGA6C	653641	Q21103216
17010	Q18061268	GOLGA8O	728047	Q21103215
17012	Q17709258	ACTA2	59	Q21110401
17019	Q17709965	ADD2	119	Q21110408
17026	Q17710014	ADD3	120	Q21110409
17033	Q17833539	ATP4A	495	Q21110467
17034	Q17833574	ATP4B	496	Q21110468
17035	Q17833929	ATP5F1E	514	Q21110469
17038	Q17834200	ATP5ME	521	Q21110471
17040	Q17834668	ATP6V1C1	528	Q21110418
17042	Q17853980	C1QBP	708	Q21110443
17047	Q17854151	C4BPB	725	Q21110511
17049	Q17855847	CAPZA2	830	Q21110567
17052	Q17910472	CSN3	1448	Q21110545
17055	Q17912945	BRINP1	1620	Q21110478
17060	Q17915094	DTX1	1840	Q21110056
17065	Q17915128	EBF1	1879	Q21110476
17071	Q17916075	EGR2	1959	Q21110101
17077	Q17916076	EGR3	1960	Q21110116
17083	Q18015283	GSTA4	2941	Q21110565
17087	Q18025766	GFER	2671	Q21110410
17092	Q18026495	GRN	2896	Q21110419
17097	Q18028166	KCNH1	3756	Q21110532
17102	Q18030298	SLC22A18AS	5003	Q21110499
17104	Q18030680	PPEF2	5470	Q21110528
17107	Q18030681	PPEF1	5475	Q21110526
17110	Q18030780	PRKCQ	5588	Q21110503
17116	Q18032605	ZXDA	7789	Q21110513
17118	Q18032989	PKP4	8502	Q21110475
17123	Q18033766	BRSK2	9024	Q21110488
17127	Q18033917	LRRFIP2	9209	Q21110477
17129	Q18034029	LONP1	9361	Q21110551
17132	Q18034631	CCP110	9738	Q21110530
17137	Q18035005	HUWE1	10075	Q21110444
17141	Q18035062	ARFRP1	10139	Q21110424
17146	Q18035352	NDRG1	10397	Q21110540
17151	Q18035402	TACC3	10460	Q21110465
17158	Q18035947	BTNL3	10917	Q21110505
17160	Q18036098	CYB561D2	11068	Q21110510
17161	Q18036492	CASC3	22794	Q21110543
17167	Q18037168	ITGB3BP	23421	Q21110423
17174	Q18037564	ARFIP2	23647	Q21110420
17182	Q18038079	GGA1	26088	Q21110434
17186	Q18038219	ARFGAP3	26286	Q21110433
17193	Q18038622	DMAC2L	27109	Q21110473
17195	Q18038679	BRPF3	27154	Q21110497
17197	Q18038727	ARFIP1	27236	Q21110422
17202	Q18040759	BRWD1	54014	Q21110496
17205	Q18041071	ASNSD1	54529	Q21110461
17207	Q18041364	CDKAL1	54901	Q21110415
17212	Q18031047	RASA1	5921	Q21104745
17214	Q18031446	MAP2K4	6416	Q21104645
17216	Q18031583	SLC22A3	6581	Q21104718
17219	Q18031690	SPTA1	6708	Q21104729
17223	Q18032051	TNNT2	7139	Q21104681
17229	Q18032667	ABHD16A	7920	Q21104726
17231	Q18032932	NCK2	8440	Q21104711
17235	Q18032982	PPFIBP2	8495	Q21104631
17237	Q18032990	PIK3R3	8503	Q21104857
17242	Q18033199	EIF3H	8667	Q21104703
17247	Q18033789	MAP7	9053	Q21104656
17252	Q18034240	HOMER3	9454	Q21104692
17258	Q18034636	ARHGAP32	9743	Q21104691
17261	Q18034948	ABI1	10006	Q21104840
17266	Q18035031	PPIF	10105	Q21104764
17270	Q18035167	STAM2	10254	Q21104721
17276	Q18035353	RACK1	10399	Q21104919
17280	Q18035502	SORBS1	10580	Q21104875
17284	Q18035958	APOBEC2	10930	Q21104900
17289	Q18035983	LMAN2	10960	Q21104635
17295	Q18036077	ABHD2	11057	Q21104735
17297	Q18036565	ABLIM3	22885	Q21104723
17303	Q18036619	TRIM32	22954	Q21104807
17306	Q18036647	RIMS1	22999	Q21104836
17311	Q18037559	LDOC1	23641	Q21104725
17312	Q17854605	CACNA1A	773	Q21104701
17316	Q17909794	CRK	1398	Q21104797
17321	Q17909811	CRKL	1399	Q21104798
17326	Q17915090	DTNB	1838	Q21104713
17331	Q17917132	ERBB3	2065	Q21104746
17340	Q17917202	ERBB4	2066	Q21104817
17348	Q17927586	FARSA	2193	Q21104906
17350	Q17928825	FLNC	2318	Q21104811
17355	Q18026478	RAPGEF1	2889	Q21104809
17358	Q18026930	MNX1	3110	Q21104686
17363	Q18028393	KRT33B	3884	Q21104812
17368	Q18028452	LAMB1	3912	Q21104626
17371	Q18028458	LAMB3	3914	Q21104630
17375	Q18028460	LAMC1	3915	Q21104628
17379	Q18028609	LMO2	4005	Q21104754
17383	Q18028612	PRICKLE3	4007	Q21104712
17385	Q18028763	MARCKS	4082	Q21104654
17389	Q18028818	MAGEA12	4111	Q21104825
17392	Q18029236	MNT	4335	Q21104690
17395	Q18029423	MSH5	4439	Q21104706
17398	Q18030585	PLCG1	5335	Q21104742
17403	Q18030848	PSMA1	5682	Q21104752
17414	Q18037662	TFIP11	24144	Q21104895
17419	Q18037758	ABHD14A	25864	Q21104866
17420	Q18037828	KANK2	25959	Q21104824
17425	Q18039579	METTL5	29081	Q21104668
17426	Q18039732	DMGDH	29958	Q21104652
17428	Q18039992	ABHD5	51099	Q21104849
17433	Q18040005	METTL9	51108	Q21104666
17436	Q18040105	ABI3	51225	Q21104892
17440	Q18040224	PRR16	51334	Q21104822
17443	Q18040435	LSR	51599	Q21104639
17447	Q18041787	ABHD10	55347	Q21104890
17448	Q18043026	ABHD6	57406	Q21104871
17450	Q18043095	MAVS	57506	Q21104831
17453	Q18045473	ABHD4	63874	Q21104845
17454	Q18045594	CARD9	64170	Q21104880
17457	Q18045794	METTL4	64863	Q21104664
17460	Q18045847	MRPL44	65080	Q21104888
17461	Q18046174	GCC1	79571	Q21104859
17466	Q18046178	ABHD8	79575	Q21104862
17467	Q18046222	ARMC7	79637	Q21104882
17469	Q18046322	LMAN1L	79748	Q21104638
17471	Q18046385	METTL8	79828	Q21104667
17472	Q18046804	CEP44	80817	Q21104876
17474	Q18047034	LMAN2L	81562	Q21104637
17479	Q18047159	ABHD11	83451	Q21104844
17481	Q18047229	TLN2	83660	Q21104907
17485	Q18047410	PRAM1	84106	Q21104864
17490	Q18047483	TRAF7	84231	Q21104649
17492	Q18047798	ABHD14B	84836	Q21104863
17493	Q18047816	RIOX2	84864	Q21104672
17499	Q18047906	ABHD13	84945	Q21104827
17500	Q18048578	NDUFAF2	91942	Q21104673
17503	Q18048844	EGLN3	112399	Q21104886
17509	Q18049122	MRFAP1L1	114932	Q21104861
17511	Q18049215	ABHD15	116236	Q21104826
17512	Q1161264	ETFDH	2110	Q21112373
17517	Q17709600	ADCY1	107	Q21111202
17521	Q17709638	ADCY2	108	Q21111201
17525	Q17709649	ADCY3	109	Q21111192
17528	Q17709656	ADCY5	111	Q21111195
17531	Q17709659	ADCY6	112	Q21111191
17534	Q17709715	ADCY7	113	Q21111200
17538	Q17709763	ADCY8	114	Q21111198
17540	Q17709777	ADCY9	115	Q21111193
17543	Q17709877	ADD1	118	Q21111197
17550	Q17826544	SLC25A4	291	Q21111224
17554	Q17861971	CHRNA1	1134	Q21111162
17559	Q17861973	CHRNA2	1135	Q21111181
17562	Q17861975	CHRNA3	1136	Q21111175
17564	Q17861978	CHRNA5	1138	Q21111173
17566	Q17861981	CHRNB1	1140	Q21111165
17568	Q17861982	CHRNB2	1141	Q21111171
17572	Q17861983	CHRNB3	1142	Q21111179
17574	Q17861984	CHRNB4	1143	Q21111174
17576	Q17861985	CHRND	1144	Q21111180
17578	Q17861987	CHRNE	1145	Q21111178
17580	Q17861988	CHRNG	1146	Q21111163
17582	Q17915947	EEF1A2	1917	Q21111147
17587	Q17927050	FABP2	2169	Q21111245
17595	Q18023981	FDXR	2232	Q21111227
17599	Q18030878	PSMD4	5710	Q21111228
17603	Q18030957	PTPRZ1	5803	Q21111308
17607	Q18031471	SGTA	6449	Q21111240
17612	Q18031474	SH3BP2	6452	Q21111127
17614	Q18031842	TARBP2	6895	Q21111253
17620	Q18032316	VAV2	7410	Q21111124
17626	Q18032944	CUL3	8452	Q21111152
17634	Q18033295	ADAM23	8745	Q21111185
17636	Q18033572	CHRNA6	8973	Q21111182
17640	Q18034000	TRIP10	9322	Q21111129
17647	Q18034648	TBKBP1	9755	Q21111238
17649	Q18034847	POM121	9883	Q21111269
17655	Q18034993	ABCC9	10060	Q21111140
17658	Q18035455	IPO8	10526	Q21111239
17663	Q18035467	GLRX3	10539	Q21111306
17669	Q18035476	AGR2	10551	Q21111244
17672	Q18035490	RABAC1	10567	Q21111221
17677	Q18035897	ADAM28	10863	Q21111186
17679	Q18036059	ADRM1	11047	Q21111230
17683	Q18036732	TNRC6B	23112	Q21111287
17688	Q18037736	ABTB2	25841	Q21111156
17690	Q18038279	AGO1	26523	Q21111286
17693	Q18038768	ADAMDEC1	27299	Q21111187
17694	Q18038783	TNRC6A	27327	Q21111264
17700	Q18039545	DBNL	28988	Q21111138
17705	Q18039672	CNOT7	29883	Q21111282
17711	Q18039744	UBQLN2	29978	Q21111235
17716	Q18039767	SH3KBP1	30011	Q21111132
17720	Q18040257	UCHL5	51377	Q21111236
17724	Q18041253	ALKBH4	54784	Q21111334
17725	Q18041291	NUP62CL	54830	Q21111270
17727	Q18041353	ALKBH5	54890	Q21111313
17729	Q18041850	CDCA7L	55536	Q21111159
17733	Q18041873	CHRNA9	55584	Q21111184
17735	Q18042074	ADCY10	55811	Q21111219
17738	Q18042782	COQ8A	56997	Q21111212
17744	Q18042924	ADCK1	57143	Q21111210
17745	Q18042939	TRIM54	57159	Q21111220
17747	Q18044437	TNRC6C	57690	Q21111275
17749	Q18045047	ABRACL	58527	Q21111160
17751	Q18045650	ZMAT3	64393	Q21111274
17753	Q18046012	DHX58	79132	Q21111268
17761	Q18046478	COQ8B	79934	Q21111213
17762	Q18046679	HSD3B7	80270	Q21111135
17764	Q18046709	CEP70	80321	Q21111157
17769	Q18046714	ABTB1	80325	Q21111158
17774	Q18046735	TNKS2	80351	Q21111137
17777	Q18046819	SH3BP5L	80851	Q21111130
17779	Q18047513	ALKBH7	84266	Q21111332
17780	Q18047923	ALKBH6	84964	Q21111310
17781	Q18047973	KRTAP4-2	85291	Q21111133
17782	Q18048442	ADCK2	90956	Q21111204
17783	Q18048600	MTDH	92140	Q21111259
17787	Q18048673	REEP6	92840	Q21111217
17789	Q18048895	ADAT3	113179	Q21111214
17790	Q18049274	CATSPER1	117144	Q21111265
17792	Q18049454	ALKBH2	121642	Q21111312
17793	Q18050525	ADAT2	134637	Q21111208
17794	Q18050692	ABRA	137735	Q21111153
17796	Q18052318	AGR3	155465	Q21111266
17801	Q18052561	SYNE4	163183	Q21111155
17803	Q18052604	ADGRF3	165082	Q21111301
17808	Q18052710	ADGRA3	166647	Q21111261
17812	Q18058252	IDNK	414328	Q21103254
17814	Q18058368	GOLGA8B	440270	Q21103221
17819	Q18058942	GPX8	493869	Q21103294
17821	Q18059618	GOLGA8N	643699	Q21103226
17823	Q18060653	GOLGA6D	653643	Q21103231
17825	Q18073855	GOLGA8R	101059918	Q21103228
17827	Q18250901	GNPAT	8443	Q21103230
17829	Q17832144	ART3	419	Q21108993
17832	Q17832163	ART4	420	Q21108994
17836	Q17855994	RUNX1T1	862	Q21108964
17842	Q17918564	F2RL2	2151	Q21108995
17847	Q18025443	LRRC32	2615	Q21108890
17849	Q18029091	CTAGE5	4253	Q21108936
17854	Q18029266	MPP2	4355	Q21108950
17859	Q18029269	MPP3	4356	Q21108949
17861	Q18029649	MTX1	4580	Q21108972
17866	Q18029698	MYBL1	4603	Q21108983
17870	Q18029965	NDUFS1	4719	Q21109055
17872	Q18029968	NDUFS2	4720	Q21109053
17875	Q18030207	NPTX1	4884	Q21109086
17880	Q18030208	NPTX2	4885	Q21109079
17885	Q18030571	PKP2	5318	Q21108980
17889	Q18030664	POU2AF1	5450	Q21109090
17895	Q18031022	RAG1	5896	Q21109003
17902	Q18031323	RRAS	6237	Q21109002
17909	Q18031570	SLC16A2	6567	Q21108948
17913	Q18050757	DCAF12L1	139170	Q21110014
17915	Q18051473	CD300LF	146722	Q21109821
17920	Q18051489	CD300LG	146894	Q21109816
17922	Q18053145	CYP4Z1	199974	Q21109909
17926	Q18053626	CNOT6L	246175	Q21109871
17929	Q18053872	CATSPERD	257062	Q21109973
17931	Q18053923	CYP4X1	260293	Q21109910
17935	Q18054344	CYP4A22	284541	Q21109906
17939	Q18054498	CYP4V2	285440	Q21109908
17943	Q18054579	SREK1IP1	285672	Q21109880
17945	Q18055429	DCAF12L2	340578	Q21110015
17947	Q18055506	CD300E	342510	Q21109812
17949	Q18055744	CATSPER3	347732	Q21109974
17951	Q18055770	CTU2	348180	Q21109965
17955	Q18056212	CATSPER4	378807	Q21109971
17957	Q18057439	CTXN2	399697	Q21109949
17959	Q18057969	CTXN1	404217	Q21109960
17961	Q18059288	CTXN3	613212	Q21109966
17963	Q18063377	CD300LD	100131439	Q21109817
17965	Q18074493	C21orf140	101928147	Q21109947
17967	Q18031573	SLC34A1	6569	Q21109085
17970	Q18031791	SUPV3L1	6832	Q21108924
17974	Q18031833	TAF13	6884	Q21108974
17980	Q18031885	TCP1	6950	Q21108957
17983	Q18032049	TNNI3	7137	Q21108986
17988	Q18032086	TPSAB1	7177	Q21109026
17992	Q18032228	TULP1	7287	Q21108996
17999	Q18032424	ZNF3	7551	Q21108976
18004	Q18032715	RASSF7	8045	Q21109014
18007	Q18032972	SEMA7A	8482	Q21109000
18013	Q18033842	SLC16A6	9120	Q21108944
18015	Q18033843	SLC16A5	9121	Q21108943
18020	Q18033844	SLC16A4	9122	Q21108941
18023	Q18033899	SLC24A1	9187	Q21108999
18024	Q18034314	NAPSA	9476	Q21108990
18028	Q18034595	RIMS2	9699	Q21109042
18031	Q18034671	SNX17	9784	Q21109025
18037	Q18035115	NME6	10201	Q21109052
18039	Q18035159	SLC17A2	10246	Q21109077
18041	Q18035429	LRRC41	10489	Q21108891
18047	Q18035482	RPP38	10557	Q21109013
18050	Q18035491	SLC34A2	10568	Q21109078
18053	Q18035831	SLC17A3	10786	Q21109076
18058	Q18036519	NLGN4Y	22829	Q21109062
18059	Q18036590	NCBP2	22916	Q21108914
18061	Q18036686	ZHX3	23051	Q21109063
18068	Q18037017	VPS13A	23230	Q21109038
18073	Q18037675	SLC24A2	25769	Q21109040
18075	Q18037843	MMACHC	25974	Q21108935
18080	Q18039673	SNX8	29886	Q21109043
18084	Q18039960	NOSIP	51070	Q21109067
18088	Q18039997	MECR	51102	Q21108933
18093	Q18040325	TRIAP1	51499	Q21108932
18095	Q18040387	RAB14	51552	Q21109094
18101	Q18040505	PALS2	51678	Q21108954
18108	Q18040991	NLGN3	54413	Q21109066
18112	Q18041298	LRRC49	54839	Q21108896
18114	Q18041424	ODAM	54959	Q21109091
18117	Q18041725	LRRC36	55282	Q21108892
18119	Q18041859	PLXNA3	55558	Q21108963
18122	Q18041920	LRRC40	55631	Q21108903
18126	Q18041963	TRMU	55687	Q21108970
18130	Q18043036	SLC24A3	57419	Q21109039
18132	Q18043077	NLN	57486	Q21109058
18134	Q18043091	NLGN4X	57502	Q21109061
18138	Q18045054	MYOZ1	58529	Q21108989
18143	Q18045077	MPP4	58538	Q21108953
18145	Q18045538	RBM26	64062	Q21109029
18150	Q18045714	PDIA2	64714	Q21109017
18155	Q18046345	LRRC31	79782	Q21108894
18157	Q18046546	SLC8B1	80024	Q21109032
18163	Q18046705	ZKSCAN3	80317	Q21108926
18165	Q18047126	RAB1B	81876	Q21109098
18167	Q18040673	RIPPLY3	53820	Q21110045
18169	Q18041021	ETAA1	54465	Q21110201
18171	Q18041103	EPB41L4B	54566	Q21110064
18173	Q18041122	EGLN1	54583	Q21110136
18178	Q18041226	EPDR1	54749	Q21110190
18180	Q18042073	FOXJ2	55810	Q21110144
18185	Q18042308	NSMCE3	56160	Q21110077
18187	Q18042658	ENY2	56943	Q21110188
18189	Q18042758	DTWD1	56986	Q21110057
18193	Q18043078	ESYT2	57488	Q21110194
18200	Q18044311	EP400	57634	Q21110183
18206	Q18044393	EPB41L5	57669	Q21110068
18212	Q18044548	EPG5	57724	Q21110184
18214	Q18045009	EPS15L1	58513	Q21110189
18219	Q18045559	EPB41L4A	64097	Q21110069
18221	Q18045599	EDDM3B	64184	Q21110168
18223	Q18045681	DNAI2	64446	Q21110041
18228	Q18045758	EPS8L2	64787	Q21110208
18232	Q18045791	DCLRE1B	64858	Q21110036
18238	Q18045841	RAPH1	65059	Q21110126
18243	Q18046177	EPS8L3	79574	Q21110206
18247	Q18046371	EHMT1	79813	Q21110138
18253	Q18046743	ESX1	80712	Q21110198
18255	Q18047278	ESYT3	83850	Q21110195
18257	Q18047700	SPINK7	84651	Q21110169
18259	Q18047751	PRRC2B	84726	Q21110124
18262	Q18047895	RITA1	84934	Q21110034
18264	Q18048441	ESAM	90952	Q21110207
18266	Q18048843	EGLN2	112398	Q21110131
18267	Q5031386	CT45A5	441521	Q21117358
18268	Q5031386	CT45A5	441521	Q21117359
18269	Q5031386	CT45A5	441521	Q21117361
18279	Q17859777	CDC34	997	Q21117419
18285	Q17908602	COPA	1314	Q21117294
18290	Q17911095	CSTF3	1479	Q21117364
18296	Q17911653	CYLC1	1538	Q21117446
18297	Q17911660	CYP3A7	1551	Q21117301
18302	Q17912018	CYP3A5	1577	Q21117300
18307	Q17912104	CYP4A11	1579	Q21117304
18309	Q17913462	DDB2	1643	Q21117438
18313	Q18031640	SNTB2	6645	Q21117337
18319	Q18031958	NR2F1	7025	Q21117277
18324	Q18031959	NR2F2	7026	Q21117279
18328	Q18032351	CORO2A	7464	Q21117285
18334	Q18032924	STK24	8428	Q21117407
18337	Q18033459	LIN7A	8825	Q21117331
18344	Q18033779	UBE2M	9040	Q21117426
18349	Q18033962	COPB2	9276	Q21117292
18355	Q18034639	CLSTN3	9746	Q21117384
18357	Q18034703	CUL7	9820	Q21117430
18366	Q18034928	RBX1	9978	Q21117428
18371	Q18047158	DRC3	83450	Q21108902
18377	Q18047562	NAA38	84316	Q21108907
18379	Q18047915	MPND	84954	Q21108951
18380	Q18048292	LRRC46	90506	Q21108900
18382	Q18048584	MYOZ3	91977	Q21108987
18384	Q18048601	MTSS2	92154	Q21108975
18386	Q18049088	RHPN1	114822	Q21108977
18389	Q18049154	LRRC42	115353	Q21108905
18391	Q18049199	LRRC3B	116135	Q21108901
18394	Q18049277	MIA2	117153	Q21108936
18401	Q18049523	SLC24A4	123041	Q21109034
18406	Q18049524	SLC25A29	123096	Q21108929
18409	Q18049535	LRRC28	123355	Q21108895
18411	Q18049727	MISP	126353	Q21108940
18413	Q18049777	LRRC38	126755	Q21108893
18415	Q18049820	LRRC39	127495	Q21108899
18421	Q18050669	MPLKIP	136647	Q21108952
18426	Q18051052	SLC34A3	142680	Q21109087
18429	Q18052070	LRRC34	151827	Q21108897
18431	Q18052505	ODF3L1	161753	Q21109096
18433	Q18052856	SNX31	169166	Q21108925
18435	Q18052994	RHOV	171177	Q21109035
18437	Q18053725	LRRC43	254050	Q21108898
18439	Q18054335	ODF3L2	284451	Q21109095
18441	Q18055293	LRRC30	339291	Q21108889
18443	Q18057583	NCMAP	400746	Q21109028
18445	Q3631793	BECN1	8678	Q21097409
18454	Q4033031	ANK2	287	Q21097261
18461	Q15996565	ASXL3	80816	Q21097548
18471	Q18048846	CAVIN3	112464	Q21110182
18473	Q18049074	ESCO1	114799	Q21110205
18477	Q18049415	FAM186A	121006	Q21110212
18479	Q18049696	EID2B	126272	Q21110076
18481	Q18049826	DCST2	127579	Q21110026
18483	Q18051660	ERVV-1	147664	Q21110202
18485	Q18051873	DCST1	149095	Q21110025
18487	Q18052022	DTX3L	151636	Q21110060
18490	Q18052333	ESCO2	157570	Q21110204
18495	Q18052556	EID2	163126	Q21110073
18497	Q18053066	DTX3	196403	Q21110058
18500	Q18053078	DCP1B	196513	Q21110032
18505	Q18053729	EHBP1L1	254102	Q21110128
18507	Q18054418	EOGT	285203	Q21110177
18508	Q18054558	DTWD2	285605	Q21110059
18510	Q18055375	FAM170A	340069	Q21110209
18512	Q18055534	RD3	343035	Q21110127
18514	Q18056953	PABPN1L	390748	Q21110161
18516	Q18058346	DBX2	440097	Q21110017
18521	Q18058941	EID3	493861	Q21110072
18523	Q20767259	SH2D3A	10045	Q21110132
18528	Q20970080	EPB41L1	2036	Q21110065
18535	Q17855556	CALM3	808	Q21110687
18537	Q17909191	CPT1B	1375	Q21110591
18538	Q17911658	CYP2A7	1549	Q21110743
18543	Q17916077	EGR4	1961	Q21110114
18549	Q17916841	EPB41L2	2037	Q21110063
18554	Q17917256	ERCC1	2067	Q21110095
18562	Q18026168	GLUD2	2747	Q21110040
18567	Q18027359	HSPA9	3313	Q21110109
18569	Q18027678	IGFBP3	3486	Q21110108
18574	Q18030230	ROR1	4919	Q21110113
18578	Q18030435	ENPP3	5169	Q21110156
18582	Q18030546	PIK3C2B	5287	Q21110081
18585	Q18031517	SLA	6503	Q21110119
18587	Q18032012	TLN1	7094	Q21110152
18593	Q18032340	VSNL1	7447	Q21110055
