	geneID	proteinID	wikilink	counts
3132	3818	Q22676815	https://en.wikipedia.org/wiki/KLKB1	1
3133	3820	Q21133669	https://en.wikipedia.org/wiki/KLRB1	1
3134	3821	Q21119386	https://en.wikipedia.org/wiki/NKG2	1
3135	3822	Q21123086	https://en.wikipedia.org/wiki/KLRC2	1
3136	3824	Q6332991	https://en.wikipedia.org/wiki/KLRD1	1
3137	3827	Q21108132	https://en.wikipedia.org/wiki/Kininogen_1	1
3138	3831	Q21150953	https://en.wikipedia.org/wiki/KLC1	1
3139	3832	Q21119888	https://en.wikipedia.org/wiki/Kinesin_family_member_11	1
3140	3833	Q21114834	https://en.wikipedia.org/wiki/KIFC1	1
3141	3835	Q21119890	https://en.wikipedia.org/wiki/KIF22	1
3142	3836	Q21111455	https://en.wikipedia.org/wiki/Karyopherin_alpha_1	1
3143	3836	Q21138581	https://en.wikipedia.org/wiki/Karyopherin_alpha_1	1
3144	3837	Q21112349	https://en.wikipedia.org/wiki/KPNB1	1
3145	3837	Q21137461	https://en.wikipedia.org/wiki/KPNB1	1
3146	3838	Q21131854	https://en.wikipedia.org/wiki/Karyopherin_alpha_2	1
3147	3839	Q21114042	https://en.wikipedia.org/wiki/KPNA3	1
3148	3840	Q21110811	https://en.wikipedia.org/wiki/KPNA4	1
3149	3841	Q21111437	https://en.wikipedia.org/wiki/KPNA5	1
3150	3841	Q21139705	https://en.wikipedia.org/wiki/KPNA5	1
3151	3842	Q21106235	https://en.wikipedia.org/wiki/Transportin_1	1
3152	3842	Q21149241	https://en.wikipedia.org/wiki/Transportin_1	1
3153	3843	Q21113293	https://en.wikipedia.org/wiki/IPO5	1
3154	3843	Q21137404	https://en.wikipedia.org/wiki/IPO5	1
3155	3845	Q21149631	https://en.wikipedia.org/wiki/KRAS	1
3156	3845	Q4042017	https://en.wikipedia.org/wiki/KRAS	1
3157	3848	Q6393585	https://en.wikipedia.org/wiki/Keratin_1	1
3158	3849	Q6393602	https://en.wikipedia.org/wiki/Keratin_2A	1
3159	3850	Q4219505	https://en.wikipedia.org/wiki/Keratin_3	1
3160	3851	Q21113486	https://en.wikipedia.org/wiki/Keratin_4	1
3161	3852	Q6393609	https://en.wikipedia.org/wiki/Keratin_5	1
3162	3853	Q6393610	https://en.wikipedia.org/wiki/Keratin_6A	1
3163	3854	Q21118931	https://en.wikipedia.org/wiki/Keratin_6B	1
3164	3855	Q6393616	https://en.wikipedia.org/wiki/Keratin_7	1
3165	3856	Q3201121	https://en.wikipedia.org/wiki/Keratin_8	1
3166	3857	Q6393618	https://en.wikipedia.org/wiki/Keratin_9	1
3167	3858	Q6393584	https://en.wikipedia.org/wiki/Keratin_10	1
3168	3859	Q4219506	https://en.wikipedia.org/wiki/Keratin_12	1
3169	3860	Q21151229	https://en.wikipedia.org/wiki/Keratin_13	1
3170	3860	Q6393588	https://en.wikipedia.org/wiki/Keratin_13	1
3171	3861	Q6393589	https://en.wikipedia.org/wiki/Keratin_14	1
3172	3866	Q21150399	https://en.wikipedia.org/wiki/Keratin_15	1
3173	3866	Q6393591	https://en.wikipedia.org/wiki/Keratin_15	1
3174	3868	Q14864310	https://en.wikipedia.org/wiki/Keratin_16	1
3175	3868	Q21150473	https://en.wikipedia.org/wiki/Keratin_16	1
3176	3872	Q21150643	https://en.wikipedia.org/wiki/Keratin_17	1
3177	3872	Q6393594	https://en.wikipedia.org/wiki/Keratin_17	1
3178	3875	Q6393596	https://en.wikipedia.org/wiki/Keratin_18	1
3179	3880	Q6393598	https://en.wikipedia.org/wiki/Keratin_19	1
3180	3881	Q21115094	https://en.wikipedia.org/wiki/KRT31	1
3181	3882	Q21118521	https://en.wikipedia.org/wiki/KRT32	1
3182	3883	Q21207422	https://en.wikipedia.org/wiki/KRT33A	1
3183	3884	Q21104812	https://en.wikipedia.org/wiki/KRT33B	1
3184	3885	Q22676709	https://en.wikipedia.org/wiki/Keratin_34	1
3185	3886	Q21113576	https://en.wikipedia.org/wiki/KRT35	1
3186	3887	Q21108747	https://en.wikipedia.org/wiki/KRT81	1
3187	3889	Q21118515	https://en.wikipedia.org/wiki/KRT83	1
3188	3890	Q21133263	https://en.wikipedia.org/wiki/KRT84	1
3189	3891	Q21119249	https://en.wikipedia.org/wiki/KRT85	1
3190	3892	Q21113476	https://en.wikipedia.org/wiki/KRT86	1
3191	3895	Q21150228	https://en.wikipedia.org/wiki/KTN1	1
3192	3897	Q1437419	https://en.wikipedia.org/wiki/L1_(protein)	1
3193	3898	Q21107895	https://en.wikipedia.org/wiki/Ladinin_1	1
3194	3898	Q21139355	https://en.wikipedia.org/wiki/Ladinin_1	1
3195	3899	Q21116353	https://en.wikipedia.org/wiki/AFF3	1
3196	3899	Q21117735	https://en.wikipedia.org/wiki/AFF3	1
3197	3902	Q21107898	https://en.wikipedia.org/wiki/Lymphocyte-activation_gene_3	1
3198	3903	Q21151333	https://en.wikipedia.org/wiki/LAIR1	1
3199	3904	Q21130760	https://en.wikipedia.org/wiki/LAIR2	1
3200	3904	Q21137142	https://en.wikipedia.org/wiki/LAIR2	1
3201	3906	Q1754323	https://en.wikipedia.org/wiki/Alpha-lactalbumin	1
3202	3908	Q21107899	https://en.wikipedia.org/wiki/Laminin,_alpha_2	1
3203	3909	Q21107905	https://en.wikipedia.org/wiki/Laminin,_alpha_3	1
3204	3909	Q21148705	https://en.wikipedia.org/wiki/Laminin,_alpha_3	1
3205	3910	Q21107904	https://en.wikipedia.org/wiki/Laminin,_alpha_4	1
3206	3910	Q21137606	https://en.wikipedia.org/wiki/Laminin,_alpha_4	1
3207	3911	Q21104621	https://en.wikipedia.org/wiki/Laminin,_alpha_5	1
3208	3912	Q21104626	https://en.wikipedia.org/wiki/Laminin,_beta_1	1
3209	3912	Q21150603	https://en.wikipedia.org/wiki/Laminin,_beta_1	1
3210	3913	Q21130450	https://en.wikipedia.org/wiki/Laminin,_beta_2	1
3211	3913	Q21140715	https://en.wikipedia.org/wiki/Laminin,_beta_2	1
3212	3914	Q21104630	https://en.wikipedia.org/wiki/Laminin,_beta_3	1
3213	3915	Q21104628	https://en.wikipedia.org/wiki/Laminin,_gamma_1	1
3214	3915	Q21151631	https://en.wikipedia.org/wiki/Laminin,_gamma_1	1
3215	3916	Q21106196	https://en.wikipedia.org/wiki/LAMP1	1
3216	3918	Q21119276	https://en.wikipedia.org/wiki/Laminin,_gamma_2	1
3217	3920	Q21119274	https://en.wikipedia.org/wiki/LAMP2	1
3218	3921	Q21134304	https://en.wikipedia.org/wiki/Ribosomal_protein_SA	1
3219	3921	Q21137406	https://en.wikipedia.org/wiki/Ribosomal_protein_SA	1
3220	3925	Q4441290	https://en.wikipedia.org/wiki/Stathmin	1
3221	3927	Q21112442	https://en.wikipedia.org/wiki/LASP1	1
3222	3929	Q4262879	https://en.wikipedia.org/wiki/Lipopolysaccharide_binding_protein	1
3223	3930	Q21152177	https://en.wikipedia.org/wiki/Lamin_B_receptor	1
3224	3930	Q6481869	https://en.wikipedia.org/wiki/Lamin_B_receptor	1
3225	3931	Q424716	https://en.wikipedia.org/wiki/Lecithin%E2%80%93cholesterol_acyltransferase	1
3226	3932	Q21138631	https://en.wikipedia.org/wiki/Lck	1
3227	3932	Q9020944	https://en.wikipedia.org/wiki/Lck	1
3228	3933	Q21116091	https://en.wikipedia.org/wiki/Lipocalin_1	1
3229	3933	Q21138503	https://en.wikipedia.org/wiki/Lipocalin_1	1
3230	3934	Q21120113	https://en.wikipedia.org/wiki/Lipocalin-2	1
3231	3936	Q21124929	https://en.wikipedia.org/wiki/LCP1	1
3232	3936	Q21142150	https://en.wikipedia.org/wiki/LCP1	1
3233	3937	Q6708256	https://en.wikipedia.org/wiki/Lymphocyte_cytosolic_protein_2	1
3234	3938	Q379764	https://en.wikipedia.org/wiki/Lactase	1
3235	3939	Q21133145	https://en.wikipedia.org/wiki/Lactate_dehydrogenase_A	1
3236	3939	Q21150186	https://en.wikipedia.org/wiki/Lactate_dehydrogenase_A	1
3237	3945	Q21121556	https://en.wikipedia.org/wiki/Lactate_dehydrogenase_b	1
3238	3945	Q21149847	https://en.wikipedia.org/wiki/Lactate_dehydrogenase_b	1
3239	3949	Q425649	https://en.wikipedia.org/wiki/LDL_receptor	1
3240	3950	Q21120759	https://en.wikipedia.org/wiki/LECT2	1
3241	3952	Q223739	https://en.wikipedia.org/wiki/Leptin	1
3242	3953	Q6527941	https://en.wikipedia.org/wiki/Leptin_receptor	1
3243	3954	Q21114892	https://en.wikipedia.org/wiki/LETM1	1
3244	3955	Q21113591	https://en.wikipedia.org/wiki/LFNG	1
3245	3956	Q5518317	https://en.wikipedia.org/wiki/Galectin-1	1
3246	3957	Q21120760	https://en.wikipedia.org/wiki/Galectin-2	1
3247	3958	Q3094567	https://en.wikipedia.org/wiki/Galectin-3	1
3248	3959	Q21139234	https://en.wikipedia.org/wiki/LGALS3BP	1
3249	3959	Q21172183	https://en.wikipedia.org/wiki/LGALS3BP	1
3250	3960	Q21120763	https://en.wikipedia.org/wiki/Galectin-4	1
3251	3960	Q21148721	https://en.wikipedia.org/wiki/Galectin-4	1
3252	3963	Q22676889	https://en.wikipedia.org/wiki/Galectin-7	1
3253	3964	Q21137542	https://en.wikipedia.org/wiki/Galectin-8	1
3254	3964	Q5518320	https://en.wikipedia.org/wiki/Galectin-8	1
3255	3965	Q21173945	https://en.wikipedia.org/wiki/Galectin-9	1
3256	3972	Q21121608	https://en.wikipedia.org/wiki/Luteinizing_hormone_beta_polypeptide	1
3257	3973	Q21121615	https://en.wikipedia.org/wiki/Luteinizing_hormone/choriogonadotropin_receptor	1
3258	3975	Q21118650	https://en.wikipedia.org/wiki/LHX1	1
3259	3975	Q21138139	https://en.wikipedia.org/wiki/LHX1	1
3260	3976	Q6534502	https://en.wikipedia.org/wiki/Leukemia_inhibitory_factor	1
3261	3977	Q6534503	https://en.wikipedia.org/wiki/Leukemia_inhibitory_factor_receptor	1
3262	3978	Q21117820	https://en.wikipedia.org/wiki/LIG1	1
3263	3980	Q21117954	https://en.wikipedia.org/wiki/LIG3	1
3264	3980	Q21141852	https://en.wikipedia.org/wiki/LIG3	1
3265	3981	Q21116593	https://en.wikipedia.org/wiki/LIG4	1
3266	3982	Q21121573	https://en.wikipedia.org/wiki/LIM2	1
3267	3983	Q21130466	https://en.wikipedia.org/wiki/ABLIM1	1
3268	3984	Q21154133	https://en.wikipedia.org/wiki/LIMK1	1
3269	3985	Q21149606	https://en.wikipedia.org/wiki/LIMK2	1
3270	3987	Q21108745	https://en.wikipedia.org/wiki/LIMS1	1
3271	3988	Q21122300	https://en.wikipedia.org/wiki/Lipase_a,_lysosomal_acid_type	1
3272	3988	Q21122300	https://en.wikipedia.org/wiki/Lysosomal_lipase	1
3273	3990	Q908765	https://en.wikipedia.org/wiki/Hepatic_lipase	1
3274	3991	Q408499	https://en.wikipedia.org/wiki/Hormone-sensitive_lipase	1
3275	3992	Q21137320	https://en.wikipedia.org/wiki/FADS1	1
3276	3996	Q21114879	https://en.wikipedia.org/wiki/LLGL1	1
3277	3998	Q21103045	https://en.wikipedia.org/wiki/LMAN1	1
3278	4000	Q4253573	https://en.wikipedia.org/wiki/Pre-Lamin_A/C	1
3279	4001	Q21121570	https://en.wikipedia.org/wiki/Lamin_B1	1
3280	4004	Q21116341	https://en.wikipedia.org/wiki/LMO1	1
3281	4005	Q21104754	https://en.wikipedia.org/wiki/LMO2	1
3282	4008	Q21121583	https://en.wikipedia.org/wiki/LMO7	1
3283	4008	Q21137607	https://en.wikipedia.org/wiki/LMO7	1
3284	4008	Q21138245	https://en.wikipedia.org/wiki/LMO7	1
3285	4009	Q21106233	https://en.wikipedia.org/wiki/LMX1A	1
3286	4010	Q6459216	https://en.wikipedia.org/wiki/LMX1B	1
3287	4012	Q5201223	https://en.wikipedia.org/wiki/Leucyl/cystinyl_aminopeptidase	1
3288	4013	Q21122920	https://en.wikipedia.org/wiki/VWA5A	1
3289	4014	Q6681172	https://en.wikipedia.org/wiki/Loricrin	1
3290	4015	Q419389	https://en.wikipedia.org/wiki/Lysyl_oxidase	1
3291	4016	Q21107915	https://en.wikipedia.org/wiki/LOXL1	1
3292	4017	Q21107930	https://en.wikipedia.org/wiki/LOXL2	1
3293	4017	Q21150811	https://en.wikipedia.org/wiki/LOXL2	1
3294	4018	Q21112670	https://en.wikipedia.org/wiki/Lipoprotein(a)	1
3295	4023	Q420014	https://en.wikipedia.org/wiki/Lipoprotein_lipase	1
3296	4025	Q412728	https://en.wikipedia.org/wiki/Lactoperoxidase	1
3297	4026	Q21119269	https://en.wikipedia.org/wiki/LPP_(gene)	1
3298	4026	Q21150793	https://en.wikipedia.org/wiki/LPP_(gene)	1
3299	4034	Q22680307	https://en.wikipedia.org/wiki/LRCH4	1
3300	4035	Q21111528	https://en.wikipedia.org/wiki/LRP1	1
3301	4036	Q21202030	https://en.wikipedia.org/wiki/LRP2	1
3302	4037	Q21119933	https://en.wikipedia.org/wiki/LRP3	1
3303	4038	Q21119936	https://en.wikipedia.org/wiki/Low-density_lipoprotein_receptor-related_protein_4	1
3304	4040	Q21132095	https://en.wikipedia.org/wiki/LRP6	1
3305	4041	Q21111886	https://en.wikipedia.org/wiki/LRP5	1
3306	4043	Q21097389	https://en.wikipedia.org/wiki/LDL-receptor-related_protein-associated_protein	1
3307	4045	Q21133712	https://en.wikipedia.org/wiki/Limbic_system-associated_membrane_protein	1
3308	4046	Q21130945	https://en.wikipedia.org/wiki/LSP1	1
3309	4046	Q21137417	https://en.wikipedia.org/wiki/LSP1	1
3310	4047	Q410833	https://en.wikipedia.org/wiki/Lanosterol_synthase	1
3311	4048	Q21104634	https://en.wikipedia.org/wiki/Leukotriene-A4_hydrolase	1
3312	4049	Q21124634	https://en.wikipedia.org/wiki/Lymphotoxin_alpha	1
3313	4050	Q21174844	https://en.wikipedia.org/wiki/Lymphotoxin_beta	1
3314	4051	Q21109904	https://en.wikipedia.org/wiki/CYP4F3	1
3315	4052	Q21119355	https://en.wikipedia.org/wiki/LTBP1_(gene)	1
3316	4053	Q21118140	https://en.wikipedia.org/wiki/LTBP2	1
3317	4054	Q21119365	https://en.wikipedia.org/wiki/LTBP3	1
3318	4055	Q3555498	https://en.wikipedia.org/wiki/Lymphotoxin_beta_receptor	1
3319	4056	Q6534538	https://en.wikipedia.org/wiki/Leukotriene_C4_synthase	1
3320	4057	Q410246	https://en.wikipedia.org/wiki/Lactoferrin	1
3321	4058	Q21119352	https://en.wikipedia.org/wiki/Leukocyte_receptor_tyrosine_kinase	1
3322	4059	Q21149302	https://en.wikipedia.org/wiki/Basal_cell_adhesion_molecule	1
3323	4060	Q21158683	https://en.wikipedia.org/wiki/Lumican	1
3324	4061	Q21113363	https://en.wikipedia.org/wiki/LY6E	1
3325	4063	Q21119956	https://en.wikipedia.org/wiki/LY9	1
3326	4063	Q21150878	https://en.wikipedia.org/wiki/LY9	1
3327	4064	Q21132177	https://en.wikipedia.org/wiki/CD180	1
3328	4065	Q22677404	https://en.wikipedia.org/wiki/CD_205	1
3329	4066	Q21119946	https://en.wikipedia.org/wiki/LYL1	1
3330	4067	Q2463389	https://en.wikipedia.org/wiki/LYN	1
3331	4068	Q21115282	https://en.wikipedia.org/wiki/SH2D1A	1
3332	4068	Q21115282	https://en.wikipedia.org/wiki/SLAM-associated_protein	1
3333	4070	Q21132952	https://en.wikipedia.org/wiki/TACSTD2	1
3334	4071	Q21136208	https://en.wikipedia.org/wiki/TM4SF1	1
3335	4072	Q5383694	https://en.wikipedia.org/wiki/Epithelial_cell_adhesion_molecule	1
3336	4074	Q21149768	https://en.wikipedia.org/wiki/Cation-dependent_mannose-6-phosphate_receptor	1
3337	4074	Q5053548	https://en.wikipedia.org/wiki/Cation-dependent_mannose-6-phosphate_receptor	1
3338	4076	Q21131874	https://en.wikipedia.org/wiki/Caprin-1	1
3339	4077	Q21106591	https://en.wikipedia.org/wiki/NBR1	1
3340	4081	Q21119401	https://en.wikipedia.org/wiki/MAB21L1	1
3341	4082	Q21104654	https://en.wikipedia.org/wiki/MARCKS	1
3342	4084	Q21155994	https://en.wikipedia.org/wiki/MXD1	1
3343	4085	Q21132390	https://en.wikipedia.org/wiki/MAD2L1	1
3344	4086	Q699999	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_1	1
3345	4087	Q21142529	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_2	1
3346	4087	Q6917574	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_2	1
3347	4088	Q6917575	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_3	1
3348	4089	Q408179	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_4	1
3349	4090	Q14904349	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_5	1
3350	4091	Q14904318	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_6	1
3351	4092	Q6917578	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_7	1
3352	4093	Q6917579	https://en.wikipedia.org/wiki/Mothers_against_decapentaplegic_homolog_9	1
3353	4094	Q21172288	https://en.wikipedia.org/wiki/MAF_(gene)	1
3354	4097	Q21115422	https://en.wikipedia.org/wiki/MAFG	1
3355	4099	Q29878210	https://en.wikipedia.org/wiki/Myelin-associated_glycoprotein	1
3356	4100	Q21171542	https://en.wikipedia.org/wiki/MAGEA1	1
3357	4101	Q21115980	https://en.wikipedia.org/wiki/MAGEA2	1
3358	4102	Q21107943	https://en.wikipedia.org/wiki/MAGEA3	1
3359	4103	Q21107944	https://en.wikipedia.org/wiki/MAGEA4	1
3360	4104	Q21107945	https://en.wikipedia.org/wiki/MAGEA5	1
3361	4107	Q21111665	https://en.wikipedia.org/wiki/Melanoma_antigen_family_a,_8	1
3362	4108	Q21102664	https://en.wikipedia.org/wiki/MAGEA9	1
3363	4109	Q21130831	https://en.wikipedia.org/wiki/MAGEA10	1
3364	4109	Q21140743	https://en.wikipedia.org/wiki/MAGEA10	1
3365	4110	Q21102416	https://en.wikipedia.org/wiki/MAGEA11	1
3366	4111	Q21104825	https://en.wikipedia.org/wiki/MAGEA12	1
3367	4113	Q21107938	https://en.wikipedia.org/wiki/MAGEB2	1
3368	4116	Q21201560	https://en.wikipedia.org/wiki/MAGOH	1
3369	4117	Q21097239	https://en.wikipedia.org/wiki/MAK_(gene)	1
3370	4118	Q21131469	https://en.wikipedia.org/wiki/MAL_(gene)	1
3371	4121	Q21121647	https://en.wikipedia.org/wiki/MAN1A1	1
3372	4124	Q21174349	https://en.wikipedia.org/wiki/MAN2A1	1
3373	4126	Q21173172	https://en.wikipedia.org/wiki/Beta-mannosidase	1
3374	4128	Q6901317	https://en.wikipedia.org/wiki/Monoamine_oxidase_A	1
3375	4129	Q21109462	https://en.wikipedia.org/wiki/Monoamine_oxidase_B	1
3376	4130	Q21131959	https://en.wikipedia.org/wiki/MAP1A	1
3377	4131	Q21146773	https://en.wikipedia.org/wiki/MAP1B	1
3378	4133	Q21174831	https://en.wikipedia.org/wiki/Microtubule-associated_protein_2	1
3379	4134	Q21130459	https://en.wikipedia.org/wiki/MAP4	1
3380	4134	Q21150774	https://en.wikipedia.org/wiki/MAP4	1
3381	4135	Q21130463	https://en.wikipedia.org/wiki/MAP6	1
3382	4137	Q419507	https://en.wikipedia.org/wiki/Tau_protein	1
3383	4139	Q21108017	https://en.wikipedia.org/wiki/MARK1	1
3384	4140	Q21201341	https://en.wikipedia.org/wiki/MARK3	1
3385	4141	Q21123929	https://en.wikipedia.org/wiki/MARS_(gene)	1
3386	4141	Q21139303	https://en.wikipedia.org/wiki/MARS_(gene)	1
3387	4142	Q6714499	https://en.wikipedia.org/wiki/MAS1	1
3388	4145	Q21097240	https://en.wikipedia.org/wiki/Megakaryocyte-associated_tyrosine_kinase	1
3389	4145	Q21142055	https://en.wikipedia.org/wiki/Megakaryocyte-associated_tyrosine_kinase	1
3390	4146	Q515530	https://en.wikipedia.org/wiki/Matrilin-1	1
3391	4147	Q21132118	https://en.wikipedia.org/wiki/Matrilin-2	1
3392	4147	Q21151428	https://en.wikipedia.org/wiki/Matrilin-2	1
3393	4148	Q21121463	https://en.wikipedia.org/wiki/Matrilin-3	1
3394	4149	Q21132757	https://en.wikipedia.org/wiki/MAX_(gene)	1
3395	4149	Q21142102	https://en.wikipedia.org/wiki/MAX_(gene)	1
3396	4150	Q21136967	https://en.wikipedia.org/wiki/MAZ_(gene)	1
3397	4151	Q192642	https://en.wikipedia.org/wiki/Myoglobin	1
3398	4152	Q1500001	https://en.wikipedia.org/wiki/MBD1	1
3399	4153	Q415443	https://en.wikipedia.org/wiki/Mannan-binding_lectin	1
3400	4154	Q21110842	https://en.wikipedia.org/wiki/MBNL1	1
3401	4154	Q21116388	https://en.wikipedia.org/wiki/MBNL1	1
3402	4155	Q410974	https://en.wikipedia.org/wiki/Myelin_basic_protein	1
3403	4157	Q21173746	https://en.wikipedia.org/wiki/Melanocortin_1_receptor	1
3404	4158	Q410784	https://en.wikipedia.org/wiki/ACTH_receptor	1
3405	4159	Q21118678	https://en.wikipedia.org/wiki/Melanocortin_3_receptor	1
3406	4160	Q21118676	https://en.wikipedia.org/wiki/Melanocortin_4_receptor	1
3407	4161	Q21118677	https://en.wikipedia.org/wiki/Melanocortin_5_receptor	1
3408	4162	Q5009780	https://en.wikipedia.org/wiki/CD146	1
3409	4163	Q21111754	https://en.wikipedia.org/wiki/MCC_(gene)	1
3410	4163	Q21143812	https://en.wikipedia.org/wiki/MCC_(gene)	1
3411	4166	Q21102401	https://en.wikipedia.org/wiki/CHST6	1
3412	4168	Q21113627	https://en.wikipedia.org/wiki/MCF2	1
3413	4170	Q21112678	https://en.wikipedia.org/wiki/MCL1	1
3414	4171	Q21139971	https://en.wikipedia.org/wiki/MCM2	1
3415	4171	Q6714930	https://en.wikipedia.org/wiki/MCM2	1
3416	4172	Q21105882	https://en.wikipedia.org/wiki/MCM3	1
3417	4172	Q21149594	https://en.wikipedia.org/wiki/MCM3	1
3418	4173	Q21113631	https://en.wikipedia.org/wiki/MCM4	1
3419	4173	Q21150115	https://en.wikipedia.org/wiki/MCM4	1
3420	4174	Q21107563	https://en.wikipedia.org/wiki/MCM5	1
3421	4175	Q1154611	https://en.wikipedia.org/wiki/MCM6	1
3422	4176	Q21117085	https://en.wikipedia.org/wiki/MCM7	1
3423	4179	Q4035579	https://en.wikipedia.org/wiki/CD46	1
3424	4184	Q21111787	https://en.wikipedia.org/wiki/SMCP	1
3425	4185	Q21113788	https://en.wikipedia.org/wiki/ADAM11	1
3426	4185	Q21151227	https://en.wikipedia.org/wiki/ADAM11	1
3427	4188	Q21172264	https://en.wikipedia.org/wiki/MDFI	1
3428	4189	Q21117967	https://en.wikipedia.org/wiki/DNAJB9	1
3429	4190	Q21122363	https://en.wikipedia.org/wiki/MDH1	1
3430	4191	Q21122365	https://en.wikipedia.org/wiki/Malate_dehydrogenase_2	1
3431	4192	Q4292840	https://en.wikipedia.org/wiki/Midkine	1
3432	4193	Q21149662	https://en.wikipedia.org/wiki/Mdm2	1
3433	4193	Q2639180	https://en.wikipedia.org/wiki/Mdm2	1
3434	4194	Q21109171	https://en.wikipedia.org/wiki/MDM4	1
3435	4194	Q21145991	https://en.wikipedia.org/wiki/MDM4	1
3436	4199	Q21119972	https://en.wikipedia.org/wiki/ME1_(gene)	1
3437	4200	Q21119969	https://en.wikipedia.org/wiki/ME2_(gene)	1
3438	4204	Q21113404	https://en.wikipedia.org/wiki/MECP2	1
3439	4204	Q21147612	https://en.wikipedia.org/wiki/MECP2	1
3440	4205	Q21149533	https://en.wikipedia.org/wiki/Myocyte-specific_enhancer_factor_2A	1
3441	4205	Q9026322	https://en.wikipedia.org/wiki/Myocyte-specific_enhancer_factor_2A	1
3442	4207	Q21117581	https://en.wikipedia.org/wiki/MEF2B	1
3443	4207	Q21133194	https://en.wikipedia.org/wiki/MEF2B	1
3444	4208	Q21118717	https://en.wikipedia.org/wiki/MEF2C	1
3445	4208	Q21138410	https://en.wikipedia.org/wiki/MEF2C	1
3446	4208	Q21141397	https://en.wikipedia.org/wiki/MEF2C	1
3447	4208	Q21149289	https://en.wikipedia.org/wiki/MEF2C	1
3448	4209	Q21118718	https://en.wikipedia.org/wiki/MEF2D	1
3449	4210	Q11681842	https://en.wikipedia.org/wiki/MEFV	1
3450	4211	Q21110790	https://en.wikipedia.org/wiki/MEIS1	1
3451	4212	Q21105484	https://en.wikipedia.org/wiki/MEIS2	1
3452	4214	Q21170755	https://en.wikipedia.org/wiki/MAP3K1	1
3453	4215	Q21154917	https://en.wikipedia.org/wiki/MAP3K3	1
3454	4216	Q21132637	https://en.wikipedia.org/wiki/MAP3K4	1
3455	4217	Q4654263	https://en.wikipedia.org/wiki/ASK1	1
3456	4218	Q21108073	https://en.wikipedia.org/wiki/RAB8A	1
3457	4218	Q21149623	https://en.wikipedia.org/wiki/RAB8A	1
3458	4221	Q1920577	https://en.wikipedia.org/wiki/MEN1	1
3459	4222	Q21115665	https://en.wikipedia.org/wiki/MEOX1	1
3460	4223	Q21120011	https://en.wikipedia.org/wiki/MEOX2	1
3461	4224	Q21120014	https://en.wikipedia.org/wiki/MEP1A	1
3462	4225	Q21120015	https://en.wikipedia.org/wiki/MEP1B	1
3463	4232	Q21120830	https://en.wikipedia.org/wiki/Mesoderm-specific_transcript_homolog_protein	1
3464	4233	Q5005897	https://en.wikipedia.org/wiki/C-Met	1
3465	4234	Q21173899	https://en.wikipedia.org/wiki/METTL1	1
3466	4236	Q21157785	https://en.wikipedia.org/wiki/MFAP1	1
3467	4237	Q21158506	https://en.wikipedia.org/wiki/MFAP2	1
3468	4239	Q21121672	https://en.wikipedia.org/wiki/MFAP4	1
3469	4240	Q21133717	https://en.wikipedia.org/wiki/MFGE8	1
3470	4241	Q6811552	https://en.wikipedia.org/wiki/Melanotransferrin	1
3471	4242	Q21121668	https://en.wikipedia.org/wiki/MFNG	1
3472	4242	Q21138206	https://en.wikipedia.org/wiki/MFNG	1
3473	4242	Q21151938	https://en.wikipedia.org/wiki/MFNG	1
3474	4245	Q21119441	https://en.wikipedia.org/wiki/MGAT1	1
3475	4245	Q21151402	https://en.wikipedia.org/wiki/MGAT1	1
3476	4246	Q6745741	https://en.wikipedia.org/wiki/Mammaglobin-B	1
3477	4247	Q21119445	https://en.wikipedia.org/wiki/MGAT2	1
3478	4248	Q21119443	https://en.wikipedia.org/wiki/MGAT3	1
3479	4249	Q21173903	https://en.wikipedia.org/wiki/MGAT5	1
3480	4250	Q3459286	https://en.wikipedia.org/wiki/Mammaglobin-A	1
3481	4253	Q21108936	https://en.wikipedia.org/wiki/CTAGE5	1
3482	4253	Q21116325	https://en.wikipedia.org/wiki/CTAGE5	1
3483	4254	Q909331	https://en.wikipedia.org/wiki/Stem_cell_factor	1
3484	4255	Q21118735	https://en.wikipedia.org/wiki/O-6-methylguanine-DNA_methyltransferase	1
3485	4256	Q21139719	https://en.wikipedia.org/wiki/Matrix_Gla_protein	1
3486	4256	Q6787873	https://en.wikipedia.org/wiki/Matrix_Gla_protein	1
3487	4257	Q21137518	https://en.wikipedia.org/wiki/Microsomal_glutathione_S-transferase_1	1
3488	4257	Q6840294	https://en.wikipedia.org/wiki/Microsomal_glutathione_S-transferase_1	1
3489	4258	Q21158847	https://en.wikipedia.org/wiki/MGST2	1
3490	4259	Q21154948	https://en.wikipedia.org/wiki/MGST3	1
3491	4261	Q5011707	https://en.wikipedia.org/wiki/CIITA	1
3492	4267	Q21204150	https://en.wikipedia.org/wiki/CD99	1
3493	4277	Q21149739	https://en.wikipedia.org/wiki/MHC_class_I_polypeptide%E2%80%93related_sequence_B	1
