	geneID	proteinID	wikilink	counts
7141	8968	Q22678719	https://en.wikipedia.org/wiki/HIST1H3F	1
7142	8969	Q22676806	https://en.wikipedia.org/wiki/HIST1H2AG	1
7143	8970	Q21110979	https://en.wikipedia.org/wiki/HIST1H2BJ	1
7144	8971	Q21119056	https://en.wikipedia.org/wiki/H1FX	1
7145	8972	Q21118732	https://en.wikipedia.org/wiki/Maltase-glucoamylase	1
7146	8973	Q21111182	https://en.wikipedia.org/wiki/CHRNA6	1
7147	8974	Q21119666	https://en.wikipedia.org/wiki/P4HA2	1
7148	8975	Q21123531	https://en.wikipedia.org/wiki/USP13	1
7149	8975	Q21151847	https://en.wikipedia.org/wiki/USP13	1
7150	8976	Q21130862	https://en.wikipedia.org/wiki/WASL_(gene)	1
7151	8985	Q21114357	https://en.wikipedia.org/wiki/PLOD3	1
7152	8986	Q21119246	https://en.wikipedia.org/wiki/RPS6KA4	1
7153	8988	Q21118376	https://en.wikipedia.org/wiki/HSPB3	1
7154	8989	Q21143605	https://en.wikipedia.org/wiki/TRPA1	1
7155	8989	Q7834290	https://en.wikipedia.org/wiki/TRPA1	1
7156	8991	Q21122756	https://en.wikipedia.org/wiki/SELENBP1	1
7157	8992	Q22683563	https://en.wikipedia.org/wiki/ATP6V0E1	1
7158	8993	Q21134679	https://en.wikipedia.org/wiki/Peptidoglycan_recognition_protein_1	1
7159	8994	Q21122306	https://en.wikipedia.org/wiki/LIMD1	1
7160	8995	Q21124656	https://en.wikipedia.org/wiki/TNFSF18	1
7161	8996	Q21132160	https://en.wikipedia.org/wiki/NOL3	1
7162	8996	Q21140080	https://en.wikipedia.org/wiki/NOL3	1
7163	8997	Q4104271	https://en.wikipedia.org/wiki/Kalirin	1
7164	8999	Q21132566	https://en.wikipedia.org/wiki/CDKL2	1
7165	9001	Q21132889	https://en.wikipedia.org/wiki/Huntingtin-associated_protein_1	1
7166	9001	Q21148834	https://en.wikipedia.org/wiki/Huntingtin-associated_protein_1	1
7167	9002	Q21124277	https://en.wikipedia.org/wiki/F2RL3	1
7168	9013	Q21124469	https://en.wikipedia.org/wiki/TAF1C	1
7169	9013	Q21152297	https://en.wikipedia.org/wiki/TAF1C	1
7170	9014	Q21124476	https://en.wikipedia.org/wiki/TAF1B	1
7171	9015	Q21110621	https://en.wikipedia.org/wiki/Selective_factor_1	1
7172	9015	Q21110621	https://en.wikipedia.org/wiki/TAF1A	1
7173	9015	Q21139316	https://en.wikipedia.org/wiki/TAF1A	1
7174	9016	Q21135172	https://en.wikipedia.org/wiki/Brain_mitochondrial_carrier_protein_1	1
7175	9019	Q21120861	https://en.wikipedia.org/wiki/MPZL1	1
7176	9019	Q21141173	https://en.wikipedia.org/wiki/MPZL1	1
7177	9020	Q21154955	https://en.wikipedia.org/wiki/MAP3K14	1
7178	9021	Q21137166	https://en.wikipedia.org/wiki/SOCS3	1
7179	9021	Q21154422	https://en.wikipedia.org/wiki/SOCS3	1
7180	9022	Q21109787	https://en.wikipedia.org/wiki/CLIC3	1
7181	9024	Q21110488	https://en.wikipedia.org/wiki/BRSK2	1
7182	9024	Q21137438	https://en.wikipedia.org/wiki/BRSK2	1
7183	9025	Q21118319	https://en.wikipedia.org/wiki/RNF8	1
7184	9026	Q21113400	https://en.wikipedia.org/wiki/HIP1R	1
7185	9026	Q21138070	https://en.wikipedia.org/wiki/HIP1R	1
7186	9027	Q21207438	https://en.wikipedia.org/wiki/NAT8	1
7187	9031	Q21105462	https://en.wikipedia.org/wiki/BAZ1B	1
7188	9032	Q21136207	https://en.wikipedia.org/wiki/TM4SF5	1
7189	9033	Q21126833	https://en.wikipedia.org/wiki/PKD2L1	1
7190	9034	Q21102284	https://en.wikipedia.org/wiki/CCRL2	1
7191	9037	Q21122789	https://en.wikipedia.org/wiki/SEMA5A	1
7192	9038	Q21136206	https://en.wikipedia.org/wiki/TAAR5	1
7193	9039	Q21115707	https://en.wikipedia.org/wiki/UBE1C	1
7194	9040	Q21117426	https://en.wikipedia.org/wiki/UBE2M	1
7195	9040	Q21117575	https://en.wikipedia.org/wiki/UBE2M	1
7196	9040	Q21149909	https://en.wikipedia.org/wiki/UBE2M	1
7197	9043	Q21131102	https://en.wikipedia.org/wiki/Sperm-associated_antigen_9	1
7198	9043	Q21148553	https://en.wikipedia.org/wiki/Sperm-associated_antigen_9	1
7199	9044	Q21112860	https://en.wikipedia.org/wiki/BTAF1	1
7200	9044	Q21134267	https://en.wikipedia.org/wiki/BTAF1	1
7201	9045	Q4641655	https://en.wikipedia.org/wiki/60S_ribosomal_protein_L14	1
7202	9046	Q21156265	https://en.wikipedia.org/wiki/DOK2	1
7203	9047	Q21097352	https://en.wikipedia.org/wiki/SH2D2A	1
7204	9048	Q21137240	https://en.wikipedia.org/wiki/Artemin	1
7205	9048	Q4797457	https://en.wikipedia.org/wiki/Artemin	1
7206	9049	Q21139547	https://en.wikipedia.org/wiki/AH_receptor-interacting_protein	1
7207	9049	Q4651796	https://en.wikipedia.org/wiki/AH_receptor-interacting_protein	1
7208	9050	Q21133909	https://en.wikipedia.org/wiki/PSTPIP2	1
7209	9051	Q21132776	https://en.wikipedia.org/wiki/PSTPIP1	1
7210	9051	Q21149771	https://en.wikipedia.org/wiki/PSTPIP1	1
7211	9052	Q21126085	https://en.wikipedia.org/wiki/GPRC5A	1
7212	9053	Q21104656	https://en.wikipedia.org/wiki/MAP7	1
7213	9054	Q21120945	https://en.wikipedia.org/wiki/NFS1	1
7214	9055	Q21140267	https://en.wikipedia.org/wiki/PRC1	1
7215	9056	Q21124007	https://en.wikipedia.org/wiki/Y%2BL_amino_acid_transporter_1	1
7216	9056	Q21146331	https://en.wikipedia.org/wiki/Y%2BL_amino_acid_transporter_1	1
7217	9057	Q21124004	https://en.wikipedia.org/wiki/Y%2BL_amino_acid_transporter_2	1
7218	9057	Q21138501	https://en.wikipedia.org/wiki/Y%2BL_amino_acid_transporter_2	1
7219	9057	Q21139164	https://en.wikipedia.org/wiki/Y%2BL_amino_acid_transporter_2	1
7220	9058	Q21124406	https://en.wikipedia.org/wiki/SLC13A2	1
7221	9060	Q21123697	https://en.wikipedia.org/wiki/PAPSS2	1
7222	9060	Q21149403	https://en.wikipedia.org/wiki/PAPSS2	1
7223	9061	Q21123696	https://en.wikipedia.org/wiki/PAPSS1	1
7224	9063	Q21115153	https://en.wikipedia.org/wiki/Protein_inhibitor_of_activated_STAT2	1
7225	9063	Q21145069	https://en.wikipedia.org/wiki/Protein_inhibitor_of_activated_STAT2	1
7226	9064	Q21130454	https://en.wikipedia.org/wiki/Mitogen-activated_protein_kinase_kinase_kinase_6	1
7227	9066	Q21135998	https://en.wikipedia.org/wiki/SYT7	1
7228	9068	Q21097193	https://en.wikipedia.org/wiki/Angiopoietin-related_protein_1	1
7229	9069	Q21100778	https://en.wikipedia.org/wiki/CLDN12	1
7230	9070	Q21130031	https://en.wikipedia.org/wiki/ASH2L	1
7231	9070	Q21139930	https://en.wikipedia.org/wiki/ASH2L	1
7232	9071	Q21100783	https://en.wikipedia.org/wiki/CLDN10	1
7233	9073	Q21100777	https://en.wikipedia.org/wiki/CLDN8	1
7234	9074	Q21100776	https://en.wikipedia.org/wiki/CLDN6	1
7235	9075	Q21173204	https://en.wikipedia.org/wiki/CLDN2	1
7236	9076	Q21173203	https://en.wikipedia.org/wiki/CLDN1	1
7237	9077	Q21112216	https://en.wikipedia.org/wiki/DIRAS3_(gene)	1
7238	9079	Q21121553	https://en.wikipedia.org/wiki/LDB2	1
7239	9080	Q21100768	https://en.wikipedia.org/wiki/CLDN9	1
7240	9083	Q21119966	https://en.wikipedia.org/wiki/BPY2	1
7241	9085	Q21117175	https://en.wikipedia.org/wiki/CDY1	1
7242	9086	Q21119792	https://en.wikipedia.org/wiki/EIF1AY	1
7243	9087	Q7799644	https://en.wikipedia.org/wiki/Thymosin_beta-4,_Y-chromosomal	1
7244	9088	Q21109675	https://en.wikipedia.org/wiki/PKMYT1	1
7245	9088	Q21137331	https://en.wikipedia.org/wiki/PKMYT1	1
7246	9088	Q21138286	https://en.wikipedia.org/wiki/PKMYT1	1
7247	9091	Q21123748	https://en.wikipedia.org/wiki/PIGQ	1
7248	9092	Q21125230	https://en.wikipedia.org/wiki/SART1	1
7249	9093	Q21107491	https://en.wikipedia.org/wiki/DNAJA3	1
7250	9093	Q21111409	https://en.wikipedia.org/wiki/DNAJA3	1
7251	9093	Q21141443	https://en.wikipedia.org/wiki/DNAJA3	1
7252	9094	Q21112623	https://en.wikipedia.org/wiki/Uncoordinated-119_(Unc-119)	1
7253	9094	Q21148246	https://en.wikipedia.org/wiki/Uncoordinated-119_(Unc-119)	1
7254	9095	Q21144038	https://en.wikipedia.org/wiki/TBX19	1
7255	9095	Q7669570	https://en.wikipedia.org/wiki/TBX19	1
7256	9097	Q21126856	https://en.wikipedia.org/wiki/USP14	1
7257	9097	Q21145005	https://en.wikipedia.org/wiki/USP14	1
7258	9098	Q21136455	https://en.wikipedia.org/wiki/USP6	1
7259	9099	Q21173167	https://en.wikipedia.org/wiki/USP2	1
7260	9100	Q21106115	https://en.wikipedia.org/wiki/USP10	1
7261	9101	Q21105620	https://en.wikipedia.org/wiki/USP8	1
7262	9103	Q21102513	https://en.wikipedia.org/wiki/FCGR2C	1
7263	9104	Q7309567	https://en.wikipedia.org/wiki/Regucalcin	1
7264	9107	Q21112660	https://en.wikipedia.org/wiki/MTMR6	1
7265	9111	Q21131467	https://en.wikipedia.org/wiki/N-myc-interactor	1
7266	9112	Q21107299	https://en.wikipedia.org/wiki/MTA1	1
7267	9113	Q21112541	https://en.wikipedia.org/wiki/LATS1	1
7268	9113	Q21114061	https://en.wikipedia.org/wiki/LATS1	1
7269	9114	Q21136428	https://en.wikipedia.org/wiki/ATP6V0D1	1
7270	9114	Q21144768	https://en.wikipedia.org/wiki/ATP6V0D1	1
7271	9119	Q21118505	https://en.wikipedia.org/wiki/KRT75	1
7272	9121	Q21108943	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_6	1
7273	9121	Q21139168	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_6	1
7274	9122	Q21108941	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_5	1
7275	9122	Q21150565	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_5	1
7276	9123	Q21100318	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_4	1
7277	9123	Q21139230	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_4	1
7278	9123	Q21141022	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_4	1
7279	9124	Q21123210	https://en.wikipedia.org/wiki/PDLIM1	1
7280	9125	Q21126969	https://en.wikipedia.org/wiki/CNOT9	1
7281	9126	Q21119416	https://en.wikipedia.org/wiki/SMC3	1
7282	9127	Q21126774	https://en.wikipedia.org/wiki/P2RX6	1
7283	9127	Q21137712	https://en.wikipedia.org/wiki/P2RX6	1
7284	9128	Q21108675	https://en.wikipedia.org/wiki/PRPF4	1
7285	9129	Q21118040	https://en.wikipedia.org/wiki/PRPF3	1
7286	9130	Q21118116	https://en.wikipedia.org/wiki/FAM50A	1
7287	9131	Q21116445	https://en.wikipedia.org/wiki/AIFM1	1
7288	9132	Q21108785	https://en.wikipedia.org/wiki/KCNQ4	1
7289	9133	Q21109657	https://en.wikipedia.org/wiki/Cyclin_B2	1
7290	9135	Q21116564	https://en.wikipedia.org/wiki/RABEP1	1
7291	9136	Q21123952	https://en.wikipedia.org/wiki/RRP9	1
7292	9138	Q21170262	https://en.wikipedia.org/wiki/ARHGEF1	1
7293	9139	Q21119419	https://en.wikipedia.org/wiki/CBFA2T2	1
7294	9140	Q21116762	https://en.wikipedia.org/wiki/ATG12	1
7295	9140	Q21149522	https://en.wikipedia.org/wiki/ATG12	1
7296	9141	Q21119690	https://en.wikipedia.org/wiki/PDCD5	1
7297	9143	Q21127235	https://en.wikipedia.org/wiki/Synaptogyrin_3	1
7298	9145	Q21114472	https://en.wikipedia.org/wiki/SYNGR1	1
7299	9146	Q21140280	https://en.wikipedia.org/wiki/HGS_(gene)	1
7300	9147	Q21121712	https://en.wikipedia.org/wiki/NEMF_(gene)	1
7301	9148	Q21207951	https://en.wikipedia.org/wiki/NEURL	1
7302	9149	Q21101045	https://en.wikipedia.org/wiki/DYRK1B	1
7303	9149	Q21141010	https://en.wikipedia.org/wiki/DYRK1B	1
7304	9149	Q21149385	https://en.wikipedia.org/wiki/DYRK1B	1
7305	9150	Q21114245	https://en.wikipedia.org/wiki/CTDP1	1
7306	9152	Q21121385	https://en.wikipedia.org/wiki/Sodium-_and_chloride-dependent_glycine_transporter_2	1
7307	9153	Q21126257	https://en.wikipedia.org/wiki/Concentrative_nucleoside_transporter_2	1
7308	9154	Q21126253	https://en.wikipedia.org/wiki/Concentrative_nucleoside_transporter_1	1
7309	9156	Q21139318	https://en.wikipedia.org/wiki/Exonuclease_1	1
7310	9156	Q5420624	https://en.wikipedia.org/wiki/Exonuclease_1	1
7311	9158	Q21108579	https://en.wikipedia.org/wiki/FIBP	1
7312	9159	Q21133338	https://en.wikipedia.org/wiki/PCSK7	1
7313	9159	Q21150417	https://en.wikipedia.org/wiki/PCSK7	1
7314	9166	Q21126963	https://en.wikipedia.org/wiki/EBAG9	1
7315	9166	Q21149681	https://en.wikipedia.org/wiki/EBAG9	1
7316	9166	Q21150946	https://en.wikipedia.org/wiki/EBAG9	1
7317	9167	Q21106863	https://en.wikipedia.org/wiki/COX7A2L	1
7318	9168	Q21103348	https://en.wikipedia.org/wiki/TMSB10	1
7319	9169	Q21121382	https://en.wikipedia.org/wiki/SFRS2IP	1
7320	9170	Q21139123	https://en.wikipedia.org/wiki/LPAR2	1
7321	9172	Q21096418	https://en.wikipedia.org/wiki/Myomesin-2	1
7322	9173	Q21100818	https://en.wikipedia.org/wiki/IL1RL1	1
7323	9173	Q21100818	https://en.wikipedia.org/wiki/ST2_cardiac_biomarker	1
7324	9173	Q21151152	https://en.wikipedia.org/wiki/IL1RL1	1
7325	9175	Q21132808	https://en.wikipedia.org/wiki/MAP3K13	1
7326	9177	Q21108114	https://en.wikipedia.org/wiki/HTR3B	1
7327	9179	Q21111482	https://en.wikipedia.org/wiki/AP4M1	1
7328	9180	Q21151940	https://en.wikipedia.org/wiki/Oncostatin_M_receptor	1
7329	9180	Q7092131	https://en.wikipedia.org/wiki/Oncostatin_M_receptor	1
7330	9181	Q21171608	https://en.wikipedia.org/wiki/ARHGEF2	1
7331	9182	Q21120513	https://en.wikipedia.org/wiki/RASSF9	1
7332	9183	Q21125070	https://en.wikipedia.org/wiki/ZW10	1
7333	9184	Q21108280	https://en.wikipedia.org/wiki/BUB3	1
7334	9185	Q21105897	https://en.wikipedia.org/wiki/REPS2	1
7335	9188	Q21110858	https://en.wikipedia.org/wiki/DDX21	1
7336	9189	Q21116236	https://en.wikipedia.org/wiki/ZBED1	1
7337	9191	Q21116576	https://en.wikipedia.org/wiki/DEDD	1
7338	9191	Q21137222	https://en.wikipedia.org/wiki/DEDD	1
7339	9194	Q19598002	https://en.wikipedia.org/wiki/Monocarboxylate_transporter_2	1
7340	9196	Q21113502	https://en.wikipedia.org/wiki/KCNAB3	1
7341	9197	Q21115271	https://en.wikipedia.org/wiki/Acetyl-coenzyme_A_transporter_1	1
7342	9197	Q21138699	https://en.wikipedia.org/wiki/Acetyl-coenzyme_A_transporter_1	1
7343	9201	Q21113185	https://en.wikipedia.org/wiki/DCLK1	1
7344	9203	Q21136624	https://en.wikipedia.org/wiki/ZMYM3	1
7345	9208	Q21114541	https://en.wikipedia.org/wiki/LRRFIP1	1
7346	9210	Q22677344	https://en.wikipedia.org/wiki/Bone_morphogenetic_protein_15	1
7347	9211	Q21119292	https://en.wikipedia.org/wiki/LGI1	1
7348	9212	Q4822491	https://en.wikipedia.org/wiki/Aurora_B_kinase	1
7349	9213	Q21134351	https://en.wikipedia.org/wiki/Xenotropic_and_polytropic_retrovirus_receptor_1	1
7350	9214	Q21132814	https://en.wikipedia.org/wiki/FCMR	1
7351	9214	Q21149684	https://en.wikipedia.org/wiki/FCMR	1
7352	9215	Q21117620	https://en.wikipedia.org/wiki/LARGE	1
7353	9217	Q21101169	https://en.wikipedia.org/wiki/VAPB	1
7354	9218	Q21110146	https://en.wikipedia.org/wiki/VAPA	1
7355	9219	Q21107296	https://en.wikipedia.org/wiki/MTA2	1
7356	9220	Q21134317	https://en.wikipedia.org/wiki/TIAF1	1
7357	9221	Q21130023	https://en.wikipedia.org/wiki/Nucleolar_phosphoprotein_p130	1
7358	9223	Q21101434	https://en.wikipedia.org/wiki/MAGI1	1
7359	9227	Q1811387	https://en.wikipedia.org/wiki/Lecithin_retinol_acyltransferase	1
7360	9228	Q21115830	https://en.wikipedia.org/wiki/DLGAP2	1
7361	9228	Q21137047	https://en.wikipedia.org/wiki/DLGAP2	1
7362	9229	Q21115805	https://en.wikipedia.org/wiki/DLGAP1	1
7363	9230	Q21125020	https://en.wikipedia.org/wiki/RAB11B	1
7364	9231	Q21132810	https://en.wikipedia.org/wiki/DLG5	1
7365	9232	Q21137078	https://en.wikipedia.org/wiki/PTTG1	1
7366	9232	Q22677891	https://en.wikipedia.org/wiki/PTTG1	1
7367	9235	Q21144760	https://en.wikipedia.org/wiki/Interleukin_32	1
7368	9235	Q21201778	https://en.wikipedia.org/wiki/Interleukin_32	1
7369	9238	Q21130554	https://en.wikipedia.org/wiki/TBRG4	1
7370	9238	Q21141759	https://en.wikipedia.org/wiki/TBRG4	1
7371	9241	Q7047475	https://en.wikipedia.org/wiki/Noggin_(protein)	1
7372	9242	Q21173750	https://en.wikipedia.org/wiki/MSC_(gene)	1
7373	9244	Q21130074	https://en.wikipedia.org/wiki/CRLF1	1
7374	9246	Q21101900	https://en.wikipedia.org/wiki/UBE2L6	1
7375	9247	Q21112046	https://en.wikipedia.org/wiki/GCM2	1
7376	9248	Q21108077	https://en.wikipedia.org/wiki/GPR50	1
7377	9249	Q21112206	https://en.wikipedia.org/wiki/DHRS3	1
7378	9249	Q21139549	https://en.wikipedia.org/wiki/DHRS3	1
7379	9252	Q21119244	https://en.wikipedia.org/wiki/RPS6KA5	1
7380	9253	Q21119623	https://en.wikipedia.org/wiki/NUMBL	1
7381	9253	Q21151991	https://en.wikipedia.org/wiki/NUMBL	1
7382	9254	Q21105591	https://en.wikipedia.org/wiki/CACNA2D2	1
7383	9255	Q21105081	https://en.wikipedia.org/wiki/SCYE1	1
7384	9255	Q21150089	https://en.wikipedia.org/wiki/SCYE1	1
7385	9260	Q21108753	https://en.wikipedia.org/wiki/PDLIM7	1
7386	9260	Q21150543	https://en.wikipedia.org/wiki/PDLIM7	1
7387	9261	Q21132836	https://en.wikipedia.org/wiki/MAPKAPK2	1
7388	9263	Q21122152	https://en.wikipedia.org/wiki/STK17A	1
7389	9265	Q21102164	https://en.wikipedia.org/wiki/CYTH3	1
7390	9266	Q21116206	https://en.wikipedia.org/wiki/CYTH2	1
7391	9266	Q21150553	https://en.wikipedia.org/wiki/CYTH2	1
7392	9267	Q21132971	https://en.wikipedia.org/wiki/CYTH1	1
7393	9270	Q21114501	https://en.wikipedia.org/wiki/ITGB1BP1	1
7394	9270	Q21140150	https://en.wikipedia.org/wiki/ITGB1BP1	1
7395	9271	Q21115786	https://en.wikipedia.org/wiki/PIWIL1	1
7396	9271	Q21149472	https://en.wikipedia.org/wiki/PIWIL1	1
7397	9276	Q21117292	https://en.wikipedia.org/wiki/COPB2	1
7398	9276	Q21144802	https://en.wikipedia.org/wiki/COPB2	1
7399	9277	Q21122945	https://en.wikipedia.org/wiki/WDR46	1
7400	9277	Q21136943	https://en.wikipedia.org/wiki/WDR46	1
7401	9282	Q21118693	https://en.wikipedia.org/wiki/MED14	1
7402	9283	Q21110197	https://en.wikipedia.org/wiki/GPR37L1	1
7403	9287	Q21136233	https://en.wikipedia.org/wiki/TAAR2	1
7404	9289	Q21117665	https://en.wikipedia.org/wiki/GPR56	1
7405	9289	Q21117789	https://en.wikipedia.org/wiki/GPR56	1
7406	9289	Q21425642	https://en.wikipedia.org/wiki/GPR56	1
7407	9290	Q21110942	https://en.wikipedia.org/wiki/GPR55	1
7408	9293	Q21110939	https://en.wikipedia.org/wiki/GPR52	1
7409	9294	Q21121466	https://en.wikipedia.org/wiki/S1PR2	1
7410	9295	Q21150877	https://en.wikipedia.org/wiki/SFRS11	1
7411	9295	Q21172832	https://en.wikipedia.org/wiki/SFRS11	1
7412	9296	Q21136476	https://en.wikipedia.org/wiki/ATP6V1F	1
7413	9306	Q21173209	https://en.wikipedia.org/wiki/SOCS6	1
7414	9308	Q21131209	https://en.wikipedia.org/wiki/CD83	1
7415	9311	Q21102111	https://en.wikipedia.org/wiki/ASIC3	1
7416	9312	Q21107885	https://en.wikipedia.org/wiki/KCNB2	1
7417	9313	Q21119452	https://en.wikipedia.org/wiki/MMP20	1
7418	9314	Q21114206	https://en.wikipedia.org/wiki/KLF4	1
7419	9314	Q21146126	https://en.wikipedia.org/wiki/KLF4	1
7420	9315	Q21119803	https://en.wikipedia.org/wiki/NREP	1
7421	9318	Q21102196	https://en.wikipedia.org/wiki/COPS2	1
7422	9318	Q21144832	https://en.wikipedia.org/wiki/COPS2	1
7423	9319	Q21097441	https://en.wikipedia.org/wiki/TRIP13	1
7424	9320	Q21133854	https://en.wikipedia.org/wiki/TRIP12	1
7425	9321	Q21122231	https://en.wikipedia.org/wiki/TRIP11	1
7426	9322	Q21111129	https://en.wikipedia.org/wiki/TRIP10	1
7427	9324	Q21119093	https://en.wikipedia.org/wiki/HMGN3	1
7428	9325	Q21173856	https://en.wikipedia.org/wiki/TRIP4	1
7429	9328	Q21118571	https://en.wikipedia.org/wiki/GTF3C5	1
7430	9329	Q21121453	https://en.wikipedia.org/wiki/GTF3C4	1
7431	9332	Q21115573	https://en.wikipedia.org/wiki/CD163	1
7432	9333	Q21122196	https://en.wikipedia.org/wiki/TGM5	1
7433	9334	Q21112766	https://en.wikipedia.org/wiki/B4GALT5	1
7434	9337	Q21112885	https://en.wikipedia.org/wiki/CNOT8	1
7435	9337	Q21141285	https://en.wikipedia.org/wiki/CNOT8	1
7436	9338	Q21127344	https://en.wikipedia.org/wiki/TCEAL1	1
7437	9340	Q11071131	https://en.wikipedia.org/wiki/Glucagon-like_peptide-2_receptor	1
7438	9341	Q21131168	https://en.wikipedia.org/wiki/VAMP3	1
7439	9341	Q21149405	https://en.wikipedia.org/wiki/VAMP3	1
7440	9342	Q21131431	https://en.wikipedia.org/wiki/SNAP29	1
7441	9343	Q21118377	https://en.wikipedia.org/wiki/EFTUD2	1
7442	9343	Q21139512	https://en.wikipedia.org/wiki/EFTUD2	1
7443	9344	Q21121445	https://en.wikipedia.org/wiki/TAOK2	1
7444	9348	Q21123052	https://en.wikipedia.org/wiki/NDST3	1
7445	9349	Q21150259	https://en.wikipedia.org/wiki/60S_ribosomal_protein_L23	1
7446	9349	Q22678348	https://en.wikipedia.org/wiki/60S_ribosomal_protein_L23	1
7447	9350	Q5063909	https://en.wikipedia.org/wiki/Cerberus_(protein)	1
7448	9351	Q21109749	https://en.wikipedia.org/wiki/Sodium-hydrogen_exchange_regulatory_cofactor_2	1
7449	9352	Q21122245	https://en.wikipedia.org/wiki/TXNL1	1
7450	9352	Q21150576	https://en.wikipedia.org/wiki/TXNL1	1
7451	9353	Q21135631	https://en.wikipedia.org/wiki/SLIT2	1
7452	9353	Q21151193	https://en.wikipedia.org/wiki/SLIT2	1
7453	9354	Q21118672	https://en.wikipedia.org/wiki/UBE4A	1
7454	9355	Q21118651	https://en.wikipedia.org/wiki/LHX2	1
7455	9356	Q21111553	https://en.wikipedia.org/wiki/Organic_anion_transporter_1	1
7456	9358	Q21121467	https://en.wikipedia.org/wiki/Integrin_subunit_beta_like_1	1
7457	9358	Q21147566	https://en.wikipedia.org/wiki/Integrin_subunit_beta_like_1	1
7458	9360	Q21132145	https://en.wikipedia.org/wiki/PPIG_(gene)	1
7459	9361	Q21110551	https://en.wikipedia.org/wiki/LONP1	1
7460	9361	Q21139122	https://en.wikipedia.org/wiki/LONP1	1
7461	9362	Q21115688	https://en.wikipedia.org/wiki/CPNE6	1
7462	9362	Q21151949	https://en.wikipedia.org/wiki/CPNE6	1
7463	9363	Q21106477	https://en.wikipedia.org/wiki/RAB33A	1
7464	9365	Q414050	https://en.wikipedia.org/wiki/Klotho_(biology)	1
7465	9367	Q21123090	https://en.wikipedia.org/wiki/RAB9A	1
7466	9368	Q21112493	https://en.wikipedia.org/wiki/Sodium-hydrogen_antiporter_3_regulator_1	1
7467	9368	Q21142494	https://en.wikipedia.org/wiki/Sodium-hydrogen_antiporter_3_regulator_1	1
7468	9369	Q21124097	https://en.wikipedia.org/wiki/NRXN3	1
7469	9369	Q21148517	https://en.wikipedia.org/wiki/NRXN3	1
7470	9369	Q21174836	https://en.wikipedia.org/wiki/NRXN3	1
7471	9370	Q357439	https://en.wikipedia.org/wiki/Adiponectin	1
7472	9371	Q21101911	https://en.wikipedia.org/wiki/KIF3B	1
7473	9372	Q8072290	https://en.wikipedia.org/wiki/Zinc_finger_FYVE_domain-containing_protein_9	1
7474	9373	Q21111101	https://en.wikipedia.org/wiki/Phospholipase_A-2-activating_protein	1
7475	9374	Q21124344	https://en.wikipedia.org/wiki/PPT2	1
7476	9374	Q21141040	https://en.wikipedia.org/wiki/PPT2	1
7477	9375	Q21135089	https://en.wikipedia.org/wiki/TM9SF2	1
7478	9376	Q21135943	https://en.wikipedia.org/wiki/SLC22A8	1
7479	9377	Q21130740	https://en.wikipedia.org/wiki/COX5A	1
7480	9378	Q21124095	https://en.wikipedia.org/wiki/NRXN1	1
7481	9378	Q21141103	https://en.wikipedia.org/wiki/NRXN1	1
7482	9378	Q21149998	https://en.wikipedia.org/wiki/NRXN1	1
7483	9378	Q21207908	https://en.wikipedia.org/wiki/NRXN1	1
7484	9379	Q21124096	https://en.wikipedia.org/wiki/NRXN2	1
7485	9379	Q21150242	https://en.wikipedia.org/wiki/NRXN2	1
7486	9379	Q21174835	https://en.wikipedia.org/wiki/NRXN2	1
7487	9380	Q21173601	https://en.wikipedia.org/wiki/GRHPR	1
7488	9381	Q21130986	https://en.wikipedia.org/wiki/Otoferlin	1
7489	9382	Q21132956	https://en.wikipedia.org/wiki/COG1	1
7490	9382	Q21147298	https://en.wikipedia.org/wiki/COG1	1
7491	9388	Q22676900	https://en.wikipedia.org/wiki/Endothelial_lipase	1
7492	9389	Q21135952	https://en.wikipedia.org/wiki/SLC22A14	1
7493	9390	Q21135951	https://en.wikipedia.org/wiki/SLC22A13	1
7494	9391	Q21117221	https://en.wikipedia.org/wiki/CIAO1	1
7495	9397	Q21118851	https://en.wikipedia.org/wiki/Glycylpeptide_N-tetradecanoyltransferase_2	1
7496	9398	Q21171768	https://en.wikipedia.org/wiki/IGSF2	1
7497	9399	Q21114056	https://en.wikipedia.org/wiki/STOML1	1
7498	9399	Q21142430	https://en.wikipedia.org/wiki/STOML1	1
7499	9400	Q21123810	https://en.wikipedia.org/wiki/RECQL5	1
7500	9400	Q21140285	https://en.wikipedia.org/wiki/RECQL5	1
7501	9401	Q21123809	https://en.wikipedia.org/wiki/RECQL4	1
7502	9401	Q21138934	https://en.wikipedia.org/wiki/RECQL4	1
7503	9402	Q21110086	https://en.wikipedia.org/wiki/GRAP2	1
7504	9403	Q21133973	https://en.wikipedia.org/wiki/SEP15	1
7505	9404	Q21130794	https://en.wikipedia.org/wiki/LPXN	1
7506	9406	Q21130489	https://en.wikipedia.org/wiki/ZRANB2	1
7507	9407	Q21126585	https://en.wikipedia.org/wiki/TMPRSS11D	1
7508	9409	Q21122505	https://en.wikipedia.org/wiki/PEX16	1
